 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.8292729	0.0047891894	0.0067524547	0.043447807	0.00916868	0.024247099	0.0012844005	0.00044187723	0.08059553
f	0.95904815	0.02859175	0.007548236	0.003909365	0.0004099631	0.00018627908	6.102979e-05	0.00010447944	0.00014078135
è	0.93537253	0.03355462	0.020085491	0.009937228	0.00020267227	9.0507616e-05	0.00021463797	0.00034696836	0.00019526281
n	0.77263343	0.11516438	0.050663628	0.04050173	0.0069905296	0.005928654	0.0021014304	0.0039201262	0.0020961321
e	0.9237481	0.041121356	0.025678812	0.009248683	5.0891365e-05	2.1090938e-05	1.517024e-05	9.228727e-05	2.3678582e-05
t	0.0024154908	0.7632769	0.21250081	0.011711521	0.0035817043	0.0016760331	0.0013572075	0.001600933	0.0018795024
e	0.0009962163	0.7767984	0.20458761	0.013009358	0.0010637048	0.00050318125	0.00067835115	0.0010234644	0.0013396865
k	7.87476e-05	0.31843168	0.6111163	0.027565809	0.013915276	0.006131542	0.009557292	0.0046316204	0.008571678
a	6.245808e-05	0.2507242	0.71596944	0.02408	0.0029079132	0.00062761194	0.0012098853	0.0016624299	0.002756023
o	5.3428867e-05	0.0817298	0.72437704	0.055505626	0.02812081	0.018750371	0.045407176	0.0047572902	0.041298546
l	1.4359562e-05	0.018464604	0.70908177	0.22010805	0.040840693	0.0031180813	0.0035527854	0.0022752641	0.002544445
à	0.00040398078	0.01019099	0.39766818	0.56400293	0.012236781	0.0013103228	0.002316843	0.01034579	0.0015242309
d	9.893615e-07	0.001149869	0.045122888	0.6268246	0.17583008	0.12289794	0.016643789	0.0076204087	0.0039093737
r	0.00043624517	0.0028829635	0.038179386	0.7918784	0.02208916	0.06296074	0.0074966247	0.07118252	0.0028940206
o	0.017201917	0.27536118	0.37282595	0.022328656	0.0065150983	0.021784782	0.006298904	0.02513813	0.25254542
m	9.86971e-07	7.283988e-05	0.004047834	0.014214525	0.1841651	0.06698251	0.3044093	0.010325411	0.4157815
b	4.3748682e-06	0.0002822024	0.005139219	0.029413218	0.084275305	0.047855053	0.4787927	0.07222046	0.28201747
ì	2.2869874e-05	0.033063486	0.081123635	0.07102827	0.03288189	0.06966562	0.027756507	0.1182442	0.56621355
k	8.341029e-05	0.00303536	0.01596763	0.12623325	0.03211446	0.38113505	0.13844165	0.029463561	0.27352563
e	1.3128174e-07	0.000102855956	0.0023173345	0.06407615	0.021720871	0.13950182	0.32612565	0.17694117	0.26921397
a	1.05304416e-07	1.1450429e-06	3.1224795e-06	1.7359695e-05	0.0014932852	0.008827515	0.90743524	0.018703345	0.063518845
p	3.809968e-06	1.999365e-05	5.768782e-05	0.0017619382	0.007745183	0.045345142	0.3967595	0.41228104	0.13602562
ò	8.016125e-06	1.3509028e-05	8.2026265e-05	0.0025097537	0.0006367043	0.0017548429	0.031122696	0.9466466	0.017225932
t	7.8039497e-10	4.2311555e-08	2.8197567e-06	0.000710854	0.0018023438	0.0007458473	0.0051874123	0.95913434	0.03241638
t	3.350251e-10	1.2594165e-08	9.271197e-07	0.00010481465	0.00020103551	0.00019278603	0.0005769585	0.9739743	0.024949057
u	1.8591786e-07	5.2322324e-05	0.00024466673	0.011209267	0.06250239	0.08062042	0.013217347	0.38422477	0.4479286
</S>	7.3858786e-07	3.475124e-07	3.46186e-07	1.6408894e-05	0.00017857549	0.0012682942	0.007449972	0.0804858	0.9105996
