 	lo	posso	finire	di	scrivere	</S>
o	0.7838779	0.05535718	0.019097788	0.0054974416	0.024956932	0.111212835
s	0.41036302	0.5880018	0.0011539671	0.00023556747	3.5443238e-05	0.00021020173
ò	0.15479507	0.84239674	0.0022513678	0.00040349137	0.0001005812	5.270684e-05
z	0.0024417096	0.99674267	0.0006707348	7.817466e-05	4.269832e-05	2.4101118e-05
o	0.001098029	0.9971002	0.0017248311	4.0772138e-05	3.4221295e-05	1.8480071e-06
s	0.0024401632	0.95486075	0.03669134	0.0041599404	0.00079393625	0.0010539776
p	0.00047346583	0.6995287	0.25654975	0.026753422	0.012538443	0.004156183
i	0.09099826	0.43730643	0.080727555	0.03543272	0.08230281	0.27323222
c	0.0001500364	0.06903504	0.795322	0.08481161	0.031422194	0.019259103
c	0.00038911824	0.041419722	0.77688843	0.09980977	0.0505255	0.030967493
è	0.09779521	0.33625266	0.27026802	0.021151029	0.08230974	0.19222331
t	0.00035991732	0.0052213096	0.95785886	0.021738367	0.010407022	0.004414493
s	2.2298866e-06	0.0016536642	0.83104885	0.12390217	0.03754369	0.0058492725
i	0.009404126	0.019295055	0.3604889	0.05717939	0.07923166	0.47440085
à	5.1046834e-07	6.169427e-05	0.4261627	0.50541896	0.051331867	0.017024249
t	2.8034268e-07	3.4719335e-05	0.16939358	0.7980899	0.027755626	0.0047259517
s	6.566445e-08	4.5209545e-05	0.38108072	0.55999804	0.05847831	0.00039775317
e	1.5003402e-05	0.0007368054	0.08344204	0.07419125	0.12722954	0.71438533
g	7.296741e-08	1.9168342e-06	0.0064630792	0.5195841	0.4187193	0.05523156
r	2.1074662e-08	5.1748557e-06	0.0026286128	0.38341993	0.42789987	0.18604635
à	2.1742112e-07	2.7829254e-05	0.014737437	0.06611774	0.55707717	0.3620396
t	2.1284081e-09	1.086109e-06	0.00073936104	0.006261817	0.88494456	0.108053185
s	4.5986503e-09	1.2162867e-06	0.00030244706	0.018673731	0.7648067	0.2162159
i	5.2199033e-07	4.802311e-05	0.0029794152	0.0062137875	0.12745845	0.8632998
</S>	3.9419828e-07	1.1450962e-06	2.4713108e-05	0.00088188425	0.13751927	0.8615726
