 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.8527382	0.026389087	0.00042790332	0.0042856694	0.0011323527	0.004450004	0.0017934757	0.01107561	0.0026132073	0.013883107	0.081211425
m	0.73361105	0.25627097	0.0047623888	0.0038929246	0.00027448	0.00045985778	0.00028280754	0.00017423832	8.147296e-05	1.3286099e-05	0.00017651392
à	0.5855965	0.39764795	0.0073139686	0.002686687	0.003949144	0.00043714017	0.0017051372	0.00010911706	0.00042376312	5.5674805e-05	7.4943084e-05
k	0.015338324	0.9757734	0.0025410329	0.005601242	0.00026159035	0.0001317786	0.0001414026	4.430013e-05	6.2426145e-05	3.3062774e-05	7.1388284e-05
i	0.029631011	0.9653795	0.0018692527	0.0007313972	0.0020532054	4.4096738e-05	0.0001992706	1.3922153e-05	7.011767e-05	5.072012e-06	3.324147e-06
n	0.0028643338	0.8619032	0.096813865	0.027161144	0.007713343	0.0015300065	0.00087593246	0.00031393472	0.00039896794	3.3668253e-05	0.0003917377
a	0.00020851217	0.5739754	0.24119389	0.03665245	0.12669943	0.003599362	0.013331372	0.00075526425	0.0026788958	0.0005697305	0.00033580937
e	0.00040679344	0.19704534	0.343034	0.3430857	0.09446904	0.009936834	0.0035929498	0.0019051274	0.0031112216	0.0005803336	0.0028326511
k	3.7870617e-05	0.04158796	0.42633048	0.3611542	0.1368694	0.025695622	0.006185114	0.0011023828	0.00042670587	8.525555e-05	0.0005250264
l	8.069939e-05	0.008940134	0.062021095	0.06426059	0.80841136	0.023667535	0.028494097	0.0010892196	0.002380268	0.0003947933	0.0002603513
à	8.750542e-05	0.010606884	0.13934557	0.0621472	0.4947849	0.11902456	0.046113722	0.026334262	0.007607789	0.0105645135	0.08338307
s	0.0014425964	0.09916849	0.16619447	0.09884435	0.17944494	0.31739515	0.042428624	0.01022172	0.0062827044	0.0102714775	0.06830548
t	3.856297e-06	0.027693028	0.03952056	0.18836163	0.17071539	0.2623105	0.23034132	0.022383805	0.045176446	0.0047538537	0.008739539
i	0.0034411165	0.028112333	0.09542587	0.046785597	0.3881358	0.14512457	0.022324236	0.047846053	0.008465377	0.056013934	0.15832527
c	6.482232e-07	6.373226e-05	0.014689705	0.016511591	0.1074832	0.8056729	0.03173669	0.014155231	0.0015039459	0.0028144582	0.005367752
e	3.628924e-07	0.00035263976	0.036084063	0.018149745	0.027421217	0.5397133	0.29535517	0.044376288	0.019541781	0.004872171	0.014133283
e	1.0761114e-06	1.0538267e-05	0.002233674	0.001643846	0.025336022	0.8096366	0.10485567	0.019039838	0.0040509035	0.016293162	0.016898736
t	6.466085e-08	2.54067e-06	9.860653e-05	0.000112205256	0.00021806784	0.22245233	0.47115618	0.2864419	0.015919957	0.0011030855	0.0024950735
è	6.5220793e-06	8.752157e-05	0.0001621093	0.00024982676	0.0006692837	0.064350024	0.737265	0.14377074	0.048794206	0.003910308	0.00073452824
l	3.3093397e-07	1.67434e-05	0.00013873137	0.045012794	0.00021448972	0.01064917	0.78046304	0.05081544	0.10790452	0.00367019	0.0011145779
i	2.6586574e-07	2.2209088e-05	0.00016269441	0.0140096685	0.0001518551	0.004429768	0.8850749	0.030580588	0.05679644	0.008433828	0.00033774844
t	9.130841e-07	5.951005e-05	0.0001511724	4.0000734e-05	0.00023674635	0.031974096	0.1356754	0.7680666	0.049737662	0.007163122	0.0068948455
i	3.8159262e-09	3.8447405e-07	1.7672537e-06	3.631646e-05	8.305368e-07	0.006201196	0.46188313	0.46147367	0.047078166	0.016171688	0.0071528647
a	5.769222e-08	5.233446e-06	8.0257494e-05	2.5465346e-05	1.725326e-05	0.005879883	0.03971324	0.6605682	0.1751218	0.09132003	0.027268546
m	2.2658245e-08	2.3198158e-06	1.0215692e-05	8.941448e-06	9.3924996e-07	0.00085106335	0.019427167	0.61018294	0.30291373	0.04681338	0.019789355
m	1.5513313e-06	0.00012237948	7.917383e-05	0.00020920526	1.3861404e-05	0.0022604642	0.12126194	0.4389742	0.36866018	0.06334804	0.005069029
è	4.6968648e-07	7.5580792e-06	0.00012928748	0.00027897558	7.372067e-05	0.007678314	0.029746998	0.30861813	0.25690183	0.124349326	0.27221537
n	5.381936e-09	6.5560056e-07	1.0747158e-06	6.33269e-05	1.5800848e-07	0.0005241455	0.0050327154	0.042338714	0.38139343	0.11743953	0.45320627
i	6.3683975e-10	6.212719e-09	9.377674e-08	1.0001178e-05	1.6715025e-07	4.125363e-05	0.014000834	0.03071895	0.7874704	0.11252267	0.055235658
à	1.2287437e-08	1.0689101e-06	1.1445246e-06	1.5093051e-06	4.6137625e-08	3.2673343e-05	9.983093e-05	0.018283699	0.07642404	0.70127195	0.20388393
t	2.4881482e-08	5.611044e-08	4.4961422e-07	7.888462e-07	3.7091e-07	4.2236966e-06	7.650239e-05	0.00019458441	0.5842802	0.3985091	0.01693368
t	8.0730805e-10	1.923614e-09	1.0930135e-08	1.9690059e-07	2.152026e-08	7.6165566e-07	0.00023399312	0.00059391366	0.94377464	0.05362008	0.001776284
o	7.8122175e-11	2.0035891e-08	1.1364597e-06	0.00017302866	4.1888873e-07	0.0006734936	0.0062317895	0.007958639	0.18105853	0.070889205	0.7330137
m	1.4464741e-08	1.250998e-06	2.7604705e-07	1.0405971e-06	1.9709923e-08	4.4748463e-06	1.9801952e-05	0.0009279546	0.044887852	0.39882162	0.5553357
à	3.0534102e-09	1.07288125e-08	1.06339755e-08	2.038341e-06	1.4188854e-08	4.701601e-06	0.00046783747	0.0012519311	0.44427374	0.19981606	0.3541836
s	8.218972e-09	2.3769504e-08	2.500486e-08	1.4825774e-06	4.4214987e-09	2.270929e-06	9.986586e-05	0.00018922947	0.30142722	0.4941909	0.20408894
t	1.9494286e-09	2.5998714e-09	6.9959145e-09	3.4786578e-07	1.9805706e-08	6.9289257e-07	0.00015028783	0.00013682219	0.54098415	0.35446817	0.10425947
o	5.8080183e-11	1.0028267e-08	3.714995e-07	2.724083e-05	1.371377e-07	0.0003284833	0.001313942	0.0012824511	0.03070758	0.09626262	0.8700772
r	1.2495101e-07	4.286349e-06	6.768756e-07	1.1316306e-06	5.603717e-08	2.6722994e-06	4.4884496e-06	9.474852e-05	0.0090671	0.20212507	0.78869957
a	1.06704645e-08	2.1106677e-08	3.8353694e-08	6.1803607e-06	1.0406781e-07	8.382372e-06	0.0006351694	0.00033855284	0.28844175	0.23708971	0.47348014
</S>	8.474405e-08	2.2562247e-06	1.2964393e-06	2.5465463e-06	6.000663e-08	6.860355e-06	2.350343e-05	0.00011226394	0.010186997	0.1888435	0.80082065
