 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.117945544	0.032315355	0.009250419	0.039527424	0.013725894	0.12395766	0.6632777
ì	0.7712519	0.17001784	0.0032953413	0.025955165	0.005604527	0.012670739	0.011204486
s	0.44870988	0.50460875	0.016061686	0.015561241	0.0022401765	0.0042172573	0.008601006
i	0.06730846	0.80702597	0.0118489675	0.06053226	0.016340397	0.02024798	0.016695928
f	0.03239016	0.90669817	0.030233474	0.011832149	0.0038385387	0.007357203	0.0076503167
a	0.002113227	0.9857094	0.0018969311	0.0075704856	0.0007815429	0.0010372322	0.00089118065
m	0.0003283291	0.90463245	0.07125005	0.015958067	0.0025598393	0.0029740753	0.002297255
ì	2.4759547e-05	0.9915473	0.0016527015	0.005232003	0.0003806314	0.0005265663	0.00063616957
g	4.540886e-07	0.9478942	0.032728728	0.016330993	0.00079193217	0.0012719955	0.0009817602
l	7.7017285e-05	0.97965115	0.0018476042	0.013844891	0.0012388752	0.002447127	0.0008933535
i	0.00169348	0.64055336	0.027918516	0.048134323	0.015847318	0.010620206	0.25523278
a	8.8064444e-05	0.38280043	0.24847706	0.111227065	0.04088402	0.022984128	0.19353923
e	2.2489512e-09	0.009256684	0.56600356	0.3331297	0.07660288	0.008064004	0.0069430987
n	1.3529493e-08	0.003164224	0.27413252	0.47773188	0.23187068	0.007297182	0.005803551
è	2.845072e-08	0.0047266125	0.008857591	0.54385394	0.37942803	0.05759566	0.00553821
c	1.824101e-08	0.0006592954	0.021188097	0.52092505	0.15920708	0.29343757	0.0045829224
h	1.4974466e-06	0.002322714	0.0043484983	0.374215	0.15071627	0.4549224	0.01347357
i	2.943038e-07	0.054317154	0.061723277	0.3344394	0.3110547	0.103914015	0.13455117
n	3.7574227e-07	9.0358284e-05	0.0002376287	0.006252666	0.14111856	0.2067469	0.6455535
a	6.184555e-10	6.3602483e-06	0.000686083	0.011622088	0.32523772	0.5436473	0.118800506
f	3.5606817e-10	1.8838684e-05	0.00044159676	0.00075403374	0.045501232	0.7665676	0.18671665
à	2.2182876e-09	4.9780156e-06	0.00017295603	0.0008378236	0.049459044	0.71166337	0.23786187
i	5.1755347e-11	6.3335597e-07	3.7084134e-05	0.0010767016	0.006859192	0.9189273	0.07309902
</S>	1.0760457e-09	1.2015405e-05	0.00015536796	0.00015968726	0.0023268606	0.19674087	0.80060524
