 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.5521353	0.0075001786	0.010137807	0.008715623	0.118669495	0.30284163
c	0.9977272	0.0010497851	2.9260436e-06	0.00026497728	0.00064829516	0.00030668682
h	0.9371263	0.049214043	0.0012948761	0.0025350242	0.004222968	0.005606787
a	0.7224697	0.15097845	0.057587754	0.0014968226	0.0040323166	0.06343504
n	0.007398969	0.918326	0.06748268	0.00021358438	0.00044961125	0.006129195
a	0.0033504793	0.91253006	0.07982045	0.0004124366	0.0014467211	0.0024398651
v	0.00013696363	0.94234794	0.019691098	0.006805207	0.016956925	0.014061888
o	0.00028230785	0.6553488	0.33182588	0.0020539206	0.0050884206	0.0054006316
r	9.080166e-05	0.3875043	0.41133654	0.03782746	0.12759149	0.035649456
à	0.0006322808	0.7474994	0.18342559	0.011069556	0.038375743	0.018997425
s	0.00064996426	0.9116671	0.033147607	0.002845408	0.015106005	0.03658393
o	0.0005768089	0.4459579	0.21649684	0.11966072	0.13420805	0.083099626
t	1.4757502e-05	0.07293256	0.34365997	0.24363029	0.069474965	0.27028745
s	2.8973554e-05	0.005836343	0.527873	0.31701556	0.0984806	0.050765555
o	0.00019286692	0.020433635	0.8639143	0.018473247	0.016865024	0.08012102
m	3.733157e-05	0.006428308	0.10312528	0.12086073	0.066104114	0.7034442
ì	6.207874e-05	0.0004989687	0.21566564	0.44530702	0.22820404	0.110262215
k	1.3783368e-05	0.0023727315	0.0038200733	0.19767335	0.1776472	0.6184728
u	9.985877e-07	6.005579e-05	0.0024613894	0.66862917	0.20104627	0.12780206
à	6.9062e-06	4.1244013e-05	0.0023745988	0.3351555	0.25495997	0.4074618
i	2.51471e-08	2.0834484e-06	1.238781e-06	0.043119054	0.9474173	0.009460282
m	1.1301886e-06	0.00018186067	4.0073806e-05	0.058733795	0.4344308	0.5066123
è	1.6204573e-06	4.9426486e-05	2.9729288e-06	0.119096376	0.86383283	0.017016683
r	1.8355482e-05	3.634427e-05	1.00541865e-05	0.012193763	0.96996295	0.017778585
i	9.001658e-08	5.719598e-06	8.145671e-06	0.0023531448	0.9918039	0.005828935
</S>	1.2321445e-05	6.252765e-05	1.7893196e-07	0.00043470188	0.032193955	0.96729624
