 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.6996153	0.04983684	0.12903021	0.007242354	0.0027457725	0.0014817658	0.028821137	0.081226595
m	0.55486107	0.43628824	0.0076913335	0.0006207014	0.00033932514	1.4891612e-05	1.6245178e-05	0.00016827074
a	0.38786194	0.6070524	0.0027731878	0.0015034701	0.00068636506	5.3691092e-05	2.8760076e-05	4.0260933e-05
r	0.163755	0.7814863	0.026486676	0.014225294	0.0119319	0.0002640473	0.0001630084	0.0016877993
a	0.030125529	0.94129264	0.02525363	0.0024988935	0.00066933804	3.8078946e-05	9.493213e-05	2.6991744e-05
n	0.0043560015	0.9858789	0.0068311263	0.0016712224	0.0009885078	6.2363404e-05	4.3222757e-05	0.00016859813
g	0.0012169984	0.7889246	0.14650588	0.041328292	0.016979871	0.0018536103	0.0010994276	0.002091413
i	0.17517105	0.5517122	0.14653619	0.018256446	0.007713777	0.0058817845	0.016178975	0.07854954
à	0.003307652	0.8626547	0.04783779	0.03225084	0.015491221	0.0070877257	0.013470061	0.017900003
n	8.681947e-06	0.06170642	0.9293214	0.006273763	0.0022237406	8.610158e-05	0.00024909354	0.00013081767
e	0.0014268273	0.27672327	0.70686007	0.010960713	0.0024834215	0.0005945462	0.00051090284	0.00044020914
è	7.4980785e-06	0.0038271816	0.76130676	0.19266756	0.033170637	0.0019917628	0.0021194534	0.0049090274
n	3.2190792e-06	0.0013971047	0.8926862	0.09134953	0.013151165	0.00021747588	0.0009076225	0.00028775615
e	2.2993706e-06	0.0051954756	0.9426715	0.049835842	0.0022015232	5.444671e-05	2.1864787e-05	1.7112938e-05
s	5.6854315e-06	0.00019146118	0.30605465	0.655769	0.03643246	0.00047791743	0.00011987117	0.0009489714
e	5.115751e-07	0.00010963058	0.24147083	0.67832315	0.059212912	0.009918107	0.0075266124	0.0034382562
g	6.235447e-07	3.2918437e-05	0.041908897	0.90031314	0.051286135	0.00314326	0.0013393201	0.0019758004
i	1.7510588e-07	2.223895e-05	0.07886946	0.8349065	0.061913498	0.0101545965	0.008239418	0.005894132
r	2.8694356e-07	1.4689689e-05	0.0059806122	0.8977098	0.076416746	0.008418361	0.0067733163	0.004686185
è	5.986814e-08	4.2722354e-06	0.013852681	0.76254195	0.13326271	0.039371043	0.015531172	0.035436053
t	8.055978e-08	0.00021359973	0.010381502	0.59310013	0.37217408	0.012394604	0.0023501453	0.009385849
s	2.3501772e-09	2.3422788e-07	0.00041512898	0.58007365	0.36192027	0.052797347	0.002375884	0.002417468
i	1.00609595e-05	0.00050972996	0.053927884	0.29113021	0.15069278	0.06593534	0.058378275	0.37941578
d	4.6871072e-08	1.1018664e-06	0.00028180867	0.2165774	0.64887863	0.07518525	0.025874082	0.03320169
ò	6.0985343e-07	3.7181046e-06	0.00011193722	0.03573301	0.4876	0.37105972	0.071791485	0.033699565
p	4.150482e-09	1.2866886e-06	0.00039004235	0.06754903	0.7911978	0.076843396	0.010202206	0.05381627
u	8.0962476e-10	1.7798076e-08	4.6890436e-06	0.01218417	0.56861997	0.398598	0.009990495	0.010602582
e	1.4883969e-08	9.917263e-07	6.2638455e-06	0.0025937704	0.18521167	0.43001363	0.23704731	0.14512634
m	1.0769316e-07	1.9959485e-05	0.00024345261	0.002517149	0.31183758	0.29765114	0.19313656	0.194594
a	1.0794639e-07	1.7271834e-06	1.4352877e-05	0.00060622767	0.05965576	0.6808774	0.23806953	0.020774886
r	5.854513e-09	3.8219954e-07	7.1216537e-06	0.0012411576	0.02083897	0.1160431	0.7149457	0.14692351
è	3.6215184e-08	1.16179955e-07	1.2582666e-06	5.79459e-05	0.0018235141	0.17333926	0.55303025	0.27174765
i	1.9456592e-09	1.5931041e-08	6.971665e-08	0.0001922109	0.010148654	0.030453034	0.82160056	0.13760538
</S>	1.0484658e-08	1.2198164e-07	2.103418e-06	8.977844e-05	0.0038273993	0.0071889195	0.2901083	0.6987834
