 	le	melanzane	vogliono	ee	girate	</S>
t	0.77098215	0.040860478	0.014151674	0.0060031265	0.01661305	0.15138945
e	0.9593854	0.03802742	0.002364095	0.00012859119	5.8183003e-05	3.626742e-05
s	0.7174456	0.25831267	0.016819237	0.0019654597	0.00057574996	0.0048812707
m	0.40328735	0.57941717	0.016598102	0.00034486258	0.0002452769	0.000107182255
a	0.40972087	0.4647007	0.021507634	0.008824115	0.010758263	0.08448846
r	0.009267916	0.98194826	0.0057139588	0.00035193868	0.00022021953	0.0024977773
a	0.01713385	0.9393654	0.025007565	0.0072754305	0.003601479	0.007616308
n	0.0008972871	0.97550803	0.020742377	0.0007797245	0.00044148814	0.0016311627
g	0.0006052638	0.89613026	0.08649482	0.010028481	0.0036658437	0.0030751906
i	0.1407856	0.5129333	0.09186351	0.022477625	0.035000585	0.19693944
à	0.0046426756	0.69569445	0.22946316	0.007909034	0.0059405225	0.05635015
n	5.796282e-06	0.025438799	0.9663743	0.0065533044	0.0011871589	0.00044064093
e	0.0015384029	0.27792212	0.6385905	0.048172064	0.024514835	0.009262056
t	5.149566e-06	0.0014954719	0.6977753	0.25096875	0.016131485	0.033623755
è	8.27609e-06	0.0011830375	0.7736824	0.19729549	0.023625646	0.0042050984
l	4.847874e-06	0.0016048544	0.9628457	0.028628279	0.002041082	0.0048752683
u	2.9431056e-05	0.0019231372	0.9722458	0.022719614	0.0029618782	0.0001202346
n	2.4524941e-05	0.000945157	0.1641062	0.6932534	0.074037276	0.06763341
e	7.4036514e-08	9.2378905e-06	0.19796185	0.6700656	0.10501931	0.026943909
e	1.9646995e-06	4.5128912e-05	0.005793673	0.53506327	0.35158977	0.10750621
e	3.0062452e-07	2.3767843e-05	0.006669272	0.44985315	0.4929361	0.05051744
v	8.282999e-07	0.00011698918	0.004088204	0.22205295	0.706082	0.067659
o	1.0075966e-05	0.0006317742	0.014856526	0.07330248	0.8935164	0.017682701
t	8.012024e-07	2.9333178e-05	0.0005545606	0.01718115	0.82032067	0.16191351
i	6.6674415e-06	8.321797e-05	0.0007576003	0.01053085	0.78978485	0.19883677
m	1.5823381e-06	2.056282e-05	0.00011352711	0.0040685567	0.5491876	0.4466082
m	1.7762069e-06	1.1338031e-05	0.00012573399	0.0033292498	0.57294446	0.4235875
è	2.6445568e-07	2.472353e-07	6.147408e-05	0.0055444483	0.5817891	0.41260448
n	3.222668e-08	1.5140959e-06	8.306585e-05	0.0013545767	0.23627439	0.76228637
e	2.4211868e-08	4.2728826e-07	0.00044905266	0.0029778965	0.17265427	0.8239184
</S>	5.566665e-07	5.449023e-06	7.0732705e-05	0.00044958535	0.088932976	0.91054076
