 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.9513481	0.011412758	0.009311864	0.0027402795	0.0035001945	0.021686876
s	0.43894744	0.35972446	0.098108634	0.07773932	0.020531187	0.0049489057
o	0.20850697	0.7568728	0.023923697	0.007774417	0.0018924923	0.0010296801
s	0.0013533388	0.89099944	0.039655242	0.060154878	0.005538306	0.002298917
e	0.002611952	0.5629864	0.30813414	0.09242851	0.024404291	0.009434776
è	0.0005246917	0.1181763	0.30115187	0.53158015	0.03617359	0.012393377
m	1.6155362e-05	0.000113388865	0.7668961	0.22898465	0.0037968417	0.00019292306
b	0.0011683189	0.0039287116	0.9202283	0.07299317	0.0015533251	0.0001282552
i	0.100656845	0.040488474	0.4183282	0.032133162	0.033356976	0.37503633
à	4.516001e-06	8.506916e-05	0.0051807496	0.8479014	0.11943256	0.027395818
t	2.6135137e-07	5.298656e-07	0.0063652014	0.97644955	0.016728045	0.0004563776
t	2.150448e-06	8.910868e-06	0.01635162	0.95904166	0.024287378	0.0003083943
i	0.0010558064	0.00063061673	0.05667857	0.05173632	0.114543654	0.77535504
f	7.630579e-07	9.350617e-07	1.4853041e-05	0.17229272	0.6892426	0.1384481
i	6.422816e-07	2.318196e-06	0.0072167194	0.070819594	0.657217	0.2647437
n	1.4692839e-06	5.05396e-07	2.3537505e-05	0.027808553	0.75529844	0.21686746
è	3.6973177e-07	1.3419908e-07	2.522179e-05	0.0019424574	0.769761	0.22827078
s	2.843351e-08	4.899897e-09	2.0523012e-05	0.0085777845	0.8852606	0.10614108
t	1.3049594e-09	2.9143152e-09	1.8758668e-05	0.0023138165	0.9829937	0.014673616
r	4.2749994e-06	2.4415006e-06	0.0029531387	0.010101578	0.22822438	0.7587142
a	6.3470665e-08	2.3445043e-07	0.0011188552	0.015211665	0.45255947	0.5311097
</S>	7.539009e-07	3.0620834e-07	2.5141228e-06	0.00015011811	0.28686786	0.7129785
