 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.83808136	0.0023065784	0.0066159493	0.011610401	0.0042098034	0.018991554	0.11818441
ò	0.9290999	0.039551284	0.024820432	0.0053100367	0.00032143222	0.0006808011	0.00021603289
p	0.883761	0.03926892	0.043437187	0.017274808	0.0025430028	0.011685163	0.0020300667
u	0.8586439	0.051996477	0.047383264	0.026550112	0.0028297063	0.0112930015	0.0013034878
o	0.42335144	0.4796459	0.07745124	0.007091986	0.00280891	0.005235865	0.0044147833
G	0.010109056	0.94795954	0.040431865	0.0007612947	0.00023677989	0.00015097251	0.00035053285
i	0.10814516	0.5969954	0.2872562	0.0066348608	0.00011701283	0.000805237	4.61207e-05
o	0.0005544136	0.84569633	0.09540078	0.030900583	0.008477291	0.012444309	0.00652638
v	6.0707684e-05	0.8963001	0.102868825	0.00053393195	7.913215e-05	6.784882e-05	8.945648e-05
à	2.7810856e-05	0.49838474	0.4988945	0.002391358	8.551344e-05	0.00019187204	2.4148945e-05
n	3.1767333e-05	0.79799736	0.18082592	0.017454956	0.0011743658	0.0020499525	0.00046567927
n	1.7588186e-06	0.31324583	0.6593112	0.022933722	0.00080329576	0.003482848	0.00022141568
i	0.006316146	0.059455037	0.15733305	0.083236195	0.044009175	0.08401281	0.5656376
j	3.016463e-06	0.06958941	0.9014403	0.024776313	0.0014919033	0.0016627393	0.0010363434
ù	2.9337378e-05	0.059231807	0.20818123	0.41808876	0.096140146	0.19124418	0.027084542
r	1.5797525e-06	0.13455176	0.2255055	0.55195427	0.05290578	0.013764132	0.021316983
i	4.749826e-07	0.13805461	0.10436563	0.6496226	0.05545783	0.050308667	0.0021901533
s	2.2847462e-06	0.0070091723	0.12229758	0.72338265	0.11288823	0.02409473	0.010325351
e	9.686568e-09	0.0024229756	0.01052311	0.78348243	0.14061086	0.05019088	0.0127696395
è	1.2825818e-06	0.0028183267	0.0062143872	0.39000142	0.51130986	0.075428635	0.014226096
s	1.3535818e-07	0.015572094	0.0053833714	0.24412881	0.33830792	0.39358273	0.0030249325
s	2.7574794e-08	0.009644916	0.0054830275	0.36008367	0.24440488	0.37963998	0.0007434638
u	1.3584457e-07	0.0012588602	0.0035791309	0.039452095	0.2554708	0.1063116	0.5939274
</S>	6.96725e-06	0.0006555787	0.0013359394	0.04039547	0.10395985	0.43115196	0.4224943
