 	ho	finito	di	scrivere	</S>
s	0.7600668	0.07615807	0.00089352275	0.07510087	0.087780625
p	0.960509	0.015730014	0.01644089	0.006868881	0.00045123216
ì	0.16180035	0.07184573	0.05737073	0.21063055	0.49835262
c	0.26564282	0.6038076	0.10161986	0.021106716	0.007823045
c	0.23610282	0.5623435	0.112457335	0.07184363	0.0172527
e	0.14373441	0.5905583	0.028951159	0.0221001	0.21465601
t	0.0001099971	0.2808343	0.5884521	0.06693327	0.06367034
s	0.0037139782	0.13347696	0.7375985	0.10389685	0.021313686
a	0.05514441	0.38279706	0.077030465	0.05853986	0.42648828
à	3.147073e-05	0.07554655	0.7682868	0.12734209	0.028793106
t	7.089082e-05	0.05468219	0.7701081	0.1676392	0.007499584
s	5.30116e-05	0.028484048	0.5524882	0.4177565	0.0012182603
e	0.015132954	0.0104478	0.06532884	0.17190728	0.7371831
g	3.3947404e-06	8.770945e-05	0.016944775	0.8602072	0.12275693
r	1.7979459e-06	0.00033520898	0.026576737	0.64939004	0.32369623
à	4.4932593e-05	0.002232213	0.032258216	0.6285079	0.33695674
t	1.7175252e-06	2.2696353e-05	0.0015565985	0.8695508	0.12886822
s	4.584989e-07	8.041307e-05	0.001995295	0.5918436	0.4060802
i	0.00012210963	7.639656e-05	0.004581816	0.056895953	0.9383237
</S>	1.1444399e-06	4.1445883e-06	4.2140637e-05	0.06523106	0.9347215
