 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.90772045	0.0075365137	0.0007160052	0.0039139134	0.0016490625	0.012273285	0.06619068
à	0.87649447	0.11521495	0.004307829	0.0019678788	0.0008160299	0.0004576832	0.0007411043
b	0.036636822	0.83816236	0.019465262	0.024828447	0.026649892	0.04492056	0.009336608
b	0.021615254	0.9764702	0.0010350179	0.0005989093	0.00011135229	0.00015803365	1.1174287e-05
i	0.20532157	0.27209044	0.123025924	0.048368514	0.015026109	0.04246937	0.2936981
t	0.0031388989	0.6010113	0.29323372	0.020611832	0.0021623287	0.058514338	0.021327643
o	0.0020644758	0.69417	0.2300769	0.03569478	0.010193017	0.017086118	0.010714737
u	0.00027141682	0.06185253	0.7993171	0.10013991	0.012153112	0.019217787	0.007048172
k	2.1086464e-05	0.011079159	0.78572446	0.18431889	0.013923201	0.0032959513	0.0016373162
o	5.4159533e-05	0.0071618613	0.6217736	0.3459807	0.014013167	0.009627288	0.0013892429
r	0.00011893177	0.0007528675	0.25301278	0.61881965	0.109063804	0.013799933	0.004432017
a	1.5395094e-06	0.0005364568	0.21537434	0.6611713	0.05831298	0.054846156	0.009757259
s	0.00013237262	0.00055077573	0.13423242	0.7339763	0.016510766	0.06274282	0.051854555
ì	6.194171e-07	2.081014e-05	0.0457078	0.3449727	0.42912242	0.10977684	0.07039882
u	2.1095231e-05	0.00043918236	0.064882435	0.28660664	0.19883566	0.16774975	0.28146526
t	2.5440343e-07	3.6436033e-06	0.0017715784	0.06618082	0.42708382	0.42313996	0.08181988
è	2.4422556e-07	8.490101e-06	0.0015994464	0.056838408	0.642192	0.29111412	0.008247268
l	9.5134294e-07	1.2713821e-05	0.00045440995	0.017855112	0.44661328	0.53323644	0.0018271178
i	1.9625129e-07	4.6782916e-06	0.00013261722	0.005056648	0.08018034	0.9139334	0.0006921351
à	1.3952659e-06	9.376991e-05	0.00021928166	0.0027858124	0.011617775	0.78799474	0.19728728
s	9.086625e-09	5.4743683e-08	3.6741693e-07	6.14314e-06	0.0006523518	0.99795556	0.0013855306
p	1.4509748e-09	1.6474889e-08	2.8094064e-06	0.000198807	0.006700014	0.9915616	0.0015367295
r	5.3876197e-09	1.3218717e-07	9.0675945e-05	0.0006115291	0.013762312	0.15628682	0.82924855
o	1.1960623e-08	1.9474227e-07	0.0001046804	0.0041800644	0.03496989	0.8051148	0.15563035
</S>	1.0708821e-06	3.632053e-06	2.6551388e-06	1.2342804e-05	0.00033928233	0.089540906	0.91010016
