 	è	che	è	entrato	da	qui	</S>
è	0.9725964	0.018653639	0.0016248323	0.00046437644	4.420165e-05	0.0002596939	0.0063568545
n	0.4272642	0.3486105	0.11533652	0.04721031	0.0141449245	0.03677104	0.010662506
a	0.46200815	0.46075502	0.03381118	0.010942424	0.012545742	0.014389087	0.0055483235
m	0.0012136389	0.17425933	0.40599784	0.045487966	0.28813592	0.052865587	0.032039687
b	0.0070730085	0.36688653	0.2500961	0.06389275	0.1739678	0.06392384	0.074160025
ì	0.026752833	0.033976056	0.051204942	0.060123425	0.03864389	0.007712483	0.7815864
k	0.034286816	0.007851511	0.09404246	0.57239324	0.20701925	0.00924555	0.07516118
e	0.047251146	0.038579423	0.039882343	0.2553591	0.33930135	0.058721557	0.22090513
a	7.340799e-07	1.6781605e-06	4.210822e-05	0.0038069987	0.9638999	0.005695194	0.026553359
p	0.00019856257	9.03535e-05	0.0027441422	0.023008568	0.29731387	0.6418986	0.034745842
ò	0.0009108124	9.92292e-05	0.00071213534	0.00121018	0.037450284	0.95350933	0.006108025
t	7.589985e-05	1.1403794e-05	0.0008119328	0.0007574891	0.009096265	0.964648	0.024599014
t	5.866091e-07	7.602936e-07	6.724333e-05	0.00010418129	0.00072066375	0.9930039	0.006102726
u	0.0069672107	0.003028435	0.11830638	0.10247472	0.017388957	0.2933237	0.45851064
</S>	2.961275e-06	4.7422532e-07	1.387659e-05	0.00020287318	0.001921143	0.04063034	0.9572283
