 	vuole	vuole	mangiato	caldo	</S>
t	0.8234783	0.006404234	0.0026699149	0.083310455	0.08413701
è	0.97105396	0.025136422	0.0012715596	0.0024345438	0.00010352826
l	0.8855949	0.11066142	0.0027020234	0.00045345066	0.0005882917
i	0.5065148	0.48869345	0.0023217306	0.0023298867	0.00014011632
t	0.011113065	0.8614276	0.061121743	0.04474612	0.021591533
è	0.0034707042	0.97273177	0.015626596	0.0065601747	0.0016107906
l	0.01905634	0.8197566	0.13735916	0.014412953	0.009414995
i	0.03341834	0.83614564	0.11139235	0.01814721	0.00089637213
f	0.00022635957	0.05688102	0.40813074	0.49294704	0.041814793
a	2.8681021e-05	0.06376963	0.810331	0.08586102	0.040009666
m	2.4171792e-05	0.0008303659	0.43514168	0.3698956	0.19410823
è	5.4848864e-05	0.008371377	0.6779497	0.1829657	0.13065834
n	1.4299039e-05	0.0011785486	0.13781567	0.70874786	0.15224357
o	6.535236e-06	0.0033125682	0.4690438	0.50008655	0.027550569
t	5.018198e-06	9.906002e-06	0.0006984189	0.56714463	0.43214202
r	1.3779375e-06	0.00013248477	0.042561542	0.36088994	0.5964147
e	6.165383e-05	0.0034582159	0.026494425	0.5465468	0.42343885
m	5.7568977e-06	6.6112143e-06	8.229285e-05	0.10865428	0.891251
m	1.4976736e-06	2.0888292e-05	0.0024521754	0.07750125	0.9200242
ò	1.976874e-06	1.9205443e-05	0.00036129364	0.047345925	0.9522716
</S>	3.4360664e-07	2.1030519e-06	0.00028791817	0.026341684	0.973368
