 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.72378516	0.082130075	0.034279052	0.00039048516	0.0028963569	0.0053970376	0.028710932	0.12241081
n	0.20321536	0.49626097	0.29338852	0.0042293253	0.0023405429	0.0001905153	9.422067e-05	0.00028057842
è	0.013720422	0.62170213	0.34163097	0.008054129	0.012762742	0.0012013275	0.0004367953	0.0004915117
r	0.003151554	0.19722994	0.7968814	0.0015606883	0.0008166207	9.930911e-05	0.000105797204	0.00015470534
k	0.00026035795	0.018518202	0.98020107	8.63539e-05	0.00088991516	1.848851e-05	2.1993643e-05	3.6305626e-06
e	0.13188832	0.027703302	0.057994645	0.027162654	0.022264007	0.033262294	0.05886676	0.64085805
s	0.00018366097	0.041958306	0.91352224	0.021944394	0.004827371	0.001578859	0.006943079	0.00904214
e	0.000395783	0.10214492	0.46641997	0.26763308	0.12947395	0.019140987	0.007180835	0.0076104775
s	4.8010115e-05	0.002515369	0.3745642	0.5905357	0.026448159	0.0021347213	0.001278739	0.0024750673
e	1.503008e-05	0.0017079606	0.038358428	0.53086776	0.41018915	0.013109227	0.0031803574	0.0025720857
s	5.2756004e-05	0.0008283107	0.03866146	0.6064627	0.32403246	0.017798685	0.0068773283	0.005286353
e	2.2976635e-06	9.732214e-05	0.0013392846	0.17482047	0.78074014	0.035485648	0.0047472753	0.0027675114
t	1.5448784e-05	0.0004095973	0.0019870338	0.21178873	0.65075326	0.08625772	0.03477335	0.014014815
t	7.070282e-07	3.4857105e-05	0.00015356226	0.048329063	0.8313108	0.10498711	0.008996193	0.006187612
à	0.0012577204	0.006101642	0.10257564	0.035204902	0.48230603	0.07955989	0.06306563	0.22992851
s	2.5034647e-06	0.00041774343	0.013380813	0.019144239	0.5161854	0.124082774	0.0532534	0.27353317
t	1.2571292e-08	2.7136102e-06	0.00012300824	0.0009349237	0.7466893	0.23310511	0.011651087	0.0074937735
e	0.0008575703	0.01145053	0.038647275	0.061590955	0.26288494	0.10623011	0.06626197	0.4520766
a	6.793159e-07	3.9042975e-06	8.2562714e-05	0.0013782431	0.0549932	0.51228	0.19386779	0.23739363
n	2.445976e-07	2.4032884e-06	2.658657e-05	0.00010442401	0.0071644504	0.83735514	0.11785587	0.03749088
k	2.702798e-07	1.5322788e-05	3.267468e-05	4.5455417e-05	0.02049273	0.8732632	0.101306245	0.004844129
ò	7.446976e-06	0.00014485844	0.00034175118	0.00438397	0.041295346	0.14260644	0.3513246	0.4598956
r	3.5526565e-08	3.4355755e-06	0.00010593815	0.00018328996	0.0056876075	0.028757399	0.15001072	0.8152516
a	4.75706e-08	1.46801e-06	8.945205e-06	0.0001558361	0.02440763	0.35776836	0.55081683	0.06684092
m	4.159056e-07	2.2391055e-06	6.315648e-06	3.8030994e-05	0.00013927116	0.017389067	0.63854754	0.3438771
a	9.0693647e-10	4.0850423e-08	4.5853673e-07	2.9399755e-06	0.00025733883	0.104829125	0.7408957	0.15401435
r	8.777186e-08	2.4851788e-06	1.609496e-06	2.0113705e-05	3.1048992e-05	0.001962985	0.7632675	0.23471415
è	5.0827462e-09	2.4705648e-07	1.8070256e-06	8.393365e-07	0.000100494246	0.01918935	0.7573792	0.22332811
o	6.1504735e-10	2.4241263e-08	9.523833e-08	7.2732536e-07	5.179142e-05	0.0034141634	0.8244012	0.17213199
</S>	4.6418346e-08	1.748528e-06	4.889716e-05	2.3875782e-06	3.242964e-05	0.00075334945	0.26385263	0.7353085
