 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.90772045	0.0075365137	0.0007160052	0.0039139134	0.0016490625	0.012273285	0.06619068
o	0.9752681	0.021670992	0.0009131357	0.0013029543	0.00022131839	0.00057455356	4.899487e-05
n	0.80570644	0.17698263	0.005639347	0.0036627923	0.0029041385	0.0034945712	0.0016100042
à	0.4360169	0.54120123	0.012724701	0.008461109	0.00050239894	0.0008979175	0.00019573783
b	0.02833754	0.9669319	0.0016088098	0.0014354351	0.0005785413	0.00092937367	0.00017844298
b	0.014781855	0.976193	0.0050578965	0.0031912655	0.00016800828	0.0005780005	3.000937e-05
e	0.23934402	0.20900418	0.06120102	0.033372074	0.011224221	0.023747858	0.42210665
t	0.0022859697	0.47729242	0.31792468	0.02328611	0.0028399283	0.08419973	0.0921712
o	0.00054266583	0.5625528	0.34968495	0.047099225	0.012291959	0.020061526	0.007766857
a	7.978024e-05	0.01698473	0.81616443	0.1306426	0.010613518	0.019090673	0.0064242384
t	1.470096e-05	0.004802836	0.6547711	0.3062725	0.026313469	0.00575213	0.0020732982
s	3.3535358e-05	0.004556726	0.4603239	0.51466686	0.014944606	0.0049955533	0.00047882384
è	0.01359414	0.05791745	0.28104082	0.13244888	0.01430186	0.10212753	0.3985693
k	0.0014474954	0.0127695715	0.16367546	0.3041042	0.035661384	0.05135876	0.43098316
o	7.691388e-07	0.0004987426	0.116168916	0.70784265	0.11420112	0.039874386	0.021413354
r	2.398595e-05	7.064285e-05	0.030230708	0.59342474	0.16826646	0.08659509	0.1213883
à	6.343579e-08	1.4933702e-05	0.041819084	0.5366859	0.31391308	0.06880856	0.038758412
s	5.915835e-07	1.7766657e-05	0.0094564045	0.18414351	0.45625448	0.2337061	0.116421185
i	2.1971825e-08	2.100525e-06	0.0011454744	0.09014758	0.7132719	0.1873855	0.008047395
t	1.2006984e-06	2.1323645e-05	0.00074113026	0.02052304	0.21451044	0.5877365	0.17646645
è	3.475358e-08	9.595667e-07	0.00031262258	0.0071260543	0.64672375	0.2554506	0.09038602
l	8.185254e-08	1.1737113e-06	0.00022178255	0.008642925	0.11440269	0.8658468	0.010884502
i	9.3565646e-08	1.5577672e-06	6.5279215e-05	0.0013069509	0.028369553	0.96844983	0.0018067289
à	3.8744938e-07	1.4638978e-05	2.5739639e-05	0.00025609625	0.0013301363	0.6955983	0.30277473
s	1.8640808e-08	9.374354e-08	1.9416538e-07	2.6457194e-06	0.0002168952	0.9974074	0.0023728092
p	1.6273443e-09	1.1693838e-08	1.0112717e-06	7.760828e-05	0.0038957226	0.9939646	0.0020609875
r	4.7759956e-09	8.366883e-08	6.047521e-05	0.0005007887	0.011504802	0.22996004	0.7579738
o	6.574196e-09	6.178328e-08	2.8836965e-05	0.0013580824	0.019068716	0.8633367	0.11620761
</S>	1.577802e-06	6.685133e-06	4.3094187e-06	1.5526304e-05	0.0003090819	0.09617765	0.9034852
