 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.14606631	0.022131829	0.04404211	0.009780822	0.05868046	0.036531903	0.68276656
i	0.5942951	0.08674045	0.26154333	0.020947874	0.028201915	0.0036532327	0.0046181497
ù	0.3785445	0.08603694	0.43098587	0.009315253	0.050495464	0.03016597	0.014456009
m	0.062330663	0.74802965	0.18643278	0.0018697549	0.0008705564	7.658912e-05	0.00038998944
è	0.30462074	0.6268583	0.064657405	0.0033355465	0.00038995576	0.00011273898	2.535912e-05
s	0.0007494184	0.87033397	0.121845916	0.0060977046	0.00046047158	0.00019825915	0.0003142588
a	0.0007252855	0.7939406	0.18618003	0.016711742	0.00197283	0.00039220214	7.7245604e-05
è	6.4233296e-05	0.3708686	0.5328232	0.081758626	0.009071184	0.0014003635	0.0040137796
n	1.520822e-07	0.0025628596	0.9801573	0.015598875	0.0012398699	0.00027880995	0.00016215513
a	1.5113897e-06	0.021527529	0.89024675	0.087368034	0.0007358199	0.00010582351	1.4530673e-05
v	1.4696721e-07	0.0022842549	0.091258824	0.89389783	0.010764003	0.00054434483	0.0012506375
à	2.094137e-07	0.00016717323	0.012436051	0.95146227	0.030045591	0.004179925	0.0017088526
l	2.3387908e-08	0.0037157254	0.41232583	0.48868385	0.08290162	0.008641191	0.0037316952
i	1.8072593e-06	0.00075580843	0.5334165	0.3454087	0.10884057	0.011354942	0.00022173816
è	2.5712998e-06	5.039234e-05	0.006240369	0.21839069	0.69260144	0.059878953	0.02283564
n	8.6879846e-09	9.4915777e-07	0.0034609775	0.014090023	0.8901399	0.09045167	0.001856555
a	8.512744e-09	1.3766694e-05	0.017694015	0.09717315	0.81426513	0.070085645	0.00076839793
t	9.524311e-09	9.479506e-06	0.0011511056	0.006003329	0.37620366	0.5430994	0.07353304
a	4.966608e-08	3.7385853e-06	7.128665e-05	0.00425921	0.23038481	0.68956614	0.075714774
p	9.10184e-09	3.128297e-06	5.6164303e-05	0.00011634751	0.016221918	0.91252047	0.07108197
p	1.7365969e-07	3.9546667e-06	2.842398e-05	0.00026107786	0.027916951	0.8395333	0.13225605
è	4.7036774e-08	3.6016265e-06	4.377932e-05	0.0010193855	0.018721918	0.67843616	0.30177516
t	3.3305119e-09	4.95912e-08	3.923951e-05	0.00012770326	0.004345013	0.49946022	0.49602777
o	2.6358574e-10	3.0526835e-06	5.5690554e-05	0.00050200196	0.010620963	0.4395565	0.54926175
</S>	5.209185e-08	3.8993068e-07	2.632951e-05	2.1191228e-05	0.00083854154	0.32785112	0.6712624
