 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.7979089	0.10462496	0.008242546	0.004059327	0.0064684446	0.0012232887	0.004406845	0.0070604705	0.0660052
o	0.9816881	0.016004166	0.0006354314	0.0011401325	0.000110964764	0.0001484973	2.439349e-05	0.00022757114	2.0828613e-05
f	0.4615389	0.4644159	0.062293906	0.004625082	0.0029778623	0.0004443148	0.0013831464	0.0017315006	0.0005893696
à	0.29919416	0.6685344	0.016529461	0.014050383	0.0003257314	0.0010472836	1.9236792e-05	0.00026978317	2.9599421e-05
i	0.06759887	0.8169248	0.06539766	0.03045996	0.0027038788	0.0021940093	0.0015428843	0.011874747	0.0013032347
e	0.012120821	0.8404692	0.13691631	0.009629642	0.00038788546	0.00017293627	1.380628e-05	0.0002592575	3.0186735e-05
e	0.000249988	0.16749911	0.68550634	0.1422869	0.002372673	0.0014935149	0.000102036836	0.0003692709	0.0001200861
t	4.4988563e-05	0.009622572	0.30861625	0.6657839	0.010094626	0.004946855	0.0002744739	0.00044154204	0.00017484381
è	0.0002510016	0.013945198	0.17009561	0.78580713	0.007831213	0.020599114	0.0004033157	0.00082605897	0.00024138793
l	3.8914364e-05	0.0050545284	0.108347975	0.86851025	0.014822431	0.0013751554	0.00067237066	0.0010643265	0.00011400151
i	0.00010148107	0.0042821905	0.0103193065	0.9768447	0.0026556465	0.0035075168	8.486503e-05	0.0021661841	3.8095342e-05
f	0.0001451	0.0010607014	0.025526462	0.52632195	0.2878283	0.14412051	0.0020323114	0.00899789	0.0039667417
a	4.968439e-08	5.573542e-05	0.003246907	0.7076703	0.13355497	0.14918612	0.0011196168	0.0030493492	0.002117125
m	2.9254843e-06	2.3414177e-05	0.0006775766	0.036524016	0.72356707	0.15853089	0.056833494	0.011287226	0.012553455
è	1.262487e-07	1.0549641e-05	0.00042167646	0.090092786	0.24735561	0.65215653	0.00212915	0.004219269	0.0036142915
n	3.8420913e-07	9.030737e-05	0.0031868662	0.057991926	0.62139314	0.20870374	0.052757297	0.040816404	0.0150599945
o	8.42023e-09	1.315183e-06	0.00011787337	0.057243045	0.32708198	0.58263755	0.007056399	0.022699896	0.003161923
s	3.7092154e-06	6.3581833e-06	2.3186225e-05	0.00055827264	0.13064064	0.41053188	0.38878164	0.02667394	0.042780276
ù	9.756335e-09	2.9359305e-07	3.480456e-06	0.00054360763	0.024590267	0.95316046	0.01535574	0.0029098457	0.003436247
b	1.3572001e-07	3.0723124e-06	0.00013400568	0.0031083354	0.27994117	0.052539323	0.36751086	0.28500837	0.011754723
i	5.378171e-07	3.5136766e-06	3.7311922e-05	0.004135051	0.03966279	0.06449041	0.025643975	0.86491287	0.0011135102
t	1.0435112e-06	1.2438292e-05	1.8066912e-05	0.00011172492	0.0048104064	0.3124873	0.303658	0.17221907	0.20668198
o	1.3878549e-08	6.988646e-08	2.3335724e-06	0.0002753076	0.022117347	0.28770155	0.21831767	0.2514106	0.22017522
è	2.7835453e-08	1.1626584e-06	5.0467565e-06	2.3991073e-05	0.0017382567	0.021585884	0.5524727	0.15379012	0.27038282
p	3.5304733e-08	1.5793923e-08	4.2461945e-08	1.1401927e-06	0.0001388653	3.5011173e-05	0.017297864	0.97778153	0.004745404
r	5.972133e-09	2.1513276e-09	2.1630015e-08	4.3579807e-06	0.0002953604	0.0009016514	0.003155343	0.9943145	0.0013286853
è	1.9435453e-09	4.292392e-08	2.285964e-06	5.5439534e-05	0.0026078422	0.00017721222	0.0062067434	0.9037229	0.08722749
s	5.232723e-09	8.5105223e-10	9.229934e-09	1.41098e-06	7.317786e-05	2.3994815e-05	0.00073522195	0.9150427	0.08412353
t	3.434063e-10	1.8746434e-10	4.015372e-09	4.3686705e-07	4.6222915e-05	1.0060446e-05	0.0014017066	0.9658946	0.03264698
o	5.253297e-10	6.900873e-08	2.009646e-06	1.5094858e-05	0.0008251753	5.5610828e-05	0.007462353	0.6918293	0.29981032
</S>	3.844239e-07	2.6111437e-07	2.040251e-07	5.160085e-07	3.11478e-06	4.2945076e-06	0.00018350006	0.33731538	0.66249233
