 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.7298213	0.06447211	0.001146749	0.0025003615	0.013561172	0.012752378	0.007965522	0.061352734	0.10642759
a	0.86753994	0.12057189	0.0009129548	0.00011343441	0.0073467162	0.00031233416	0.0014158945	0.0016403531	0.00014646557
ì	0.31091073	0.5785341	0.0390738	0.021243103	0.01888491	0.010878346	0.003489242	0.0140132895	0.002972514
s	0.0017371298	0.95211744	0.010308298	0.0059932577	0.013919867	0.0057981443	0.0017621088	0.0074795727	0.00088421215
s	0.00080826017	0.99845517	0.00048338456	1.8857187e-05	0.00020879963	4.9742066e-06	7.819684e-06	1.073985e-05	1.8872272e-06
e	0.08837668	0.18214484	0.083640486	0.034241762	0.01521087	0.052380126	0.044430785	0.0707493	0.4288251
r	0.00015333494	0.9739929	0.018280208	0.0014881354	0.0006643463	0.0005466625	0.0007098918	0.003681169	0.0004834481
e	0.00400079	0.27015355	0.45068058	0.018191671	0.13868567	0.027990853	0.03716555	0.03441742	0.0187138
k	2.7076294e-05	0.026889618	0.7845426	0.14510572	0.017796764	0.010005269	0.002140641	0.011719833	0.0017724854
a	3.3451866e-05	0.0024568643	0.8056448	0.018906085	0.14870079	0.005539872	0.01013869	0.0061603556	0.0024191895
e	9.958193e-06	0.0012112603	0.46407723	0.419458	0.080147855	0.015718421	0.003701351	0.014243364	0.0014325125
s	2.126007e-06	0.001805523	0.06976257	0.23289013	0.6835653	0.0027983643	0.0075723487	0.001038196	0.00056540885
ò	2.0689096e-05	0.0010654143	0.03227575	0.011745936	0.89373803	0.006307662	0.046310235	0.007124461	0.0014118094
z	1.2726633e-06	1.26884415e-05	0.00527141	0.033363968	0.8686604	0.06468829	0.010270834	0.017452842	0.00027834505
i	6.6542816e-07	9.4308325e-06	0.0008932519	0.0005876016	0.9474434	0.013252477	0.02383663	0.013853528	0.00012305082
k	2.5862373e-06	0.0030373998	0.0055616484	0.08330043	0.103701495	0.06771438	0.68604404	0.021181881	0.029456183
à	2.8059345e-08	3.3926256e-07	0.0017993271	0.016145138	0.5719248	0.09925416	0.26156473	0.028552447	0.020759119
i	1.2037881e-07	1.892134e-06	0.0022212986	0.008321117	0.10045318	0.3381422	0.24154548	0.30466408	0.0046506347
o	2.742044e-08	1.6646009e-05	3.1022442e-05	0.0039127623	0.0021017457	0.046344407	0.7965313	0.058127686	0.09293439
b	1.11843555e-07	6.7783236e-05	5.5476117e-05	0.0018986743	0.002165462	0.019967949	0.91849977	0.044868194	0.012476523
à	2.0049587e-08	3.175705e-07	4.998394e-06	2.647972e-06	0.0059192427	0.003990375	0.89501923	0.09310736	0.001955682
g	1.7209962e-09	3.8574047e-08	1.7193403e-06	1.1007278e-05	0.00010694377	0.0022018347	0.0063310387	0.990267	0.0010805498
n	3.0233607e-09	7.2141595e-09	3.070637e-06	7.631631e-06	0.0026006096	0.009066776	0.087483995	0.8989512	0.0018866938
o	7.612578e-08	1.5459609e-06	0.01047695	0.017698485	0.008019958	0.068845585	0.15404488	0.11482721	0.62608534
</S>	5.992158e-08	2.5358245e-06	7.7853394e-07	6.725013e-06	3.4304485e-05	7.096343e-05	0.03184394	0.085615434	0.88242525
