 	hai	già	mangiato	</S>
è	0.78149134	0.0054453807	0.09983923	0.11322398
c	0.8430126	0.12082122	0.03346249	0.0027037452
h	0.594266	0.19060114	0.12090726	0.09422555
i	0.36523837	0.07391676	0.012447348	0.54839754
g	0.024307095	0.77174485	0.0132341795	0.1907139
i	0.04673942	0.5060327	0.047722444	0.39950544
à	0.0004826943	0.4913988	0.20422404	0.30389446
f	0.00053950015	0.1613922	0.8350577	0.0030106374
a	0.0016551769	0.3841098	0.60377914	0.010455924
m	0.0006036953	0.017885152	0.6075318	0.3739794
è	3.888878e-05	0.003207558	0.7189494	0.27780423
n	7.732107e-05	0.022862509	0.6268499	0.35021028
a	1.01747955e-05	0.00953417	0.9541165	0.036339123
</S>	7.1401315e-05	0.0005053827	0.02644264	0.9729805
