 	io	voglio	che	Maria	venga	qui	</S>
e	0.31596324	0.030829431	0.0019798002	0.028267374	0.036675747	0.013606288	0.57267815
v	0.9762147	0.020153696	0.0016985775	0.0015794104	0.00010495861	0.0001154863	0.00013317935
ò	0.87371796	0.12079342	0.002359053	0.002472476	0.000247326	0.00026914178	0.00014072013
t	0.12837794	0.8208807	0.036156178	0.012255069	0.0002756733	0.0016288422	0.0004255646
è	0.070922345	0.91083866	0.0047829617	0.012341087	0.00021580745	0.0008029897	9.616519e-05
l	0.0058342414	0.980785	0.0110132	0.0020264247	0.00012510714	0.00012834345	8.766999e-05
o	0.001859924	0.9348519	0.0026005516	0.060161885	0.00017980617	0.0003171926	2.9013376e-05
n	0.00016105553	0.4286363	0.53953546	0.026073253	0.003293349	0.0008149807	0.0014856509
a	4.0306077e-05	0.3016904	0.6249352	0.0491899	0.012318919	0.0036442103	0.008181024
r	3.8093556e-06	0.017942287	0.9252808	0.015656782	0.029460631	0.004901394	0.006754183
t	2.642925e-05	0.04586378	0.45383024	0.39069667	0.050099295	0.029678548	0.029805107
i	0.017614411	0.3630114	0.04543178	0.012095902	0.06738856	0.004540499	0.4899175
e	4.2637375e-06	0.00064099627	0.20565747	0.028332632	0.703157	0.0030947211	0.059112877
M	3.0813358e-06	0.0006750209	0.020792693	0.66281927	0.2740034	0.034739908	0.0069666994
a	2.6837077e-05	0.0028649855	0.042268094	0.09900436	0.10523272	0.3067862	0.4438168
r	8.471815e-05	0.0023760214	0.06344386	0.0011941997	0.10010677	0.0018656516	0.83092874
ì	1.8184155e-06	0.0033944673	0.049112868	0.041618153	0.06113116	0.25714904	0.5875925
a	0.00034046077	0.00689366	0.03050276	0.03687413	0.5661023	0.06943184	0.28985485
e	3.13733e-07	1.5489251e-06	8.905448e-05	0.0005512436	0.85962576	0.016236173	0.12349598
t	2.5339618e-06	0.000103314276	0.00050083076	0.01949421	0.044658747	0.8558385	0.07940188
t	6.038907e-07	5.5367687e-05	5.1276962e-05	0.026378904	0.008084174	0.9507488	0.014680754
ù	3.2502982e-07	0.00011495516	0.002308813	0.012629162	0.010389714	0.70690316	0.26765388
</S>	2.3354234e-08	1.9128622e-06	3.354907e-05	0.0018416715	0.0058559855	0.34569204	0.6465748
