 	perché	aveva	lavorato	molto	</S>
j	0.82731086	0.0047304924	0.015348766	0.00404352	0.14856637
a	0.9145209	0.038359426	0.035187095	0.0035099536	0.008422462
t	0.18479736	0.085697316	0.27767017	0.2381345	0.21370059
ì	0.41191906	0.33489293	0.057004567	0.08921502	0.1069684
ì	0.11303667	0.4868641	0.19589856	0.11091727	0.09328341
c	0.0043684207	0.92240685	0.06839211	0.0036271664	0.0012053805
h	0.1639666	0.7218433	0.08691109	0.014636305	0.012642662
e	0.08416515	0.53818375	0.0609886	0.01960282	0.2970597
p	0.00024804927	0.025787214	0.9572834	0.00826717	0.008414225
o	1.4753249e-05	0.43983328	0.47684205	0.046348978	0.036960945
l	6.3883563e-06	0.053192057	0.8709415	0.07080775	0.00505225
e	6.797134e-05	0.08753814	0.6455929	0.13962619	0.12717475
m	4.959425e-05	0.02470659	0.48249635	0.14317451	0.34957302
ì	2.6633355e-05	0.038885783	0.30470398	0.27421594	0.38216764
s	3.1248714e-05	0.0033229208	0.62111306	0.26240182	0.11313089
o	3.6766434e-07	0.0025129747	0.14035621	0.7660965	0.091033965
n	1.1467389e-06	7.4051175e-05	0.08886765	0.87004673	0.04101034
t	1.1004306e-07	3.9965813e-05	0.004298232	0.92634684	0.0693148
a	1.1474808e-05	0.010312812	0.108452395	0.28176054	0.59946275
p	3.745801e-06	9.067774e-06	0.008247014	0.8137388	0.17800142
o	4.577633e-07	8.364889e-06	0.00031568718	0.77332234	0.22635315
d	8.4097405e-07	1.103902e-05	0.001480915	0.9515374	0.046969827
d	5.0720605e-08	1.2501246e-06	4.252138e-05	0.62286806	0.3770881
h	9.2424896e-05	0.0023251036	0.06620917	0.15798819	0.7733851
ì	1.6396325e-05	0.00012334148	0.008108279	0.09831986	0.8934321
</S>	3.0840805e-08	7.473839e-07	2.4929232e-05	0.44849092	0.5514834
