 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.5905411	0.094939	0.019081362	0.008181874	0.027290983	0.0074896477	0.008285507	0.012155703	0.23203486
ù	0.98516697	0.014283835	0.000216871	7.7027216e-05	0.00012823389	3.928864e-05	4.7871552e-05	1.992491e-05	2.0014097e-05
t	0.9464976	0.05032622	0.0012286863	0.0010373143	0.0007629655	4.977029e-05	2.576293e-05	2.3177317e-05	4.843969e-05
t	0.7424281	0.2567628	0.00058873644	0.0001141176	5.2937638e-05	3.9966817e-05	6.799645e-06	2.6394055e-06	3.897527e-06
o	0.6016348	0.084971845	0.035781696	0.034642793	0.02584229	0.07794436	0.032918844	0.0073224707	0.09894088
t	0.11969559	0.83635575	0.036127757	0.0048989896	0.0014945363	0.00044219336	0.000275225	6.268867e-05	0.0006473938
r	0.011312846	0.9148475	0.044864696	0.016185628	0.006582672	0.0047993693	0.00064164225	0.00030868355	0.0004571132
a	0.064042635	0.87191355	0.034323588	0.0069737514	0.0022682403	0.007473414	0.0020166435	0.00041148096	0.010576659
v	0.0023999666	0.98213744	0.010263296	0.0021751458	0.00037127212	0.0014381649	0.00027830314	9.4835275e-05	0.00084153196
ù	0.002293385	0.908408	0.072353594	0.010162264	0.0014940514	0.0031463814	0.00042720913	0.00011564645	0.0015996093
d	0.0002972768	0.91678464	0.07074481	0.011209939	0.00034337922	0.00031645375	6.117069e-05	4.022099e-05	0.0002020371
i	0.007741328	0.25493523	0.46555933	0.19256406	0.033893764	0.03213033	0.0040859655	0.0016380647	0.007451943
e	0.0004052901	0.5308579	0.32888243	0.08767526	0.009791983	0.011291031	0.010573512	0.0045057107	0.016016843
e	8.038662e-08	0.00161853	0.4752798	0.4795761	0.04192068	0.0010099537	0.00018481327	3.3101936e-05	0.00037698238
t	4.970791e-07	0.0006062557	0.17261365	0.6192637	0.20041148	0.0055543585	0.0005650911	9.913874e-05	0.0008858407
o	4.174472e-06	0.0056187892	0.099421754	0.5158845	0.30588856	0.062958516	0.005659575	0.0027495425	0.0018145553
n	1.9569812e-07	0.0003627219	0.030569132	0.22533333	0.6494575	0.072301574	0.014543792	0.0032259598	0.00420576
è	5.973839e-07	7.126346e-05	0.00617363	0.122445144	0.5140827	0.30361643	0.031920925	0.0121244285	0.0095647955
g	1.8925455e-08	9.926955e-05	0.0031039284	0.013846511	0.6869568	0.25774226	0.023507087	0.0077836984	0.0069603515
r	1.3622442e-06	0.00060996535	0.008472384	0.021423167	0.62134075	0.24491948	0.06072893	0.037687894	0.004816111
a	1.6487915e-05	0.030717602	0.08260103	0.10961158	0.1649103	0.520874	0.0142459255	0.0031318478	0.07389128
t	2.02e-06	0.00012331444	0.00033106288	0.0017745658	0.011368572	0.6122909	0.23481685	0.014532017	0.124760725
s	1.7976193e-09	1.7750498e-06	2.005072e-05	0.00042786065	0.018954687	0.7070034	0.22951028	0.017808963	0.026272995
e	8.736086e-08	0.0001152855	0.0034743077	0.01267356	0.040534124	0.64311856	0.05929884	0.03975543	0.20102978
è	4.6262753e-07	1.15222465e-05	4.572448e-05	0.00014094624	0.0005427014	0.1518292	0.6658211	0.077777475	0.103830904
n	4.0196677e-09	3.231918e-07	1.4269028e-05	7.104355e-05	0.015706152	0.022119893	0.6933955	0.22424243	0.044450417
a	3.9618433e-09	2.628136e-07	5.5538376e-06	7.7071556e-05	0.0043078684	0.34043974	0.5421245	0.10039453	0.012650486
p	2.76821e-09	1.5193689e-07	7.2763014e-06	3.5232315e-05	0.00022650097	0.026607549	0.60099953	0.29392934	0.078194395
o	7.599719e-08	9.236738e-07	2.4178742e-06	1.551896e-05	0.00019559808	0.036170192	0.36603764	0.4837765	0.11380117
è	2.072371e-09	1.7675927e-07	1.4793184e-06	6.672591e-06	3.928059e-05	0.003530412	0.16719395	0.7704671	0.05876088
t	1.0558155e-08	6.1099628e-09	2.0324494e-08	1.2383724e-07	5.72251e-06	3.579355e-06	0.019399794	0.9748343	0.005756406
a	7.872728e-09	5.0045066e-09	1.3459797e-08	7.8581955e-08	1.1894151e-05	0.000106194864	0.061796095	0.92315286	0.014932765
</S>	9.226078e-09	1.13927236e-07	2.164469e-06	8.760917e-06	0.00017368294	0.0010867775	0.016544763	0.26620597	0.7159778
