 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.71634966	0.15646239	0.0049994527	0.0039581754	0.022317704	0.0021775458	0.026132978	0.0019836142	0.0076286374	0.0010217647	0.0064527784	0.050515324
m	0.46658713	0.5022792	0.026459001	0.0018788805	0.0015589677	0.0002632889	0.00041369643	0.00020789944	0.00013160221	4.192155e-05	1.6316137e-05	0.00016216522
a	0.7435734	0.18613231	0.06365214	0.0016606608	0.004144933	0.000534556	4.9554445e-05	4.44535e-05	3.2710846e-05	8.1335376e-05	6.4231164e-05	2.975736e-05
r	0.08641556	0.6725024	0.22629361	0.005379911	0.007418601	0.0005658357	0.0005528275	0.00030987442	0.00019054185	7.079641e-05	8.0379374e-05	0.0002196353
ì	0.022527225	0.61997867	0.34639555	0.0039585843	0.0068005347	0.0002201111	4.396705e-05	5.959533e-06	1.1508277e-05	2.0620428e-05	3.108207e-05	6.1711376e-06
o	0.025957419	0.7035106	0.2622867	0.0035450144	0.0043851295	9.8952914e-05	7.7787045e-05	1.0033091e-05	1.6847096e-05	1.395362e-05	8.2326245e-05	1.5274773e-05
t	0.0005664041	0.65304005	0.3080298	0.02529548	0.011338566	0.00042371528	0.0008549951	9.8846096e-05	0.00010620386	4.906554e-05	7.3224386e-05	0.00012360429
è	0.00088277523	0.14580385	0.8437406	0.0045887027	0.0047823153	0.00014294591	1.2957146e-05	4.7324834e-06	4.586911e-06	1.5491842e-05	1.7446058e-05	3.61832e-06
l	0.00024746245	0.010104975	0.9603571	0.015941793	0.0121481465	0.00016435013	0.00032494392	0.000103065955	0.00019752886	5.2739728e-05	0.00027990006	7.813673e-05
i	0.00038019218	0.0074495436	0.9354547	0.028319469	0.027968992	0.00023490743	2.8133954e-05	1.0315453e-05	1.4055612e-05	3.701222e-05	9.453466e-05	8.095457e-06
f	8.953554e-05	0.0054546786	0.2008757	0.66474694	0.11220729	0.010945388	0.001709246	0.0013491289	0.00052782334	0.0004916004	0.00071393425	0.0008887042
a	6.572777e-07	0.00028477423	0.07318781	0.8543627	0.055970203	0.013096898	0.0006506982	0.00023289635	0.0003466755	0.00072616595	0.0009067298	0.00023377665
m	5.10506e-06	0.00023323038	0.0075847395	0.7094867	0.2187121	0.030427279	0.01084887	0.0061744233	0.0057045347	0.0017801019	0.005144229	0.0038986823
è	4.7697654e-07	4.7288937e-05	0.007852384	0.8035532	0.15301692	0.031029513	0.0019028829	0.0003832602	0.00038679215	0.0008264828	0.00068700645	0.00031371365
n	1.4112179e-06	0.0005105177	0.005497493	0.28930023	0.6700694	0.02413581	0.0041361377	0.002063028	0.0013785628	0.0005898514	0.001238324	0.0010791962
o	7.99954e-08	1.4463804e-05	0.005500687	0.39716017	0.5495617	0.041890483	0.0016072694	0.00063706294	0.00044075318	0.0016084303	0.0011884867	0.00039051808
