 	la	casa	la	costruirono	i	muratori	</S>
o	0.8766594	0.018589292	0.0017705248	0.012554117	0.0014243977	0.007972861	0.081029385
s	0.54255223	0.44827008	0.007403824	0.0008991336	8.3675295e-05	7.241853e-05	0.00071861094
p	0.32658988	0.6540839	0.015997397	0.0029134701	0.00017799014	7.437465e-05	0.0001629676
ì	0.31911656	0.26042452	0.0955859	0.20963891	0.016222466	0.011364282	0.0876474
t	0.11306033	0.76589835	0.0956573	0.021335848	0.0005261236	0.0005874505	0.0029346542
i	0.040080123	0.75020236	0.13385867	0.061351743	0.007589289	0.0019440746	0.0049737417
o	0.0015344354	0.49455202	0.47770843	0.0152271	0.0017334772	0.0020941687	0.007150267
f	9.786763e-05	0.084845856	0.89543456	0.016843347	0.00048162538	0.00023518501	0.0020616017
a	0.00018295889	0.022100333	0.935945	0.03982068	0.0011422277	0.0004456605	0.00036328196
b	0.0007151987	0.011120559	0.90762883	0.064762175	0.0068568937	0.0027036555	0.006212587
b	2.5367253e-05	0.0029468064	0.8148205	0.17378601	0.004365252	0.0022978946	0.0017580803
r	0.2610837	0.26590478	0.08782769	0.14847782	0.0092331655	0.011732503	0.21574037
i	0.027489763	0.26646775	0.11835503	0.2974208	0.01674217	0.01815149	0.25537297
k	0.00012211282	0.0015812032	0.1930492	0.726875	0.006399407	0.0057211784	0.066251904
è	1.8103997e-06	3.619419e-05	0.07293046	0.44957495	0.30522925	0.11256096	0.059666425
t	6.7261135e-06	0.00070062355	0.024492035	0.9268668	0.020072607	0.005160414	0.022700887
s	3.360483e-08	2.7689426e-05	0.013317824	0.92775977	0.051755212	0.0031181178	0.0040213526
a	0.001833426	0.0125462795	0.07390473	0.5626197	0.034265045	0.022556484	0.29227433
n	1.6774754e-06	2.3475315e-05	0.0011669735	0.67690235	0.15220886	0.02589196	0.14380465
e	9.018821e-08	2.6122284e-06	0.0005879606	0.2299427	0.6396288	0.07174534	0.058092505
e	5.0181274e-07	4.7432873e-06	0.00013133528	0.08221681	0.64163375	0.17905916	0.09695373
f	9.713442e-07	1.677693e-05	0.00020310265	0.08174818	0.6877873	0.1341232	0.09612046
a	6.103438e-06	5.7828278e-05	0.00042749487	0.11266977	0.7453522	0.12719469	0.014291919
b	6.7891654e-07	9.772852e-06	0.00016558495	0.0057911268	0.25871947	0.6733173	0.061995987
b	2.7579828e-08	4.4582745e-07	1.0277871e-05	0.00089632114	0.15672602	0.7279896	0.11437728
r	1.0790921e-05	0.00031985328	0.009478625	0.10024614	0.16069166	0.040086314	0.6891666
i	0.00012910904	0.0021789083	0.038915787	0.42860165	0.14468403	0.14657113	0.23891932
k	4.0400214e-06	9.421268e-06	9.046496e-06	0.0002597966	0.012209278	0.52844024	0.4590682
a	1.1691783e-07	2.6021488e-07	5.8976104e-07	1.1308606e-05	0.008807257	0.9383837	0.052796695
t	7.962102e-07	4.1886706e-06	7.691166e-06	9.432535e-05	0.002695242	0.5807128	0.41648492
ù	6.6143974e-07	3.10533e-06	4.822425e-06	5.6226647e-05	0.0047153058	0.85757816	0.13764171
r	2.3486683e-08	1.19163786e-07	1.531522e-06	8.796788e-05	0.0064515774	0.9384865	0.05497235
i	9.858666e-08	1.2007617e-07	1.3808475e-06	5.5101296e-05	0.0065209647	0.9209797	0.07244259
</S>	2.6419394e-07	1.3950765e-05	3.2603883e-05	0.0003795835	0.001328753	0.08631511	0.9119297
