 	sono	stato	sempre	poveretti	</S>
ì	0.8622207	0.061982214	0.013122129	0.027483441	0.035191536
m	0.95496017	0.005250886	0.01732742	0.019310143	0.0031514766
e	0.40720654	0.5756751	0.012652217	0.0023787825	0.0020874834
s	0.010401746	0.94292706	0.04079686	0.0024537507	0.0034206584
t	0.00086858304	0.9376762	0.042007662	0.01034256	0.009104969
a	0.017183786	0.93280715	0.0058070137	0.004971817	0.03923016
m	0.0002480248	0.11254058	0.36570236	0.26028985	0.26121914
m	0.00032905902	0.6880345	0.19144513	0.055553902	0.064637415
è	0.006948613	0.8424317	0.04580656	0.016092839	0.08872029
n	0.0010673684	0.045242056	0.6773	0.09164606	0.1847446
a	0.0015044889	0.033050876	0.79922205	0.08403566	0.08218689
p	1.2491952e-05	0.0004933415	0.5780784	0.2026063	0.2188095
à	4.153276e-06	0.00022860487	0.88433254	0.08232857	0.03310608
n	4.5062325e-06	7.8600175e-07	0.9178319	0.07567269	0.006490192
t	1.5565395e-07	8.0139495e-07	0.93579525	0.062706456	0.0014972723
a	0.0012330516	0.00076586305	0.63587755	0.03604935	0.3260742
t	1.0563922e-05	2.239245e-06	0.08591963	0.289947	0.6241206
e	4.0325722e-07	1.9350152e-07	0.23342502	0.5023928	0.2641815
c	1.0632791e-05	3.7917607e-07	0.041004952	0.6920438	0.26694027
h	5.214209e-07	8.562767e-08	0.012433928	0.78168404	0.2058814
ù	0.000591908	0.0003434762	0.57494324	0.26115236	0.16296896
d	1.2653841e-07	3.4838238e-10	0.003695962	0.8381977	0.15810622
d	6.744374e-07	3.828181e-06	0.005289794	0.98121005	0.013495704
h	0.000109066736	2.8594239e-05	0.4954533	0.45338053	0.05102842
i	1.4762111e-05	1.1757164e-05	0.012606916	0.07591822	0.91144836
</S>	2.5139027e-06	1.5864369e-07	0.00044821916	0.32462263	0.67492646
