 	forse	non	li	ha	a	casa	</S>
f	0.86502326	0.00044797684	0.00059941295	0.0035510503	0.0050564357	0.026188435	0.09913347
ò	0.9774481	0.0014452917	0.0059798425	0.006032591	0.0026847925	0.0055550933	0.0008542695
r	0.9833755	0.012276659	0.0033718466	0.0006147756	8.184142e-05	0.0001831161	9.6397176e-05
s	0.9995012	0.0001033569	0.00026950447	5.155138e-05	1.4730963e-05	5.6093886e-05	3.4939187e-06
i	0.03987379	0.024670213	0.026704898	0.028640913	0.029045895	0.07863121	0.7724331
e	0.5437205	0.23127742	0.07525734	0.01687708	0.0089820465	0.08525838	0.038627267
t	0.024684226	0.20689936	0.7468774	0.019629821	0.000996281	0.00042561162	0.0004873123
u	0.0036171093	0.07737136	0.8403345	0.064479575	0.00614149	0.0072802603	0.0007757698
s	0.00083574007	0.08113987	0.7455665	0.14495015	0.01572629	0.009285089	0.0024962039
è	3.8826693e-05	0.023608262	0.4971915	0.40521577	0.042452704	0.026469314	0.005023666
c	0.014522635	0.086784855	0.17340846	0.6017752	0.05358911	0.060106028	0.009813687
h	0.00058212306	0.031604122	0.18830846	0.37161505	0.12890135	0.26028112	0.018707829
i	0.00771746	0.14297147	0.26080194	0.3378435	0.11951093	0.02817709	0.102977514
è	6.792336e-05	0.0005109467	0.005069016	0.1694131	0.3908394	0.12145492	0.31264466
s	3.240606e-07	0.00084911863	0.00028765926	0.07397233	0.34940875	0.5602156	0.015266233
s	8.111104e-07	7.394357e-05	0.002531126	0.10111203	0.54931444	0.34494492	0.0020227218
u	1.4652701e-05	0.034713257	0.020010069	0.07187509	0.2588262	0.09329667	0.5212641
</S>	1.6395401e-05	9.151813e-06	1.7404662e-05	0.0005366668	0.057330813	0.6022212	0.3398684
