 	non	aveva	dove	a	stare	</S>
e	0.35818514	0.076258816	0.007223263	0.03315144	0.01362089	0.51156044
n	0.39021516	0.5792057	0.02895294	0.00083468517	9.241761e-05	0.0006990676
ì	0.046542082	0.82000047	0.11381577	0.01222824	0.002223049	0.00519031
c	0.010980773	0.91777205	0.066217296	0.0023495273	0.00067477475	0.0020056816
h	0.046552423	0.58878285	0.25131226	0.05199374	0.018652862	0.04270587
e	0.03881663	0.5944594	0.29411545	0.015564465	0.004020921	0.053023063
p	4.5862584e-05	0.0007894267	0.46059746	0.47013456	0.006851777	0.0615809
u	8.882157e-05	0.00082460063	0.6871099	0.2981601	0.0027155837	0.011101035
s	2.2109916e-05	6.178119e-05	0.16443802	0.41144553	0.34340665	0.080625944
t	6.472764e-05	0.00015099815	0.14129388	0.7908521	0.03655681	0.031081451
a	0.0005160913	0.00083509536	0.107297726	0.73878217	0.014729671	0.13783924
t	1.6418552e-06	1.9470497e-06	0.0008061946	0.053063367	0.74810684	0.19801998
ì	9.815904e-06	1.09169405e-05	0.0014469606	0.18769439	0.7265988	0.08423916
</S>	9.338478e-08	2.2982282e-07	0.00021973343	0.027821684	0.26888138	0.7030769
