 	sul	muro	vuole	uno	specchio	</S>
s	0.62047756	0.014190159	0.004680404	0.025427472	0.03097046	0.304254
t	0.9728387	0.016104523	0.0049625556	0.0052393745	0.00070664065	0.00014836562
o	0.8068793	0.016335059	0.011197687	0.02420475	0.05255721	0.08882611
t	0.36090466	0.5336715	0.051031534	0.026099753	0.011577962	0.016714644
ì	0.041348964	0.84425485	0.0654779	0.03089384	0.013555624	0.0044687637
c	0.0009111525	0.8017092	0.17873885	0.013842638	0.0022790157	0.0025191412
h	0.0017123586	0.6508322	0.23211537	0.0602658	0.024127629	0.030946558
o	0.0740649	0.7616123	0.04082318	0.0066861697	0.034399	0.08241446
t	0.00027492424	0.01758185	0.832099	0.036387768	0.073929936	0.039726496
è	1.1675755e-06	0.013702265	0.87251365	0.08873324	0.017402932	0.007646698
l	8.052536e-06	0.0010469517	0.926681	0.04857128	0.0065375227	0.017155202
i	2.721534e-05	0.00036379846	0.7949406	0.20269911	0.0006257308	0.0013436067
o	3.1388938e-06	3.2026943e-05	0.1437172	0.65926635	0.16278243	0.034198813
j	3.8963734e-09	6.3500823e-07	0.008742096	0.9754169	0.013943516	0.0018967765
a	8.190293e-09	1.544044e-05	0.05385758	0.82845485	0.08173889	0.035933245
l	2.4118583e-07	5.5193195e-05	0.005525753	0.14844258	0.60498905	0.24098721
ì	6.037515e-09	1.7709748e-05	0.020828228	0.1900753	0.22037598	0.5687028
</S>	2.6904786e-08	3.0126232e-05	0.0043907505	0.09617882	0.20810378	0.6912965
