 	la	casa	la	costruisce	il	mastro	</S>
o	0.8590588	0.012787981	0.0015458111	0.01225266	0.003933174	0.03390215	0.07651933
s	0.46124923	0.5322411	0.0036604854	0.0013144186	0.0003679613	0.000109785506	0.0010570276
p	0.2508393	0.7361391	0.011261333	0.00037948214	0.00078946864	0.0002547956	0.0003364611
ì	0.27702212	0.23724715	0.08428675	0.043972697	0.067653485	0.12817726	0.16164044
t	0.1631075	0.74972224	0.066954315	0.00377656	0.0036964521	0.0039582294	0.008784748
i	0.040951006	0.7544628	0.14956017	0.0061476347	0.02576651	0.013570126	0.0095418785
o	0.0018614149	0.5877528	0.35340366	0.024442451	0.008325695	0.009279219	0.0149347605
f	0.00018588215	0.20592032	0.7103577	0.06532888	0.010858759	0.0014644039	0.005884087
a	0.0003110896	0.03245861	0.9428841	0.00667995	0.01269944	0.0038230293	0.0011437227
b	0.00081692764	0.009168547	0.7899761	0.13172811	0.049094982	0.008821094	0.010394234
b	2.4018886e-05	0.0018995613	0.9029854	0.039754402	0.031278428	0.020407371	0.003650775
r	0.18837775	0.21887575	0.1913888	0.025114948	0.030297473	0.1166031	0.22934219
i	0.027993694	0.27840143	0.07697815	0.083238855	0.07577669	0.19669904	0.26091212
k	0.00019555812	0.0027816119	0.20162955	0.32871813	0.15393285	0.14412618	0.16861615
è	1.518404e-06	2.1840624e-05	0.061317988	0.28805307	0.3847928	0.20052314	0.06528972
i	1.3522956e-05	0.0006468504	0.023676481	0.5459615	0.24548548	0.09977834	0.08443773
o	2.926537e-07	1.7167373e-06	0.0007340638	0.2561526	0.6145297	0.051200435	0.077381164
m	3.0663878e-06	1.937078e-05	0.00035617838	0.2830675	0.5850117	0.10076118	0.030781047
à	3.5035746e-06	8.029669e-05	0.001351731	0.023999615	0.7520637	0.217728	0.004773169
s	2.333393e-06	6.4735177e-06	0.00020339004	0.04186493	0.06678946	0.85780764	0.033325758
c	9.429551e-09	8.4350766e-08	2.0017618e-05	0.010893781	0.16443622	0.80979884	0.014851091
i	4.4426156e-06	0.00084652705	0.040497724	0.118019596	0.24097498	0.18918276	0.41047397
a	3.0060635e-05	9.642787e-05	5.5767527e-05	0.0003902559	0.020227714	0.7091686	0.2700311
</S>	5.618193e-07	2.8741165e-06	7.8977755e-06	0.00065577746	0.004014053	0.2961786	0.6991402
