 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.6464648	0.028348748	0.015640294	0.008483506	0.05154192	0.24952073
c	0.8121665	0.16518348	0.005036298	0.0026741698	0.012260822	0.002678777
h	0.38905782	0.3925964	0.12281585	0.03578306	0.02717635	0.032570533
e	0.37087178	0.31444278	0.08069546	0.020332439	0.035045102	0.17861237
p	0.0010728202	0.95044297	0.032496948	0.0018728008	0.007958443	0.0061560455
o	0.006032473	0.89371675	0.07899108	0.008135358	0.008342814	0.004781582
l	0.00017589495	0.760204	0.17925465	0.020558614	0.030466389	0.009340356
e	0.020332513	0.71016496	0.23618373	0.014764552	0.013112692	0.005441457
m	0.00011669258	0.12785587	0.5057213	0.14078747	0.14286101	0.08265765
ì	0.0005943152	0.07927124	0.63146114	0.10406661	0.11012861	0.0744781
s	0.00022291567	0.037944846	0.81042814	0.0943748	0.030736556	0.026292777
o	2.926133e-05	0.004473614	0.9032443	0.06493697	0.023953812	0.0033620603
n	3.7971606e-07	0.00092411024	0.8298929	0.1429664	0.019213947	0.007002228
t	2.4965602e-06	9.1711954e-05	0.70620155	0.25446856	0.03037768	0.008858064
a	0.00036852417	0.005807342	0.35742903	0.13157609	0.05153783	0.45328107
ò	8.440548e-07	0.00011822802	0.33035076	0.5484425	0.07257085	0.04851687
l	2.309744e-07	3.414287e-05	0.038416922	0.41341138	0.54389966	0.004237757
i	1.4852682e-06	0.00027900515	0.032574862	0.21957639	0.7472852	0.00028309278
t	2.8908876e-06	6.952072e-05	0.032852456	0.46649894	0.4293935	0.07118264
i	7.117693e-08	2.8461542e-07	0.0012928438	0.1615793	0.68023664	0.15689085
n	6.914699e-07	6.718989e-06	0.0017694187	0.07355962	0.749964	0.17469966
a	3.545897e-07	1.5858345e-06	9.061227e-05	0.014837025	0.80213904	0.18293145
d	7.1183126e-07	2.6776502e-06	0.0002547341	0.00888786	0.75812155	0.2327325
d	5.7219598e-08	3.8023e-07	0.00012483742	0.0049201623	0.3250054	0.6699492
o	2.5698114e-06	0.0001464493	0.04564491	0.16906562	0.26917288	0.51596755
m	1.6268241e-07	1.1741339e-06	2.2104561e-05	0.00062010624	0.5111203	0.4882361
à	1.2689378e-07	1.0533391e-06	3.664405e-05	0.0015312693	0.36706138	0.63136953
d	2.880918e-08	1.9069647e-07	2.8255641e-05	0.0014711071	0.63506186	0.36343855
a	1.01850624e-07	4.6271484e-06	7.896122e-05	0.006413267	0.933148	0.060355037
</S>	1.2255284e-05	5.1086845e-06	0.00010384714	0.0017771592	0.33903867	0.659063
