 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.8050981	0.083778255	0.019582579	0.004362735	0.0066434946	0.0013819622	0.0063431854	0.072809614
p	0.28566915	0.6969744	0.014058607	0.0019583597	0.0009952007	6.150378e-05	6.398028e-05	0.00021882476
e	0.06583635	0.9268777	0.0042117643	0.0006145975	0.0021053953	0.00018328441	0.00011462691	5.6269244e-05
t	0.01431431	0.9230448	0.0556826	0.0042274375	0.0022326373	9.989244e-05	0.00012879603	0.00026950132
à	0.007150715	0.9777776	0.013199852	0.0005967218	0.0011964389	5.4221182e-05	1.2828781e-05	1.1685841e-05
c	0.005113318	0.9170372	0.06846942	0.004578057	0.0037703384	0.0004368017	0.00026497213	0.0003297825
i	0.08047581	0.74505395	0.13629213	0.013593106	0.021153057	0.0016346914	0.0010269978	0.00077025394
a	0.0004584086	0.11669026	0.53854984	0.27752775	0.03711485	0.0067522554	0.003205561	0.019701041
k	2.5833829e-06	0.000533203	0.48837933	0.49623862	0.01276511	0.0005845667	0.000390679	0.0011059609
è	8.277732e-05	0.0058170236	0.58189327	0.33113188	0.07637366	0.0033019749	0.0008966249	0.00050277635
c	0.00011728615	0.0017701692	0.6612054	0.23672433	0.09199423	0.0028415031	0.0038342867	0.0015128035
c	0.00018907909	0.012585045	0.6702154	0.13158265	0.14364178	0.017752819	0.01718006	0.006853067
i	0.060146976	0.06700595	0.35039303	0.14530057	0.054070547	0.016271021	0.011740138	0.29507175
a	4.190365e-06	4.377823e-05	0.021084975	0.7863544	0.12578443	0.009590329	0.0025432617	0.05459459
a	1.89178e-07	3.4884022e-06	0.0009107465	0.47101343	0.43685642	0.04869594	0.0133158155	0.029203983
n	3.6470414e-07	3.6284066e-06	0.0010269672	0.2173155	0.6919939	0.07428029	0.009993747	0.0053856415
d	1.0307871e-05	8.351578e-05	0.0015617979	0.041146975	0.7288122	0.2129999	0.014314032	0.001071284
ì	9.614249e-07	2.6823943e-06	9.086335e-05	0.004118426	0.44876423	0.1277654	0.06408679	0.35517073
n	5.750179e-06	0.00020767657	0.0032178112	0.012066844	0.838479	0.033580955	0.005843712	0.106598295
n	1.1829772e-08	8.01901e-07	0.00019935984	0.0038489252	0.8310421	0.13448599	0.023656288	0.0067665447
u	5.1790787e-05	0.00083204184	0.013525602	0.06159991	0.21827675	0.09494988	0.031471517	0.5792925
n	1.05103275e-07	7.8924575e-07	9.399715e-06	0.002086992	0.27214757	0.3401783	0.0400027	0.3455742
e	9.3418695e-09	1.412968e-07	1.8276118e-05	0.00073271676	0.39768854	0.35975686	0.17966576	0.062137738
i	3.538439e-08	3.4243482e-07	5.0415397e-06	0.0005521556	0.027440472	0.59967405	0.23500443	0.1373235
g	5.5849352e-08	2.0704357e-07	4.6609352e-06	0.00018642489	0.04173254	0.4993609	0.38602233	0.07269293
e	8.5347904e-07	2.1911935e-06	2.2012357e-05	0.00010658168	0.07456595	0.7990597	0.11833863	0.007904111
n	3.0730053e-08	2.2860377e-07	2.1764267e-06	0.00010004447	0.0010651553	0.14033367	0.75588727	0.10261147
i	8.303955e-08	1.7109735e-07	2.0903844e-06	9.151425e-06	0.0008644686	0.06794999	0.8885203	0.04265377
t	4.0679097e-08	2.7492234e-07	6.1964334e-07	1.6577038e-05	0.00015516893	0.020048322	0.6984495	0.28132954
ò	7.139445e-08	1.4369317e-07	1.5451227e-06	3.834536e-06	0.00012860105	0.0134895565	0.9114696	0.07490679
r	1.0328787e-08	3.522368e-08	2.635181e-07	1.79682e-05	0.00018247598	0.017639218	0.81613064	0.16602932
i	6.3140703e-07	6.033979e-07	6.8261256e-06	0.0001435315	0.0075826687	0.060016777	0.6717212	0.26052776
</S>	9.3862615e-09	2.3674386e-07	9.947024e-07	6.1660344e-06	7.046632e-05	0.0014028612	0.08433405	0.91418517
