 	dove	aveva	per	stare	non	aveva	</S>
p	0.57242745	0.08711906	0.010969492	0.0043723844	0.006097196	0.0141378455	0.30487654
u	0.88080734	0.10220988	0.01659042	5.9063077e-05	4.5225846e-05	1.8987108e-05	0.0002689988
ì	0.06499886	0.9107331	0.013553833	0.0036786098	0.003894282	0.001558195	0.0015831874
c	0.0042017982	0.9309842	0.019274276	0.011312386	0.0148201585	0.0145107005	0.0048964815
h	0.05782033	0.7430486	0.17047372	0.009252188	0.008430731	0.005132448	0.0058420133
e	0.041620463	0.71912515	0.16990358	0.017735977	0.0043755504	0.0022346762	0.045004684
n	5.2855732e-05	0.006046841	0.97212225	0.0113730775	0.00082851003	0.00020410579	0.009372563
a	2.3222949e-05	0.0030254922	0.9908738	0.00419638	0.00036932173	0.00019248987	0.0013191857
s	2.213789e-05	0.00039229088	0.54084516	0.35952646	0.0785853	0.010330576	0.010298077
t	8.570929e-06	0.0011026618	0.8948746	0.08445312	0.007441708	0.0023346446	0.009784628
a	0.0019109428	0.0058570616	0.7872457	0.017091682	0.0021693213	0.0029503587	0.18277487
s	3.9308875e-06	1.0204721e-05	0.046193663	0.78963786	0.10057949	0.009599124	0.053975742
ì	8.849198e-06	0.0001934601	0.19358867	0.64645785	0.045442693	0.036822308	0.07748618
e	4.653454e-06	6.806256e-05	0.0222837	0.5300349	0.2596521	0.058374193	0.12958243
n	5.3684886e-08	2.5818767e-06	0.0015752345	0.38181567	0.5859123	0.010024241	0.020669892
ì	5.6210442e-06	5.5709785e-05	0.02502594	0.28542212	0.21904409	0.32266405	0.14778244
c	1.44887e-06	1.5447106e-06	0.0011989593	0.04998395	0.2682699	0.63784564	0.04269859
h	4.2371057e-06	2.658229e-05	0.0038607002	0.020523513	0.0193447	0.8732672	0.08297315
e	8.760691e-05	0.00037307278	0.041987684	0.08926153	0.07593031	0.49664116	0.29571864
</S>	1.285895e-06	1.3213283e-06	7.4821626e-05	0.0005756879	0.0021350037	0.009942988	0.9872689
