 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.9492929	0.005867753	4.2915646e-05	0.0005445414	0.0011572774	0.0010185436	0.0008467844	0.0048333406	0.03639584
a	0.40312696	0.51335025	0.06704458	0.013301635	0.00034871642	0.0018605136	0.0001777509	0.0003258032	0.0004638044
r	0.14565249	0.5260246	0.01735114	0.029494965	0.026082853	0.03228338	0.06875493	0.11731454	0.03704115
ì	0.011566345	0.5641229	0.11927088	0.16574827	0.0095088	0.05265066	0.015023277	0.016112491	0.045996353
s	0.01937269	0.94528025	0.010578976	0.0025744939	0.0020830117	0.0008888418	0.0017977655	0.006854294	0.010569638
a	0.0005125543	0.5534357	0.41391954	0.014243249	0.0019594436	0.006485299	0.00450968	0.0024990279	0.0024355268
e	0.00022683697	0.7246102	0.24481276	0.015450405	0.0072836042	0.0013536738	0.0010745786	0.0021066011	0.003081335
N	6.825111e-05	0.008673858	0.8831626	0.101310484	0.005428857	0.0009155677	6.0542832e-05	4.3976426e-05	0.0003358111
ì	0.00023760961	0.075600594	0.7763548	0.14254633	0.00042436775	0.0035171004	0.00028351924	0.0006945226	0.0003412519
c	0.0003591493	0.05038393	0.30866426	0.46406665	0.14249825	0.024769664	0.0018224508	0.0014314768	0.0060041193
h	0.00068838336	0.0858546	0.35549313	0.44473144	0.012910401	0.06708392	0.01104321	0.0127529595	0.009442011
o	0.013714795	0.27211747	0.0718647	0.16332708	0.029723737	0.034692522	0.01797603	0.018483983	0.3780997
e	4.417948e-05	0.0033294465	0.041847546	0.8557004	0.03533191	0.011250178	0.00463475	0.008018676	0.03984288
n	8.4442786e-07	9.8440205e-06	0.00571761	0.609126	0.31733194	0.061165087	0.0033013225	0.0007121699	0.0026352007
è	7.6080694e-05	0.0001105362	0.0070171226	0.5533828	0.060728163	0.32296762	0.0386492	0.013397606	0.0036708983
c	8.6314594e-07	8.553654e-05	0.00326663	0.017068403	0.098152295	0.8183599	0.045684643	0.014351436	0.0030303106
h	6.737108e-06	4.1335647e-05	0.009973694	0.04807481	0.009108586	0.693852	0.07886046	0.14282209	0.017260367
u	8.9470916e-05	0.011256274	0.044094056	0.14972526	0.06564872	0.61731553	0.029044118	0.009088777	0.073737815
n	0.00012336273	0.00026464174	0.0008086404	0.018774182	0.054209802	0.23790702	0.28219008	0.04124776	0.36447448
f	8.983002e-08	4.0468694e-07	9.629091e-05	0.0076412046	0.026791796	0.579981	0.31098375	0.0482585	0.026246924
a	1.2735976e-05	9.6796044e-05	0.0035787674	0.033872087	0.013472589	0.59171826	0.07898934	0.069412254	0.20884722
m	1.7345406e-05	6.15893e-05	0.0002963015	0.0011728663	0.004580797	0.07282618	0.28480437	0.17924637	0.45699412
è	1.5602892e-06	8.8857587e-07	2.4690637e-05	0.0005114992	0.0035798294	0.1125566	0.44589403	0.34870756	0.088723265
n	9.705098e-09	3.859947e-07	2.4542336e-05	0.00063654035	0.0024829623	0.051400237	0.1342961	0.3834964	0.42766288
a	4.551938e-09	5.9549685e-09	3.135187e-06	9.904672e-05	0.0010292332	0.14363198	0.53000474	0.24441992	0.08081187
m	2.7302025e-07	2.467077e-06	9.0959675e-06	2.31234e-05	0.00026234175	0.0021135653	0.07029457	0.6332898	0.2940048
a	2.1415612e-07	6.8074215e-08	1.582822e-06	2.887106e-05	0.00025962628	0.014022815	0.15607704	0.6894104	0.14019933
i	1.5364594e-07	4.947873e-06	5.318625e-06	2.2973909e-05	0.00015361542	0.00075535907	0.02054402	0.81301975	0.1654938
</S>	3.841657e-06	1.2938201e-06	7.812592e-06	6.671236e-05	0.0006850712	0.0014644541	0.015632952	0.5447605	0.4373773
