 	le	melanzane	vogliono	girate	</S>
i	0.77126825	0.028586678	0.015122849	0.022157865	0.16286434
m	0.6746089	0.32215586	0.0025202977	6.445479e-05	0.0006506054
a	0.59892654	0.39637095	0.0043922365	0.00010878657	0.0002014497
r	0.17699735	0.7609981	0.05248363	0.00075924874	0.008761757
a	0.041662898	0.94385654	0.013534736	0.0006604206	0.0002853564
n	0.007449415	0.98633677	0.004072925	0.00076220266	0.0013787788
g	0.0013374316	0.8830055	0.0930012	0.0068979315	0.015757902
i	0.23330557	0.4467494	0.046214797	0.03513286	0.2385974
à	0.0049585006	0.8034101	0.016418224	0.01491665	0.16029647
n	2.7584678e-05	0.310722	0.6857258	0.00204662	0.0014779428
e	0.0009234857	0.41159192	0.5609572	0.020770121	0.005757312
i	1.4132848e-05	0.0037457985	0.89245903	0.06391638	0.03986464
t	4.0465525e-06	0.0019357507	0.9724099	0.022021256	0.0036290206
è	0.0001798177	0.009282149	0.90893626	0.08089656	0.00070522167
l	1.2947606e-05	0.00056063966	0.98649347	0.01082521	0.002107766
u	1.8540168e-05	0.0024127772	0.9664981	0.030752819	0.0003177668
n	8.109532e-05	0.0015036004	0.18146694	0.6007379	0.21621038
e	1.0129024e-07	7.3916226e-06	0.24538802	0.6873393	0.067265116
v	2.025316e-06	3.3019336e-05	0.004501409	0.7755273	0.21993628
o	1.8441391e-06	2.5561847e-05	0.011435342	0.8473504	0.14118682
t	3.1686563e-06	3.0590287e-05	0.0007054421	0.6882862	0.31097457
i	1.4933612e-06	1.3742219e-05	0.001504317	0.7853291	0.21315143
m	3.9830084e-06	2.8922488e-05	0.0002489576	0.34708577	0.6526324
m	4.6961295e-06	2.1778082e-05	0.0004283168	0.64676595	0.35277924
è	1.1495497e-06	3.5315918e-06	0.0010983741	0.37798426	0.6209127
n	2.3011208e-07	1.9265626e-05	0.000914715	0.16955096	0.8295148
e	1.7667887e-07	7.5977837e-06	0.0026234477	0.12315051	0.8742183
</S>	2.9429439e-06	4.4656746e-05	0.00038832417	0.057519604	0.94204444
