 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.46351418	0.18718702	0.039221864	0.013853491	0.049872164	0.08480678	0.006087104	0.017129535	0.040898368	0.09742943
n	0.3298012	0.64946634	0.017284863	0.0013968365	0.0015714401	0.0002884457	5.294282e-05	4.9103175e-05	4.4487526e-05	4.432478e-05
è	0.015785307	0.9031682	0.07129242	0.0025182771	0.0043556313	0.0016941163	0.00042861182	0.00027905253	0.00031446374	0.00016392315
g	0.005714019	0.976232	0.011963998	0.002995974	0.0024609533	6.687804e-05	4.1914995e-05	0.00016720299	0.00022500823	0.00013205342
r	0.008573797	0.82486504	0.1454175	0.00429115	0.00863595	0.0072604734	0.00042885987	0.00021552894	0.00021790822	9.377292e-05
a	0.05480161	0.28093487	0.4230512	0.027468137	0.0123704495	0.08680741	0.02500592	0.0041493787	0.008305032	0.07710597
t	7.25487e-05	0.0075317724	0.89573216	0.063673	0.0061288318	0.012386426	0.0029099446	0.0031475946	0.004298729	0.004119065
s	0.0008089199	0.036309898	0.81432533	0.0881796	0.02936217	0.019273745	0.0062856064	0.0020909235	0.0021784692	0.0011853635
a	0.008016408	0.02583842	0.79098856	0.032924775	0.008769509	0.04779921	0.012459647	0.013747201	0.022124179	0.03733215
m	3.299596e-05	0.00052558526	0.29135832	0.60022616	0.039757915	0.028282609	0.0020957652	0.0064775078	0.021564858	0.009678288
à	0.0002851363	0.0009816608	0.37845084	0.4237656	0.11325505	0.029953789	0.023024568	0.012630436	0.010521689	0.00713125
i	0.00011709622	0.0014058778	0.0940651	0.683816	0.1819239	0.02045268	0.0029766238	0.0034174023	0.008480073	0.0033453838
è	3.2267844e-06	4.648573e-06	0.0067791743	0.25377095	0.7236297	0.0008158663	0.0073384503	0.0045140395	0.001471808	0.0016721247
n	3.1632208e-06	1.0921415e-05	2.9262754e-05	0.06834448	0.9286435	0.0015735487	0.00026688684	0.00046147767	0.0005518289	0.000114872244
a	2.2079314e-07	1.3989889e-05	0.00038157406	0.07125867	0.8548126	0.0711788	0.0020599922	0.00015258502	0.00010649886	3.5082307e-05
g	3.84741e-06	7.383579e-06	0.0003069988	0.06463842	0.9142036	0.0018046306	0.01539621	0.0026437908	0.0003723526	0.00062280364
r	2.8936526e-07	2.3864056e-06	8.083287e-05	0.03125679	0.8466763	0.02219209	0.086769536	0.007912396	0.0034056308	0.0017037016
à	0.00020803261	0.001579808	0.03612296	0.07092478	0.06935248	0.6461492	0.04239464	0.012895363	0.022323452	0.09804921
m	1.2477775e-08	7.88311e-07	1.8754794e-06	0.0026918924	0.009300594	0.9798162	0.0035722882	0.00061006914	0.0030299523	0.0009763671
m	1.3497e-07	1.297623e-06	7.43072e-06	0.013860805	0.15727837	0.70851886	0.09535231	0.011469082	0.009773653	0.003738039
a	4.454357e-05	0.00030621077	0.003580778	0.051334485	0.030073637	0.7374967	0.057172857	0.010903589	0.015735451	0.09335176
s	1.4506044e-07	6.859545e-08	3.4475994e-07	0.00053165003	0.02121892	0.062104903	0.5784253	0.26760337	0.035676397	0.03443895
o	2.845262e-09	1.1707395e-07	9.527249e-07	0.00040466976	0.006500479	0.041969866	0.8436935	0.049152143	0.025549307	0.03272915
n	4.4850066e-07	1.6879498e-07	1.075713e-07	0.00043971918	0.004692266	0.01656132	0.49338	0.45972112	0.011341752	0.013863
a	3.38532e-08	8.5196797e-07	2.1850665e-06	3.334793e-05	0.00036790018	0.009000877	0.6900179	0.26776505	0.0118673425	0.020944437
d	4.796455e-07	7.913396e-07	8.670312e-07	0.0004450475	0.00215673	0.009565099	0.29244328	0.6743109	0.010539891	0.010536937
e	2.2538562e-09	2.3020631e-07	3.5588093e-07	9.045396e-05	0.00082866923	0.0031000935	0.37147486	0.36612466	0.1317203	0.1266604
r	5.0384372e-08	1.2206831e-06	4.0152293e-07	0.00023364663	0.00096877554	0.013593825	0.16057312	0.3599682	0.21831466	0.2463461
f	6.508606e-10	1.1033719e-08	8.042012e-09	1.0435926e-05	0.00025492813	0.00030255513	0.175513	0.2331956	0.28539914	0.3053243
ò	4.6532375e-07	1.3080519e-06	2.9274545e-06	0.0017235907	0.0057704025	0.013455413	0.23101419	0.11811637	0.24021171	0.38970357
m	1.5729458e-11	5.844091e-11	6.9585865e-11	4.6634503e-07	2.6033757e-05	2.2707738e-05	0.00075363513	0.067579165	0.7797004	0.1519176
m	1.09781705e-10	1.6439256e-09	1.5239282e-08	1.8015124e-05	0.00056273164	0.00051150296	0.031806715	0.12206489	0.52039784	0.32463834
u	2.669725e-07	2.2619565e-06	4.0407426e-06	0.0057460754	0.009690554	0.11601753	0.0394176	0.019946858	0.29887247	0.5103024
</S>	5.9251388e-08	2.1209249e-07	1.3867947e-07	7.0803765e-07	2.0730538e-06	0.0003927686	0.0009128373	0.1686353	0.14858656	0.6814694
