 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.74534655	0.07419739	0.04300847	0.007745331	0.014939044	0.016157812	0.009350389	0.0041554947	0.0011629718	0.003294042	0.021620922	0.05902154
n	0.27550763	0.36867276	0.3082063	0.036229804	0.005230884	0.0024859223	0.002830456	0.0005614384	8.492416e-05	4.163426e-05	4.3367905e-05	0.00010493668
è	0.010838314	0.37456068	0.54449844	0.055698115	0.0034322648	0.0014522317	0.008338984	0.00046098538	0.00012503598	0.00023580916	0.00022295368	0.00013614776
r	0.001670943	0.17459615	0.7402133	0.07592451	0.0030750013	0.0015097663	0.0022032722	0.00032818504	1.8713234e-05	7.626293e-05	0.00023099004	0.00015302158
t	0.0011814313	0.1626167	0.6588647	0.17459108	0.0008913048	0.00019054646	0.0015890636	1.7974107e-05	8.722925e-06	1.6758217e-05	2.7141334e-05	4.556292e-06
i	0.11328314	0.10712899	0.18503205	0.033680778	0.029059825	0.019066045	0.0130116865	0.034233924	0.028860064	0.03137212	0.053538222	0.35173312
n	0.00020536945	0.070084035	0.55237085	0.3345254	0.027171278	0.0026940154	0.0007921727	0.002269047	0.00044522635	0.0016778264	0.004407258	0.0033575974
è	6.567622e-05	0.04585803	0.3416772	0.565312	0.030230863	0.006275607	0.005318435	0.0018555648	0.0012059797	0.0010174485	0.0006699064	0.0005131826
s	0.00015214353	0.024724131	0.3791695	0.5223002	0.049432915	0.009919742	0.011239586	0.0016837069	0.00017384668	0.00023139999	0.00060295314	0.0003698638
s	1.5144137e-05	0.0030357202	0.072312996	0.88625467	0.029100744	0.0042917044	0.004428943	0.00027454848	0.00011339824	7.699597e-05	6.247877e-05	3.2591484e-05
u	0.043063715	0.09616024	0.2201621	0.16297056	0.06578053	0.027663106	0.012192451	0.030432029	0.022439556	0.02895579	0.06744342	0.2227365
m	4.4130375e-06	7.696705e-05	0.0062594125	0.45145485	0.48689446	0.03512909	0.0027507567	0.007459142	0.00045256803	0.001320209	0.004751168	0.0034470514
u	3.5883727e-07	8.046636e-05	0.0032908295	0.43744132	0.4569453	0.07243534	0.018858945	0.006445024	0.0025761577	0.00081655965	0.00060791033	0.0005016803
k	1.6230656e-06	2.6150474e-05	0.00029255514	0.021836054	0.6002516	0.3052185	0.028395023	0.036595546	0.0021695741	0.00095289585	0.0027766165	0.0014839044
u	4.3024474e-07	1.3632766e-05	6.046911e-05	0.010576418	0.43601814	0.4140849	0.08319235	0.041421343	0.011590582	0.0013670094	0.0009103918	0.00076430966
à	3.4025352e-06	0.00010243336	0.0002459829	0.004369215	0.22605233	0.49622053	0.14924102	0.09585488	0.0077254497	0.004764321	0.012442925	0.0029775458
i	4.0141397e-09	1.542389e-07	2.8312568e-06	0.0009003741	0.034873012	0.20344266	0.7082302	0.04978768	8.158476e-05	0.00046747268	0.0018473711	0.0003666306
s	6.578133e-08	6.43056e-07	1.1376497e-06	5.548012e-05	0.004332167	0.08720282	0.02640392	0.8054931	0.07555647	0.00047488615	0.00014088162	0.00033840284
à	1.7021568e-08	2.74609e-06	7.859075e-06	0.00036120403	0.0036782636	0.08055859	0.555307	0.29174098	0.064700164	0.002213428	0.0012132067	0.00021651037
m	2.5701317e-07	3.2976245e-06	5.2197674e-06	6.1335995e-05	0.00082039373	0.0066116364	0.9759361	0.009108274	0.0005729618	0.0012396711	0.0055777067	6.3087646e-05
b	2.1123316e-09	4.285536e-08	2.7316915e-07	7.6851116e-05	0.004482947	0.034638178	0.9009192	0.05363986	0.0032900474	0.0018410105	0.0009609299	0.00015078262
