 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.73972833	0.0953577	0.04985061	0.0007527712	0.005368228	0.0041687326	0.008933853	0.0027308494	0.09310896
n	0.19276935	0.46185935	0.3338668	0.00894648	0.0016201395	0.0005338141	0.00013825492	9.680713e-05	0.00016898138
è	0.012815346	0.53379333	0.4335473	0.009581433	0.0067262882	0.0009323571	0.0010023769	0.0011796197	0.00042193857
r	0.0021602174	0.14894289	0.8444678	0.0024964325	0.0008543785	0.0005186559	0.0003679735	0.00012779265	6.381067e-05
t	0.0002151165	0.017459236	0.9819921	0.0001835026	9.791371e-05	3.7804123e-06	7.0124106e-06	3.8302733e-05	2.907524e-06
i	0.17131895	0.06792549	0.103527986	0.052177522	0.030737009	0.017042587	0.01578742	0.031799354	0.5096837
s	0.0001412477	0.033409666	0.9279557	0.03179641	0.0012375338	0.00024531846	0.0005352803	0.002745578	0.0019332262
e	0.0003853472	0.112593755	0.3474289	0.42945626	0.07740691	0.0044196397	0.004825169	0.018045831	0.0054382044
s	5.532533e-05	0.0021283408	0.32972342	0.59460914	0.04847075	0.0120404735	0.009235449	0.0026327807	0.0011043424
i	1.8217837e-05	0.0012565268	0.03301851	0.6126134	0.3337882	0.0042010522	0.0031554548	0.008918701	0.0030300166
t	3.99549e-05	0.00067062926	0.028779112	0.43917298	0.43572125	0.0490699	0.037939914	0.0062766774	0.0023296678
t	3.669835e-06	0.00012407654	0.0016919906	0.18777724	0.79239684	0.0062576532	0.0029868416	0.0061519304	0.002609663
à	0.0047189854	0.012302082	0.557307	0.07777261	0.075179785	0.0048562516	0.0061625633	0.020702615	0.24099806
a	2.16007e-05	0.0037886468	0.15937434	0.08355975	0.3447815	0.07111006	0.06138261	0.046619445	0.22936206
n	2.2641642e-07	3.6696258e-06	0.0002297896	0.013404967	0.571399	0.3444122	0.037416283	0.018558368	0.01457555
k	5.7691466e-07	2.1180174e-05	5.6056215e-05	0.004467977	0.8721003	0.028071128	0.02341479	0.061696462	0.01017145
ò	0.00053107337	0.004192781	0.03468489	0.045762576	0.11856729	0.00698211	0.013818581	0.08783118	0.6876295
r	5.7653256e-07	0.00011931254	0.002874566	0.0027591176	0.13821827	0.05833904	0.10278203	0.0831844	0.61172265
a	5.431602e-07	3.1392232e-05	0.0004400989	0.00082126237	0.65833116	0.056037024	0.0650635	0.16829659	0.050978422
e	7.3151045e-07	5.5264486e-06	1.8762572e-05	0.0012178444	0.02831291	0.20312425	0.23893884	0.07308513	0.45529598
n	2.1090456e-07	6.6252646e-06	0.00015116396	0.00010737106	0.022750124	0.5043075	0.09514078	0.2575478	0.11998842
è	3.296829e-07	2.7092483e-05	7.395376e-05	4.6703564e-05	0.033149056	0.03438925	0.08631814	0.7973905	0.04860501
p	3.9472934e-07	1.0353525e-05	1.2166924e-05	0.00021078187	0.0051841536	0.010472408	0.54028547	0.4289179	0.01490629
r	9.579939e-10	3.0116375e-08	1.8656263e-07	1.1198744e-06	0.00362978	0.0011403412	0.03408918	0.9379578	0.023181604
ò	1.4183687e-08	3.3106028e-06	5.2811516e-05	8.396332e-05	0.004159575	0.0023115163	0.009313102	0.8579607	0.126115
n	1.0979896e-10	5.868854e-09	4.7502098e-07	5.316138e-07	0.0002143387	0.00014510809	0.00067263335	0.50658745	0.4923795
t	3.3866195e-11	1.6133693e-09	6.524816e-08	1.8320286e-07	0.00018190405	0.00061777607	0.008180477	0.8355781	0.15544152
o	1.0576239e-09	1.8292079e-07	4.2446427e-06	1.597731e-05	0.00031656277	0.0020145676	0.008610597	0.6105018	0.37853602
</S>	2.615587e-08	1.7531282e-07	3.2248483e-06	2.8078006e-07	4.378743e-06	0.00011652615	0.00016256978	0.11139802	0.8883148
