 	lo	sentii	che	viene	</S>
t	0.7721551	0.02567858	0.001105356	0.047992025	0.153069
o	0.97926986	0.0143755395	0.0026407186	0.0032391932	0.00047456136
n	0.23934117	0.71490884	0.02770813	0.0105612045	0.007480714
ì	0.184181	0.7607359	0.035384644	0.0140330065	0.005665437
k	0.025759678	0.83080375	0.06714692	0.061823726	0.014465877
u	0.0119137885	0.8465675	0.09249856	0.0366931	0.012327038
s	0.0015020766	0.0227048	0.5795605	0.31784564	0.07838698
a	2.0191259e-05	0.040910162	0.838141	0.08915564	0.031772994
n	6.915957e-05	0.0013245546	0.58081573	0.339397	0.07839359
a	4.6906825e-06	0.0023606163	0.79153705	0.1784681	0.027629647
r	5.1102154e-05	0.00033420496	0.20135024	0.65979856	0.13846587
t	8.715692e-07	0.0010901835	0.1738162	0.7372279	0.08786478
i	0.003677503	0.0039822035	0.037569888	0.61124164	0.34352878
</S>	1.1533649e-06	1.410299e-05	0.0048737284	0.34043926	0.6546718
