 	non	mi	aspetti	che	non	vengo	</S>
m	0.1407532	0.013090289	0.08562512	0.011982387	0.0125878835	0.2296194	0.50634176
ì	0.9058551	0.030422244	0.004307042	0.0031028052	0.00034367383	0.053377323	0.0025918332
m	0.0032047392	0.016044691	0.019785782	0.07722596	0.07266829	0.7871578	0.023912733
e	0.09226416	0.14391316	0.102678694	0.15959553	0.048177756	0.34633508	0.107035644
m	0.015334482	0.06203244	0.5060891	0.066517144	0.011436229	0.18571322	0.15287735
ì	0.021716932	0.52353334	0.23375395	0.1121369	0.004841527	0.06751736	0.03650001
n	0.00044655707	0.011360619	0.78827655	0.11648889	0.020773271	0.05153412	0.011119948
e	0.0045804414	0.023812301	0.22622883	0.24654596	0.010813596	0.44502705	0.042991877
k	9.860406e-06	0.00067554833	0.055551134	0.77183205	0.11675859	0.023897942	0.03127494
a	3.1742835e-05	0.00046241813	0.019249747	0.8995198	0.022778142	0.04562339	0.012334709
e	5.5657124e-06	6.1579594e-05	0.01246714	0.62532884	0.31208515	0.026724251	0.02332752
n	2.773574e-05	2.2543125e-05	0.013488662	0.44689447	0.34460327	0.16072635	0.0342371
è	0.00018407061	0.00011442629	0.0019220957	0.12585124	0.04164148	0.8093537	0.020933041
r	7.1949195e-08	1.0339975e-07	1.7036571e-05	0.008910884	0.039255746	0.94953716	0.0022789943
k	4.205514e-07	2.390692e-07	2.7939643e-06	0.0004125492	0.00022599795	0.99880064	0.00055737956
u	0.0007223075	0.00071571313	0.046180047	0.078379795	0.0123896515	0.53156585	0.33004665
m	3.2356772e-07	6.266536e-08	3.0982549e-06	8.684867e-05	0.0002388046	0.037784144	0.9618867
e	1.9426418e-08	2.5978569e-08	1.1691594e-06	0.0018839376	0.0040956163	0.87843114	0.11558806
</S>	2.1251522e-06	1.8467691e-06	6.958009e-05	0.0005161774	0.006917013	0.19005404	0.8024392
