 	non	aveva	dove	aveva	per	stare	</S>
e	0.42212892	0.11981576	0.0035805497	0.008975006	0.010105952	0.011492209	0.42390156
n	0.34237364	0.61401516	0.041971322	0.0012912356	0.00011223236	3.606023e-05	0.00020028447
ì	0.044101544	0.81778055	0.12282188	0.00915607	0.0031741543	0.00081639	0.0021494061
c	0.007035501	0.8364587	0.14323159	0.011140391	0.00033004282	0.00052053673	0.0012833137
h	0.026782244	0.6091241	0.25445062	0.07428602	0.012301723	0.00862201	0.014433271
e	0.03312989	0.6744451	0.22713786	0.011249186	0.003813294	0.0019109021	0.04831379
p	0.00024769874	0.0043708584	0.7905792	0.06975103	0.060003355	0.0033713686	0.07167654
u	0.00015083495	0.0018554229	0.80362046	0.12986621	0.057795316	0.00048863346	0.006223076
ì	2.1984122e-05	6.548735e-05	0.17835508	0.70549816	0.040725265	0.043765392	0.03156867
c	3.7511847e-05	9.3500865e-05	0.0061061666	0.94969946	0.022444949	0.010877812	0.01074067
h	6.3588086e-05	0.00029173127	0.054562956	0.71113145	0.16736758	0.031021245	0.035561487
e	0.0015167926	0.0052619977	0.112744264	0.60506624	0.20395848	0.007158452	0.0642938
n	1.1856235e-06	8.654285e-07	0.0001744553	0.007938485	0.8875196	0.019829705	0.084535725
a	2.9313682e-07	3.89952e-07	0.00020431401	0.050159704	0.90518486	0.020458601	0.023991862
s	1.2426997e-06	5.996805e-07	4.59695e-05	0.003473801	0.16428773	0.7535602	0.078630455
t	4.8256095e-07	4.3848345e-07	2.8126602e-05	0.0060442896	0.7288192	0.19688395	0.06822359
a	7.066824e-06	6.5521444e-06	0.0015858876	0.0036968836	0.74654967	0.026593281	0.22156069
t	6.97776e-07	3.226239e-07	2.7837805e-06	5.832061e-05	0.014721797	0.7514112	0.23380487
ì	9.709645e-08	1.18810405e-07	2.1167998e-06	7.6104065e-05	0.0206656	0.9136688	0.06558714
</S>	6.433529e-10	5.6396543e-10	3.4522174e-07	2.9594945e-05	0.003733674	0.19311373	0.80312264
