 	voglio	che	Maria	che	venga	domani	</S>
i	0.7508207	0.00830403	0.0018135177	0.002896356	0.010425305	0.04874437	0.17699565
t	0.83373374	0.14679173	0.017250126	0.00017406256	0.0006131404	0.00121948	0.0002177831
è	0.7960008	0.18006429	0.019203579	0.0010676557	0.0027153837	0.00070158544	0.00024675127
l	0.7974943	0.15987302	0.03580228	0.0009042867	0.0018851276	0.003495223	0.0005457901
o	0.6476646	0.022104809	0.3238025	0.00081391464	0.0011246064	0.0043697893	0.00011979315
k	0.003403234	0.7948553	0.01698326	0.0391421	0.12061813	0.010371515	0.014626515
a	0.0013793211	0.52600574	0.2328898	0.07253111	0.10018738	0.05048463	0.016522039
i	0.0001568136	0.15277961	0.012720129	0.2322342	0.5557392	0.014424205	0.031945832
M	8.50374e-05	0.0047102734	0.90513045	0.022683866	0.04148942	0.024539717	0.0013613019
a	0.001467618	0.0635785	0.0927369	0.39757377	0.18153852	0.19561122	0.06749347
r	0.00088684645	0.031329703	0.00081987114	0.040948197	0.3269849	0.0022317206	0.5967988
ì	0.0010887722	0.04497319	0.045405876	0.3068592	0.23577486	0.07613283	0.2897653
a	0.0014487876	0.0057514124	0.0189007	0.16752256	0.76405877	0.0041345214	0.038183197
n	2.0062683e-07	8.084973e-06	0.00023307161	0.27553305	0.5719499	0.13579042	0.016485224
a	7.277712e-07	3.3214274e-05	0.0035151022	0.44901988	0.26496795	0.27667743	0.0057856166
r	1.6876829e-06	6.4990374e-05	1.805687e-05	0.025193717	0.92219454	0.048425823	0.004101176
t	1.5220332e-06	1.5944179e-05	0.0013422056	0.1970132	0.16064052	0.59878814	0.042198423
i	0.0011818343	0.0125951655	0.034592092	0.052270126	0.08735894	0.016515708	0.79548615
à	5.2478015e-07	8.538465e-06	1.4807528e-05	0.00721255	0.4054159	0.29260865	0.2947391
v	2.7204626e-08	3.0110036e-07	8.342598e-05	0.00021019884	0.00046738033	0.9948645	0.004374251
v	1.1642451e-09	2.3155413e-09	0.00021341302	9.7906464e-05	4.4990244e-05	0.99948394	0.00015970305
r	7.378607e-07	4.268908e-05	0.00019018077	0.021792216	0.00764248	0.002755389	0.9675763
i	9.8603586e-08	6.4998885e-06	0.00560801	0.011406785	0.007715494	0.025242245	0.95002085
</S>	1.538304e-06	1.2144292e-06	4.0431587e-06	0.00045023471	0.0022343015	0.01688948	0.9804192
