 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.7163865	0.09218102	0.002336571	0.07821705	0.01127148	0.008298025	0.007589755	0.0025575648	0.0040285904	0.011377448	0.06575603
a	0.8078543	0.18564159	0.0002837354	0.0034181266	0.0008996135	0.0010201891	0.00013582532	0.00056110375	0.000118360775	3.5416342e-05	3.166174e-05
p	0.12152382	0.85112554	0.013067958	0.00799958	0.0025750622	0.0013114018	0.0013770545	0.00042623124	0.00014358039	6.703669e-05	0.00038274648
e	0.072507	0.9129614	0.0006483717	0.01094287	0.0012658114	0.0013310056	5.5839082e-05	0.00022912434	2.9961737e-05	1.7901979e-05	1.0660939e-05
t	0.0059650345	0.92289114	0.04406467	0.0116761755	0.0063041546	0.004267183	0.001236818	0.0024754687	0.00037265453	0.00019601487	0.00055060827
ì	0.035942294	0.9104526	0.009083797	0.02017134	0.01104211	0.010072661	0.00057498214	0.0019992131	0.00027645464	0.00015893996	0.00022561074
a	0.008880788	0.90585726	0.05222143	0.028732238	0.0019043237	0.0012802447	0.00012586397	0.00054196257	0.00016736335	0.00016109641	0.00012730013
e	0.00085580925	0.26594302	0.61825645	0.057657328	0.035538085	0.013842986	0.0023697105	0.0035574585	0.000637098	0.0002457708	0.0010962421
s	2.5544798e-05	0.017464062	0.36722785	0.5792681	0.027586725	0.007113916	0.0006018844	0.00042479133	7.3699244e-05	5.4316817e-05	0.00015911266
ò	3.780041e-05	0.0041233352	0.0076794256	0.9559981	0.021982389	0.008105894	0.00058165845	0.001131107	0.00018195888	0.00011302729	6.540613e-05
z	2.3873112e-05	0.0008493165	0.0073552043	0.98491967	0.005445019	0.000993698	0.00023037825	0.00011086333	2.5509802e-05	2.8505774e-05	1.7899225e-05
u	1.1754576e-05	0.0019330828	0.0018685173	0.9899447	0.0045822593	0.0014364547	3.7853337e-05	0.000121268225	3.0379051e-05	2.8495424e-05	5.164613e-06
n	3.7232242e-06	0.00011182889	0.07909182	0.09429973	0.6556539	0.14295968	0.011794455	0.011910393	0.0015414384	0.00056853745	0.0020644506
e	4.725171e-07	4.6791665e-05	0.025577625	0.42439014	0.4323026	0.0994257	0.0041815774	0.010077184	0.0019496575	0.001372962	0.00067529787
f	7.657204e-07	9.359787e-06	0.0034009959	0.01666148	0.6894795	0.24362214	0.03016423	0.010976665	0.002549328	0.0012302218	0.0019053492
à	2.3258701e-07	4.751071e-06	0.0018970009	0.050854158	0.60053825	0.2946652	0.016981164	0.028713234	0.0033974184	0.0013765878	0.0015720617
i	4.2800545e-07	1.7119444e-05	0.003836626	0.027541988	0.5591307	0.36162874	0.02913181	0.014896125	0.0016454505	0.0010956356	0.0010753225
t	1.1923175e-08	7.302549e-08	0.0005127246	0.0002569994	0.17881349	0.6260154	0.12307945	0.06540129	0.0027505395	0.0006746255	0.002495435
o	6.672464e-08	1.2973288e-06	6.6765606e-05	0.0027184493	0.12522034	0.78164035	0.03202672	0.055288043	0.002242923	0.0005114385	0.0002836544
g	1.9436867e-07	1.7973875e-06	0.00014747019	9.4822404e-05	0.023891289	0.42479905	0.42473465	0.114666596	0.008268807	0.0020752181	0.0013200663
e	2.6966197e-07	1.1521987e-06	4.5985016e-05	0.00014422566	0.016637405	0.4395519	0.15828653	0.35517868	0.017818395	0.008339249	0.003996185
l	2.2289903e-07	9.334985e-07	2.8738468e-05	1.6861943e-05	0.012794493	0.21185207	0.34071714	0.3373256	0.058739386	0.029567074	0.008957498
à	2.5559707e-08	1.0362113e-07	8.948388e-06	3.9260613e-05	0.005958329	0.05438716	0.14485191	0.6432023	0.0738282	0.053138435	0.024585249
t	1.3085784e-08	2.836533e-07	7.037013e-06	0.00020079294	0.010567956	0.047090307	0.09500037	0.5836419	0.1731532	0.0376928	0.052645322
o	7.177494e-10	1.1603104e-08	1.2790734e-06	3.4687797e-05	0.0010134438	0.011839554	0.07807387	0.6852803	0.19269621	0.025580926	0.00547967
p	1.5116044e-08	3.3039169e-07	2.8574686e-06	1.874635e-06	0.0001775767	0.0064164083	0.024984377	0.38131866	0.45639303	0.07176076	0.05894413
r	2.0572202e-09	7.518543e-09	1.6823434e-07	1.9288982e-06	7.224378e-05	0.0023341174	0.03753	0.5341157	0.35990593	0.04632984	0.019710114
ì	7.413523e-08	5.1892e-07	0.00015296905	0.00021810837	0.012530085	0.03591917	0.043901607	0.14303537	0.11201905	0.11610917	0.53611386
m	1.2602782e-08	4.645825e-07	3.639763e-06	0.0006435951	0.0043133963	0.0114718145	0.023413463	0.109030105	0.34542137	0.20135976	0.3043424
a	8.70889e-09	5.6934095e-08	1.7550045e-06	3.5852197e-05	0.0009362583	0.004746385	0.08599844	0.2597956	0.5348238	0.09169104	0.021970872
