 	il	ladro	è	entrato	da	qui	</S>
o	0.9033573	0.04159928	0.0014835644	0.010899802	0.0005465455	0.0010757877	0.041037776
l	0.6395161	0.32136503	0.024269184	0.005187382	0.002302687	0.0042302944	0.0031293537
à	0.5628216	0.43652797	0.00036346863	5.468289e-05	6.466587e-05	0.00013437174	3.3221993e-05
d	0.038892914	0.9395315	0.016467053	0.0035101583	0.0004823893	0.0007808784	0.0003352297
r	0.04153338	0.9492432	0.0054286905	0.0013462886	0.00028004355	0.0020020234	0.00016647727
o	0.6149233	0.023118978	0.013749735	0.024078159	0.004763574	0.008469778	0.31089658
i	0.0005334912	0.017902827	0.40685913	0.10440261	0.11469402	0.0050807795	0.35052717
m	2.3596847e-05	0.01325473	0.5730255	0.067425504	0.3085409	0.026619319	0.011110518
b	0.002372963	0.09142377	0.301062	0.035083584	0.33253568	0.20461312	0.032909013
ì	0.001999427	0.017611638	0.061982382	0.035109267	0.018770533	0.012090492	0.85243624
k	0.020727558	0.20565814	0.053517953	0.2992762	0.21206383	0.0051543918	0.20360187
e	0.00031867143	0.04381244	0.031078933	0.22678724	0.4051411	0.09102674	0.20183496
a	3.6552697e-07	2.0924185e-06	0.00015190647	0.0033324363	0.9478591	0.009945364	0.03870875
p	2.9036639e-05	0.000564654	0.004075355	0.03225718	0.2587286	0.6429932	0.061351944
ò	2.9858233e-05	0.001510277	0.00075758196	0.001602685	0.026867364	0.959818	0.009414177
t	1.9758534e-08	0.00010143797	0.0008489661	0.0006265635	0.005730142	0.9420821	0.050610807
t	7.99499e-09	5.976096e-06	8.057788e-05	0.000104015104	0.0005846106	0.98572934	0.0134954015
u	9.314689e-05	0.0038021584	0.103211	0.11077909	0.017109705	0.30622348	0.45878142
</S>	5.943359e-07	2.3724053e-05	3.635678e-05	0.00029566156	0.0025449172	0.054384794	0.9427139
