 	tutto	il	cibo	vuole	girato	</S>
ò	0.9185559	0.0037985512	0.002628724	0.0027792677	0.004835653	0.06740192
l	0.9942747	0.00487344	0.0005048553	0.00016789757	3.0581057e-05	0.00014852475
o	0.9026636	0.09380681	0.000736336	0.0026332014	6.285905e-05	9.713301e-05
o	0.11734135	0.8380144	0.04020417	0.0028234865	0.00018801114	0.0014285432
m	0.027988749	0.5795437	0.37540358	0.015313609	0.00020978722	0.0015405474
a	0.0015821222	0.867889	0.09973135	0.030218463	0.00039296033	0.00018613877
r	0.00070719625	0.43421784	0.44900742	0.10506579	0.0034520552	0.0075495583
ì	0.0004308407	0.20265725	0.55837655	0.2280502	0.0055552158	0.004929973
o	0.013245275	0.31254992	0.55349755	0.10162127	0.0036495684	0.015436373
t	4.6217056e-06	0.0011929686	0.6534389	0.31496552	0.0133004645	0.017097576
è	2.6915788e-05	0.0024673184	0.18748222	0.79931974	0.01001189	0.00069183565
l	0.00022768168	0.001898964	0.039019547	0.95576024	0.0009914377	0.002102083
i	0.00022102527	0.0012684023	0.010447019	0.986949	0.00080957095	0.00030494595
v	0.0021752133	0.0005897888	0.0054677036	0.19433865	0.7401826	0.057246067
o	5.278535e-06	8.462655e-06	0.0031803933	0.7315481	0.19487894	0.070378825
t	1.3786124e-05	1.4332349e-05	0.00018094796	0.0037706213	0.87488204	0.12113825
i	3.1090218e-05	7.435312e-06	0.00015588517	0.027741743	0.86000013	0.11206374
m	1.9643036e-05	1.7328803e-05	0.00012637468	0.00071999535	0.69438744	0.30472922
m	3.585224e-05	5.0109716e-06	4.9278737e-05	0.0045377016	0.70295775	0.2924144
è	1.36503795e-05	4.913591e-05	0.0014270797	0.0051120706	0.28777894	0.70561916
n	3.9364204e-05	3.1109741e-06	0.00013931899	0.0035420961	0.036817227	0.9594588
o	1.913965e-06	6.1484425e-06	0.00024437698	0.008521428	0.036959734	0.9542664
</S>	6.802428e-05	8.72314e-06	6.795315e-05	0.00033582113	0.044966087	0.9545534
