 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.81489503	0.0043053753	0.0127336215	0.0031769425	0.004070374	0.011980146	0.011887732	0.13695066
ì	0.88003206	0.007151151	0.09012189	0.0035192668	0.0072248834	0.0014508313	0.003804712	0.00669516
n	0.9751923	0.015600226	0.007952535	0.000526079	0.000176324	0.00018524542	9.342241e-05	0.00027387578
i	0.8569065	0.035714347	0.09531367	0.0018356375	0.0030123622	0.0012191675	0.0036075953	0.0023907297
e	0.1641027	0.76888347	0.051670607	0.0061217016	0.0016007349	0.0025903124	0.0021142822	0.0029161517
n	0.003064809	0.7876401	0.2052737	0.0021632686	0.0011541449	0.00035534962	9.892625e-05	0.00024972658
è	0.0021147737	0.039706446	0.9472383	0.004537878	0.0037957577	0.0005240921	0.0011670673	0.00091564603
r	0.0006288061	0.031105919	0.9522656	0.012224878	0.0015028454	0.00088046695	0.0008721167	0.0005192972
k	0.00041935456	0.00067310693	0.9982798	0.00020024659	0.0002426427	3.159993e-05	0.00012727416	2.5985564e-05
o	0.14756036	0.066753276	0.27321455	0.029299835	0.04056985	0.07423007	0.025465874	0.3429062
t	7.183795e-05	0.0061352164	0.56509537	0.09259966	0.05979966	0.11716895	0.022207115	0.13692221
t	1.461886e-06	0.004904791	0.7939713	0.068825655	0.08413288	0.028738888	0.009205074	0.010219937
e	0.00040689512	0.027327053	0.41920868	0.053862143	0.10144754	0.19611225	0.025073461	0.17656204
e	7.598487e-06	0.0003154146	0.036564387	0.44363138	0.21594675	0.2303064	0.03406697	0.039161142
t	2.3740486e-06	0.0001639934	0.0071111317	0.12965286	0.76251954	0.09139512	0.004449464	0.0047055124
u	9.964053e-06	6.707144e-05	0.009137127	0.025383305	0.85744965	0.042480666	0.05303909	0.0124331415
s	3.7802827e-05	0.000447077	0.002722729	0.05370988	0.27828774	0.21373902	0.4248609	0.026194783
m	7.6823494e-07	2.4134773e-05	0.00072591833	0.022765353	0.50183415	0.12350489	0.26306057	0.088084176
è	0.00010109175	0.0013972544	0.010442416	0.010714139	0.1567396	0.25359058	0.24576263	0.32125226
n	9.891781e-08	3.8131304e-06	0.00035323016	0.0025625443	0.0073670303	0.04811238	0.24344425	0.6981566
o	3.9478256e-09	2.2353588e-06	7.554622e-05	0.0109281	0.057277825	0.18811902	0.52938914	0.21420813
m	1.8132848e-06	1.847369e-06	1.6561027e-05	0.0003183838	0.002470738	0.009698358	0.5027591	0.48473322
e	3.1837104e-08	6.8214547e-07	1.4445779e-05	0.003120119	0.02329777	0.024464032	0.56250423	0.38659874
t	3.8213793e-07	3.8022415e-06	8.773688e-06	0.00032599	0.00052367104	0.002960448	0.7731711	0.22300586
r	1.1599747e-06	2.1096976e-06	8.648147e-05	0.0008406637	0.002354509	0.0077649644	0.4223897	0.56656045
ò	3.2178835e-07	4.318051e-06	3.0252695e-05	0.0004565819	0.0063082892	0.0037779321	0.522638	0.4667843
m	8.387612e-09	3.5306567e-08	2.355389e-05	4.3275493e-05	0.00042414194	0.00037720296	0.47270226	0.52642953
e	1.5888102e-09	6.697941e-08	1.9944298e-06	0.00082460366	0.0012932518	0.0012291399	0.6358862	0.36076477
</S>	7.5071557e-07	6.596668e-06	2.9705696e-05	0.00011298567	0.00016540452	0.00060166087	0.45371312	0.5453698
