 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.25638062	0.040612876	0.14253302	0.05041323	0.028419387	0.022657067	0.021491967	0.0068876687	0.43060416
ò	0.9669389	0.01185255	0.016542586	0.0032573105	0.0007364425	0.00046757772	9.401218e-05	4.7122947e-05	6.338993e-05
t	0.95876807	0.025545552	0.009021165	0.0051584905	0.00045639192	0.00031407244	4.40327e-05	0.0006485316	4.36927e-05
t	0.94598234	0.017268369	0.03158933	0.0038451212	0.00052721106	0.00054129906	3.8654844e-06	0.00022550116	1.7040229e-05
i	0.41859847	0.23183438	0.025645565	0.02370493	0.096174955	0.086314164	0.021987967	0.028187586	0.06755199
è	0.036988005	0.8572958	0.09030955	0.007407639	0.002779338	0.0023387908	0.00064952683	0.0016140172	0.0006172971
t	0.000776748	0.17032026	0.8232274	0.0054092053	0.00012238837	5.6368302e-05	2.0980815e-05	5.3094755e-05	1.3569338e-05
t	0.015898082	0.16327773	0.8166939	0.0035893244	0.0002761778	0.00016749976	3.8247217e-06	8.806765e-05	5.3270055e-06
a	0.0262635	0.33195254	0.13534418	0.016678978	0.08219772	0.07993071	0.044041008	0.049665328	0.23392604
s	0.00016152159	0.72811127	0.23895569	0.012993164	0.009172485	0.006961475	0.0005536102	0.0019446254	0.0011461031
e	1.4967335e-05	0.37609872	0.5142494	0.048533384	0.035844065	0.016286224	0.00059685356	0.0068632034	0.0015132001
o	9.706853e-07	0.062102452	0.23575489	0.6563898	0.030186038	0.006232967	0.0030707296	0.005050726	0.0012114218
G	2.0214569e-07	0.0013883336	0.024455937	0.9553939	0.016867653	0.000924201	0.0002376845	0.00060675526	0.00012525952
i	7.049727e-07	0.008264509	0.633491	0.33395553	0.021493085	0.0022519052	2.1279311e-05	0.00045695459	6.500605e-05
o	9.3852316e-07	0.036202196	0.04784819	0.27004147	0.4030642	0.13579263	0.06310121	0.021364715	0.02258443
v	1.3087246e-08	0.0001487302	0.003863591	0.9248637	0.06647876	0.0028207903	0.0006048412	0.0009601559	0.00025937054
à	2.1771561e-07	0.00012585612	0.009774932	0.91140026	0.07399699	0.0038741452	7.8068675e-05	0.0006329551	0.00011659165
n	1.9886535e-09	0.00042557772	0.01833183	0.8660294	0.10038555	0.011527785	0.00056948315	0.0025381038	0.00019224347
n	2.3054942e-09	6.135439e-05	0.02254038	0.7055709	0.2521382	0.015480536	0.00017673493	0.0037657977	0.00026613998
i	5.783013e-06	0.027066572	0.042471584	0.11422556	0.31357482	0.061412506	0.05586513	0.021730294	0.3636477
e	3.082246e-08	2.3325365e-05	0.00029892824	0.2293866	0.67527544	0.07609901	0.013298389	0.003252446	0.0023658955
A	2.306454e-08	6.9840653e-06	0.00011256315	0.39596644	0.54551727	0.053876217	0.001534647	0.0028170731	0.00016885118
n	6.756337e-10	2.188294e-05	0.006906868	0.9016635	0.079864174	0.00882187	0.00023225823	0.0024084665	8.1066515e-05
n	1.9376192e-09	2.3715432e-07	0.00040829746	0.71977305	0.2398206	0.03776448	0.00015064566	0.0020597547	2.2892089e-05
a	7.167021e-08	0.0009989836	0.0005946902	0.02544986	0.475498	0.15545894	0.033891346	0.021241333	0.28686687
ì	1.1863391e-08	1.7686536e-06	5.2477344e-06	0.013769457	0.30240852	0.5426053	0.13098443	0.00643988	0.0037853948
s	2.0445907e-09	7.746576e-07	5.5935525e-06	0.03762342	0.08180413	0.8494566	0.025822824	0.004746734	0.00053990644
t	1.456394e-09	5.1631685e-07	3.9678554e-05	0.11447429	0.31279612	0.5610204	0.0017373336	0.009690947	0.00024069325
i	1.1167471e-08	0.00041331223	0.00021780981	0.009574967	0.15290259	0.1821174	0.0443969	0.034308508	0.5760685
g	1.4441056e-08	3.782417e-07	2.6055902e-06	0.0019899139	0.020130027	0.74255294	0.21658668	0.008087301	0.010650171
g	1.1070515e-09	4.5546575e-08	2.0016896e-06	0.012394366	0.13424511	0.70751816	0.03408124	0.07298279	0.03877625
h	2.1555957e-09	0.000101282494	0.0003334775	0.08311452	0.19058663	0.22977123	0.010429038	0.07751766	0.40814614
e	1.0687386e-07	0.0002854541	0.00028550584	0.0067410837	0.043923028	0.21584238	0.02926097	0.009416904	0.6942445
c	2.570155e-07	3.2129572e-07	2.039663e-06	0.0004952085	0.0022116562	0.28943592	0.58511394	0.023596805	0.0991439
è	3.6142037e-08	5.192186e-07	1.8477477e-06	0.00042185033	0.0030018392	0.029561615	0.023407875	0.3973872	0.54621726
p	3.268817e-10	6.91614e-08	3.774029e-06	0.004613505	0.0083303945	0.2307765	0.22668506	0.26865712	0.26093358
l	1.7694926e-10	3.2983167e-09	1.183444e-07	0.0007828312	0.005412462	0.2580075	0.108163916	0.5225272	0.10510595
o	5.594588e-10	1.5900494e-06	1.0141569e-05	0.0025285264	0.022287974	0.081340574	0.02096207	0.49359956	0.37926957
n	2.315249e-07	4.364209e-07	2.7255817e-06	0.00041217057	0.0008175895	0.053757668	0.5123899	0.13907078	0.2935485
n	5.091664e-11	4.9225495e-09	8.561144e-08	0.00014887145	0.000914363	0.018217407	0.024527203	0.5477401	0.40845197
e	9.858677e-10	7.077716e-08	1.00792256e-07	3.4430228e-05	0.00078052416	0.013017759	0.016943647	0.03342069	0.93580276
</S>	4.792451e-07	5.686879e-07	2.7639312e-06	2.589353e-05	9.153984e-05	0.012486891	0.18605183	0.10696159	0.69437844
