 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.68427455	0.10205997	0.05034558	0.019829866	0.016179647	0.0097080525	0.0041088765	0.0069069183	0.0035688633	0.015366898	0.087650806
n	0.14884987	0.8224791	0.024500985	0.002846125	0.0004705182	0.00056284346	0.00014998017	9.657552e-05	5.0206722e-06	8.3682935e-06	3.0581967e-05
ì	0.043873	0.7548786	0.16442063	0.025407905	0.001408908	0.0036613538	0.0019850852	0.003670549	0.00030754268	0.00022685448	0.00015963444
c	0.0019107704	0.82279795	0.15831761	0.009013631	0.0027214447	0.0024573344	0.0015534669	0.000467954	0.00012755525	0.00024151981	0.00039073394
h	0.073200315	0.4548595	0.33163416	0.097161	0.005609773	0.020981662	0.00672669	0.0060611297	0.00080530863	0.0018846272	0.0010757244
e	0.0962011	0.61849445	0.10252162	0.024457473	0.015219626	0.013995648	0.0038331875	0.020997055	0.018440599	0.006355021	0.07948426
n	9.9749916e-05	0.0039605643	0.9421877	0.0461023	0.0021906195	0.00086407614	9.6767915e-05	0.0033318456	0.000566849	0.00011180179	0.00048766367
d	6.884678e-05	0.009742798	0.85249233	0.1273314	0.0025187538	0.0025828404	0.0003205811	0.0040418664	0.00066640356	0.00013182193	0.0001024041
ì	0.0060872883	0.009760197	0.61342305	0.22692823	0.013903439	0.01868505	0.005389532	0.041277543	0.025526043	0.012266208	0.026753435
s	1.7783928e-05	0.00022359578	0.46261445	0.52066547	0.007097099	0.0037455265	0.0006040103	0.004361551	0.00025202418	0.00011782489	0.00030069196
o	1.4830596e-05	0.00035538452	0.38080153	0.55760074	0.019935474	0.01187252	0.0013215349	0.021248542	0.005246348	0.0009157881	0.0006873329
n	1.290124e-06	1.0735119e-05	0.04447456	0.63437164	0.25684568	0.05239784	0.009149625	0.0014474628	0.00037089604	0.00023006827	0.00070013123
t	3.7396515e-07	2.2564787e-05	0.076428466	0.7468681	0.10488319	0.049862508	0.0040463363	0.014050262	0.00289739	0.0005412993	0.00039946497
a	0.0004540685	0.00310534	0.1161097	0.50411713	0.16093539	0.041745115	0.004457388	0.02511101	0.011314599	0.034791112	0.09785925
i	3.2735932e-07	1.2768787e-06	0.004857619	0.4520473	0.37524173	0.12647565	0.016700702	0.0141030485	0.0033190306	0.0028011817	0.0044521
k	9.6467495e-08	6.9870765e-07	0.000301595	0.028992852	0.6458251	0.27197602	0.050098788	0.002219702	0.0001894711	6.3753556e-05	0.0003319485
i	1.309814e-06	5.2077035e-06	0.0008713964	0.10485247	0.37203288	0.43607357	0.053498168	0.027770054	0.0028141227	0.0012196341	0.00086113095
a	4.2332468e-07	1.9950032e-06	0.00023324751	0.02536163	0.3138017	0.36963806	0.27051088	0.015675008	0.0032602404	0.0009297406	0.0005871531
t	1.6149134e-08	1.5433888e-07	1.816927e-05	0.0018191932	0.27634034	0.4321575	0.2708771	0.017137453	0.00086323416	0.00017565902	0.0006112432
è	9.1969537e-07	2.618834e-06	0.00019949354	0.0030157305	0.04568269	0.35595348	0.5150397	0.06513105	0.011161062	0.003555233	0.00025805552
r	1.1483132e-07	2.387607e-07	1.9280116e-05	0.0013670009	0.022962445	0.023527786	0.8418207	0.10471918	0.0034800444	0.001963023	0.00014016562
a	6.869061e-08	7.239119e-08	2.48164e-05	0.004443007	0.02060654	0.13507894	0.5719076	0.22722179	0.013312323	0.0258925	0.0015123334
i	2.476808e-08	1.2102265e-07	1.873717e-05	0.00028969086	0.008419036	0.053347338	0.1991906	0.59808695	0.13283098	0.0046899207	0.0031266855
n	5.526687e-10	5.7604566e-09	1.2806486e-06	5.381168e-05	0.0077269576	0.05738977	0.35951862	0.5355836	0.03497797	0.003610252	0.0011377216
ì	4.548585e-08	2.473003e-07	1.3093126e-05	0.00019556584	0.0061880387	0.06374317	0.47669116	0.3827575	0.057373807	0.011805164	0.0012321679
c	1.538374e-08	2.2671262e-08	2.1375145e-06	0.00014113012	0.0024567507	0.004337126	0.2040772	0.75425047	0.017569425	0.016826473	0.00033921513
h	1.14355466e-07	4.3455053e-08	4.0254527e-06	0.000176676	0.004264963	0.009295489	0.26435232	0.42308086	0.036600895	0.25411266	0.008111923
a	3.004655e-08	1.83549e-06	9.487752e-05	0.009261184	0.032614633	0.053416707	0.36993986	0.38608864	0.081333384	0.010946539	0.056302324
p	5.641296e-09	4.5212794e-08	1.9585798e-06	8.704637e-06	2.6565436e-05	0.000121405654	0.001611684	0.5448889	0.42070106	0.008355962	0.024283761
à	4.6268123e-10	5.8688865e-10	1.1649172e-08	9.4936706e-07	0.00022785061	0.00136585	0.04814429	0.5632475	0.33724776	0.039625384	0.010140484
r	9.46331e-10	1.9985358e-09	8.129187e-08	7.6284914e-06	0.00013868397	0.00033643367	0.005457619	0.74947727	0.08499808	0.15424769	0.005336535
o	2.4846853e-09	1.6798983e-09	1.0528308e-07	5.0378603e-06	9.6166674e-05	0.000265847	0.0050950996	0.71077317	0.18126659	0.09980579	0.0026922312
n	6.416821e-11	2.904403e-09	7.025875e-08	5.287377e-07	7.2025173e-06	2.1353058e-05	0.00024132432	0.13051955	0.5169962	0.27902624	0.07318754
