 	voglio	che	Maria	viene	domani	</S>
t	0.67053974	0.008484722	0.002860312	0.0068678358	0.0836838	0.2275636
è	0.98459816	0.008115389	0.0040438934	0.00208808	0.00097000046	0.00018445341
l	0.9665559	0.019809641	0.0075435806	0.004025108	0.001794319	0.00027144383
o	0.879123	0.0051523345	0.10625034	0.0017456564	0.0075957775	0.00013285871
e	0.019569483	0.84154457	0.0042643496	0.12125287	0.0030812302	0.010287531
M	0.0013494649	0.054012094	0.92204237	0.009260785	0.012863287	0.00047210293
a	0.17244516	0.3041692	0.087689824	0.16057323	0.19514263	0.07997998
r	0.0012687445	0.0775148	0.0007180448	0.6388315	0.0019490245	0.2797179
ì	0.041414667	0.18842846	0.03233718	0.28508314	0.093881786	0.35885477
a	0.013034213	0.055448256	0.04004173	0.8271199	0.0039063017	0.060449563
n	5.0521686e-07	0.00014558193	0.009657277	0.9443351	0.03695698	0.008904535
a	2.715003e-05	0.0035879354	0.15823355	0.43352997	0.3921296	0.0124917785
r	1.3543442e-05	0.0018251541	0.0019213498	0.9478958	0.04055508	0.007789055
t	1.7243308e-05	0.0010489312	0.030577209	0.20596507	0.71662164	0.0457699
i	0.035315234	0.09193313	0.010382877	0.033991035	0.00909293	0.8192848
à	2.8349996e-06	0.0001335253	0.0003238051	0.5293248	0.25928572	0.21092932
v	1.002405e-07	2.6415257e-06	0.00041461948	0.000990816	0.9973604	0.00123143
v	1.1836841e-08	2.6793133e-08	0.0009879876	6.9462214e-05	0.99888235	6.0161048e-05
r	1.3195162e-05	0.00048347045	0.0005028448	0.040703252	0.0031626693	0.9551346
i	3.7312739e-06	6.564751e-05	0.008197694	0.038793713	0.0244022	0.9285371
</S>	2.6246869e-06	6.424406e-06	9.959012e-06	0.007089613	0.031998556	0.96089286
