 	il	morto	vuole	pianto	</S>
o	0.79060614	0.046048783	0.0045025153	0.056576237	0.10226623
p	0.73236406	0.26084995	0.005057277	0.00024071393	0.0014880523
e	0.7891406	0.20434763	0.005711488	0.0005105106	0.00028983594
s	0.121581815	0.8515025	0.024453266	0.00047208834	0.0019903262
a	0.012383729	0.95412374	0.029999407	0.0030345693	0.00045864368
m	0.013155704	0.86226225	0.10098105	0.011398307	0.01220262
m	0.0006551338	0.9630106	0.030006371	0.0046018194	0.0017260377
è	0.040368017	0.8520523	0.0133073125	0.03162864	0.06264377
n	0.06623179	0.54008454	0.19131824	0.10089784	0.10146765
o	0.0010037441	0.7003165	0.23729876	0.047187157	0.014193905
t	7.492653e-05	0.024210006	0.57936686	0.15073758	0.24561058
è	2.4306346e-06	0.008291021	0.967063	0.018209215	0.006434445
l	4.706649e-05	0.002172207	0.9502127	0.033304777	0.014263204
i	0.00013274734	0.0037325348	0.95990753	0.035888128	0.00033901
g	7.59034e-05	7.2461655e-05	0.097200096	0.8111809	0.09147062
l	1.8545461e-07	5.319374e-05	0.6546151	0.28436038	0.060971204
a	0.0007831294	0.0086202705	0.03418532	0.78387254	0.17253882
m	1.4675267e-05	1.2502339e-05	0.0055464064	0.35974735	0.6346791
m	2.821097e-07	1.3614901e-05	0.014350905	0.6496162	0.336019
è	1.7262485e-06	5.8362795e-05	0.002169077	0.41695455	0.5808162
n	3.7758646e-08	1.2843303e-06	0.002123577	0.17522912	0.82264596
o	1.4318624e-07	1.3140875e-05	0.0074867355	0.2675952	0.7249048
</S>	2.7083334e-07	2.809685e-06	0.00024076785	0.07738416	0.922372
