 	ora	che	loro	non	vengono	più	</S>
à	0.87896425	0.0013214655	0.0018447649	0.0021654214	0.005516692	0.010752402	0.09943498
r	0.993127	0.0034208058	0.0011577255	0.0013109582	0.0005342255	0.00023298466	0.00021647103
t	0.99341005	0.004377597	0.0017789928	4.7695798e-05	0.00033384678	3.913133e-05	1.2717223e-05
e	0.073057495	0.1813748	0.1259432	0.07078288	0.047301453	0.120918036	0.38062212
k	0.061149213	0.8080496	0.12426351	0.0008938261	0.0032402705	0.001179117	0.0012244937
a	0.003763643	0.57683307	0.39134243	0.0028583098	0.019055044	0.0037381884	0.002409306
c	0.00024765593	0.6198704	0.32318172	0.042161517	0.005427099	0.0043422007	0.0047694067
ì	0.00013639167	0.14066413	0.8366521	0.0016756308	0.016395058	0.0026566505	0.0018200305
n	0.0014136584	0.109558895	0.81042045	0.059900984	0.013692465	0.0018784913	0.003135078
i	0.00016863996	0.053926	0.89613485	0.0049198866	0.03697154	0.006290003	0.0015891216
e	7.6186254e-05	0.018845512	0.35780016	0.56429666	0.038499657	0.011377763	0.009104112
n	0.00029169134	0.0027574962	0.14846829	0.6658508	0.17008115	0.009692544	0.0028580232
è	0.0008579826	0.0029525394	0.058808006	0.063795075	0.73410916	0.13402477	0.005452476
r	6.226234e-06	0.0007109857	0.00079495885	0.04552049	0.93872815	0.013409573	0.0008295405
k	3.8543176e-06	0.00061405025	0.0021647927	0.000697821	0.974134	0.022174876	0.00021052171
o	0.02949536	0.2558232	0.18505958	0.028836513	0.19330814	0.081935704	0.22554152
t	9.572663e-06	5.7335663e-05	0.00022169943	0.004974274	0.17072378	0.37631354	0.44769982
t	2.2485945e-07	2.1189468e-05	3.331877e-05	0.015194026	0.5650202	0.36178192	0.057949122
e	2.8911343e-06	0.0026202989	0.002180588	0.026391245	0.30936536	0.18226066	0.477179
p	2.6215307e-06	1.6893388e-05	2.0606942e-05	0.0017672989	0.03445139	0.736099	0.22764218
l	1.2103402e-05	6.3745783e-06	8.220723e-06	0.0034254126	0.08853164	0.704291	0.20372525
è	3.5150592e-06	0.00029264853	0.00022761256	0.0019342676	0.18621248	0.5288364	0.28249297
o	3.4640823e-06	4.8237678e-05	6.524262e-05	0.00016000205	0.08053358	0.641239	0.27795044
</S>	1.5404186e-05	1.859578e-05	1.1105499e-05	0.00024791466	0.005925718	0.30516645	0.68861485
