 	possono	essere	ancora	svegli	</S>
i	0.55784935	0.032701377	0.013432115	0.038572155	0.357445
s	0.996653	0.0029870546	0.00015798413	1.9473258e-05	0.00018246485
ò	0.9942492	0.005583315	0.0001434277	3.8225685e-06	2.0289479e-05
z	0.9780636	0.021395514	0.00026911925	2.010249e-05	0.00025167843
o	0.858725	0.14086218	0.00035262894	4.6494202e-05	1.3739676e-05
n	0.02075862	0.9603427	0.011490038	9.607997e-05	0.0073125167
e	0.0013503779	0.98284125	0.014145586	0.0003794403	0.0012832639
ì	0.00020534053	0.9512347	0.04307734	9.8066004e-05	0.00538447
n	0.00012748611	0.9802744	0.018779546	0.00020546421	0.00061313965
e	8.066845e-05	0.99173474	0.008160596	1.6382319e-05	7.603766e-06
a	4.0693994e-05	0.18437698	0.8115784	0.00023357109	0.0037703996
n	5.6170456e-06	0.03290965	0.96003366	0.0036408857	0.0034102264
k	9.8651086e-05	0.03859817	0.9572176	0.0036695139	0.0004160345
ò	0.0003001036	0.048433714	0.060047287	0.012581507	0.87863743
r	0.0011333461	0.059464615	0.034094274	0.0022787726	0.90302896
a	5.2260748e-05	0.089471236	0.8398815	0.012070498	0.05852455
a	5.6534856e-05	0.0011021183	0.49755758	0.19095682	0.3103269
t	2.0034165e-06	0.00060102466	0.115223594	0.6900795	0.19409385
s	0.0001588669	0.010260975	0.56375307	0.4195923	0.00623477
ù	3.084976e-05	0.0034418216	0.13194346	0.5083317	0.35625213
n	9.088315e-05	0.007523381	0.03848248	0.3521398	0.6017635
n	1.6880433e-07	0.0005771319	0.03532947	0.47898266	0.48511058
i	9.799287e-05	0.0052034743	0.0059684184	0.04750044	0.9412297
t	4.0046925e-07	1.694949e-06	0.00035195838	0.8351864	0.16445953
i	1.1193127e-07	3.624471e-05	0.0030462572	0.06532258	0.93159485
</S>	1.2050414e-07	1.1028173e-05	0.00038467627	0.08121745	0.91838676
