 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.7865271	0.030063521	0.007035969	0.0481006	0.0034709275	0.007627936	0.01083524	0.10633874
à	0.98622	0.010175561	0.0010900007	0.0022121079	1.9562354e-05	0.00011129145	0.00015929287	1.2249307e-05
o	0.99264354	0.0056431373	0.00042674234	0.0011542819	2.14453e-05	4.3699536e-05	5.1126637e-05	1.6109649e-05
c	0.23900971	0.73571956	0.013197815	0.011305539	0.00026017943	0.00027399787	9.196502e-05	0.00014133932
e	0.10470425	0.89058554	0.0031284473	0.001487248	1.3273146e-05	3.697845e-05	3.9202787e-05	5.0641415e-06
r	0.037851874	0.8470199	0.047719374	0.0511554	0.002449072	0.005449581	0.00646815	0.0018866422
k	0.00092724507	0.9352625	0.047065347	0.014996379	0.0003157959	0.0005848847	0.0007178093	0.00013008431
è	0.24434328	0.49881595	0.04026533	0.0534404	0.009614535	0.01392386	0.030550411	0.10904627
o	0.0009019605	0.9206588	0.042897765	0.03306036	0.00036091582	0.00083599804	0.0008279088	0.00045625117
n	6.7811893e-06	0.08582706	0.77199805	0.12767321	0.005677604	0.0042694034	0.0029032594	0.0016446649
t	7.675107e-06	0.2068413	0.73842365	0.04827979	0.001108457	0.002056817	0.0030367884	0.00024560728
a	0.0013241528	0.519066	0.26183996	0.043866567	0.01939925	0.01930579	0.035871748	0.09932658
è	1.8159237e-06	0.014530315	0.8113968	0.13985379	0.010665558	0.0057061026	0.011012633	0.006833043
n	2.677556e-07	0.0027909572	0.26582253	0.71644264	0.005964701	0.004602869	0.0037946268	0.0005814203
a	1.6257103e-07	0.010822541	0.7693699	0.2167055	0.0014542023	0.00079246744	0.0008188607	3.643807e-05
f	1.9170818e-06	0.0008356183	0.14113727	0.46972415	0.34198034	0.037286364	0.0063897828	0.0026445352
ù	2.244373e-07	0.00013852108	0.07221731	0.46552822	0.33821258	0.07912451	0.038469788	0.00630887
r	3.2965584e-08	0.00036820024	0.093694106	0.8186666	0.03902832	0.034357585	0.012085056	0.0018000635
n	1.6784284e-07	0.00014911543	0.018440273	0.9230646	0.011892431	0.031487726	0.014834015	0.00013160444
o	0.00017870405	0.087947644	0.20065327	0.0158213	0.08195386	0.034362577	0.034352355	0.54473037
k	4.3726598e-07	1.2423455e-05	0.004352536	0.29287362	0.4141567	0.10180095	0.07903158	0.107771665
a	1.9485016e-09	8.559324e-07	0.0017976499	0.12965274	0.479693	0.3127083	0.05433216	0.02181531
k	6.8534824e-08	5.212607e-06	0.0004231667	0.031131126	0.4116952	0.44221005	0.08055455	0.033980504
à	1.0273824e-07	3.8568055e-06	6.792251e-05	0.0032037974	0.3263882	0.53769225	0.112377144	0.020266725
n	2.8720883e-09	1.2707599e-06	0.0012073555	0.29088417	0.018569287	0.39364773	0.28197387	0.013716286
n	9.812814e-10	2.3757861e-08	2.5122483e-05	0.03395516	0.018086808	0.703135	0.24022964	0.00456831
i	3.053907e-08	0.00023985258	0.02316547	0.036734544	0.08281637	0.080855355	0.08409279	0.69209564
r	2.2390799e-07	1.8045823e-06	3.1632604e-05	0.00328637	0.010965819	0.12848702	0.48870298	0.3685242
ù	3.0510732e-09	4.4953616e-08	1.6466372e-05	0.005624385	0.017485078	0.28936285	0.5258005	0.16171063
s	3.9911738e-10	1.366942e-08	7.445177e-06	0.0058006076	0.0007852418	0.027008811	0.83881116	0.12758674
t	2.8589373e-10	2.1819715e-09	8.2124876e-07	0.0015914335	0.00080814847	0.09764638	0.8794756	0.020477634
i	4.0924103e-10	2.652856e-06	0.00047393408	0.009147947	0.012123604	0.014879004	0.18433924	0.77903366
k	7.1934345e-08	4.1824435e-07	1.3654249e-06	0.0001970909	0.00011355007	0.003287456	0.54990304	0.44649702
u	5.97645e-10	7.824585e-09	1.6019861e-06	0.0006838998	0.0006945067	0.025286349	0.79533875	0.17799492
</S>	2.373332e-08	2.8034069e-07	4.65563e-06	0.000427773	0.00020897907	0.0024845602	0.4623453	0.53452843
