 	voglio	che	Maria	venga	domani	</S>
i	0.6557329	0.00874421	0.003814942	0.00843961	0.0902053	0.233063
t	0.8974402	0.08755961	0.011510597	0.00082368543	0.0023805052	0.00028537022
è	0.89061064	0.098044604	0.0078075025	0.0019838274	0.0012737135	0.00027971662
l	0.8318426	0.10787323	0.047828075	0.0039133346	0.008055965	0.0004866992
o	0.6892094	0.00895154	0.28060806	0.0016603309	0.019398734	0.00017203068
n	0.0043280898	0.74362177	0.018369533	0.21170793	0.0066195056	0.015353194
a	0.0023287483	0.44893155	0.27062407	0.16514134	0.082929224	0.030045116
r	0.0001050605	0.1527586	0.018893784	0.807509	0.0068205474	0.013912901
t	0.0020753997	0.16023307	0.40054736	0.15683296	0.22905226	0.05125901
i	0.12918779	0.11619512	0.008048828	0.108138055	0.006312556	0.63211775
à	2.8868224e-06	0.00072068535	0.007464907	0.9827542	0.0045316066	0.0045257523
v	3.5127625e-05	0.0015491832	0.40782624	0.044759523	0.54463476	0.0011951493
v	7.484314e-06	1.8442366e-05	0.56236637	0.006846286	0.4307119	4.9569335e-05
r	0.0012229901	0.027569566	0.004856674	0.04887025	0.0064414274	0.91103905
i	0.00089202425	0.0043350314	0.04570733	0.08816243	0.043634787	0.81726843
i	2.3262382e-06	2.8342383e-05	0.00016626019	0.759453	0.057907116	0.18244298
M	4.2077763e-06	8.722703e-05	0.00031901544	0.07469043	0.8735958	0.051303346
a	1.9737598e-05	0.00029152105	0.011322049	0.03258153	0.061750982	0.89403415
r	0.00024098688	0.0015567103	0.0017016226	0.18769859	0.022897245	0.7859048
ì	1.3542433e-05	9.860729e-05	0.0016514031	0.03703461	0.043035615	0.9181662
a	0.0002646519	0.00040911572	0.0056728367	0.13238984	0.21866083	0.64260274
</S>	1.2825283e-05	1.5302643e-05	9.032595e-05	0.0021865617	0.0514119	0.94628304
