 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.112314865	0.018939456	0.03149307	0.028558372	0.027338441	0.041537844	0.017525459	0.033940308	0.02265788	0.18502234	0.020298174	0.12686056	0.09188342	0.012342277	0.033062767	0.032286428	0.0012763283	0.012542451	0.017451823	0.13266768
v	0.96347356	0.033673234	0.0019852389	8.19613e-05	0.0001977979	0.000115918556	9.1024915e-05	7.9949285e-05	7.740738e-05	6.359376e-05	3.4291905e-05	2.9411867e-05	3.7651193e-05	3.0430589e-05	7.704793e-06	9.059972e-06	3.6508363e-06	1.1716522e-06	3.9752834e-07	6.473092e-06
ò	0.9220908	0.059169997	0.014876065	0.00044589248	0.0012764992	0.00028814224	0.0010262723	0.00011260657	0.00020301895	2.9566829e-05	0.00010690423	1.2000786e-05	2.2981763e-05	0.00022004108	1.08907e-05	3.7092508e-05	5.1548748e-05	7.6108404e-06	5.9792487e-06	6.0523735e-06
d	0.045168385	0.9177381	0.028442742	0.00060245936	0.004684152	0.00088243064	0.001139348	0.00041339052	0.0004697734	0.000111763555	0.00010016768	3.8051137e-05	4.9078582e-05	8.0294485e-05	1.0714592e-05	1.2864194e-05	3.682728e-05	5.153739e-06	4.4116246e-06	9.880285e-06
ò	0.005932656	0.82024616	0.170675	7.374041e-05	0.0015052609	0.00019124766	0.0011808845	3.5835055e-05	5.8838097e-05	6.554597e-06	2.1421632e-05	2.3434386e-06	4.093755e-06	3.8863804e-05	1.8494492e-06	4.4793287e-06	1.4847206e-05	1.8750387e-06	2.509821e-06	1.6236427e-06
p	0.0019172983	0.92704993	0.070502	0.00011101176	0.00022801456	4.857382e-05	0.00010854447	1.0278602e-05	1.2800542e-05	2.2801582e-06	2.6842195e-06	8.604871e-07	1.1476799e-06	2.6510202e-06	2.469909e-07	3.8795662e-07	5.9473143e-07	1.2776185e-07	8.7729674e-08	3.0747137e-07
o	0.00022919916	0.81788903	0.165506	0.0006310547	0.0074732383	0.0011466332	0.0065679816	6.801709e-05	0.00013017123	1.2742391e-05	4.5440916e-05	3.3559772e-06	5.9246718e-06	0.0001600097	2.8187621e-06	1.464094e-05	8.9106645e-05	5.887823e-06	1.451706e-05	4.1899502e-06
j	7.030259e-05	0.36107454	0.632498	0.0029216316	0.0012151143	0.0005893587	0.0003374875	0.00026811025	0.00023494255	0.0002174242	0.0001021865	0.00011659841	0.00013231231	9.455809e-05	3.0156993e-05	3.6652178e-05	2.5355823e-05	5.424918e-06	1.9346e-06	2.7919988e-05
u	0.000116585885	0.51134783	0.41716287	0.013603741	0.02851903	0.0061787763	0.020655304	0.0003242505	0.0007668033	2.6988619e-05	0.00020382155	7.1645563e-06	1.309795e-05	0.00069507386	7.99171e-06	7.013265e-05	0.00017989693	3.553275e-05	7.198564e-05	1.3135527e-05
r	1.352465e-05	0.036798205	0.56376636	0.06213753	0.10723038	0.036634825	0.055341315	0.019575277	0.02292035	0.016365664	0.00969738	0.010292539	0.010394101	0.017429268	0.0032113018	0.0074845264	0.013911888	0.001952125	0.0017890802	0.0030543495
ì	0.00011818749	0.09810369	0.57082343	0.17759982	0.06516395	0.029926669	0.04624554	0.0017423898	0.0033355933	0.00014726355	0.0013127623	3.5865472e-05	8.809188e-05	0.0037179592	6.164713e-05	0.0004783276	0.00068756315	0.00014100758	0.00019719145	7.3043135e-05
z	1.5291371e-06	0.015430348	0.9272414	0.017383024	0.023819989	0.005177316	0.0057730637	0.001503349	0.0015165698	0.00048877887	0.00043953638	0.00014906509	0.00023858955	0.00053819007	3.87898e-05	6.716186e-05	0.00013972766	1.2366765e-05	1.0784016e-05	3.0506713e-05
o	4.768901e-06	0.0084551675	0.9653536	0.00087610935	0.015602475	0.0020938169	0.0071374504	7.015605e-05	0.00014604733	6.2422396e-06	4.2168907e-05	1.9246245e-06	3.5511557e-06	0.00012450237	2.2639977e-06	1.3331009e-05	4.2025542e-05	6.9348857e-06	1.4932783e-05	2.5084175e-06
v	8.541284e-08	0.00029361565	0.94183046	0.04135136	0.008965085	0.0049869767	0.00096801313	0.000496036	0.0002829243	0.00020667663	0.00010893109	0.00011792376	0.00013014214	9.869469e-05	3.714757e-05	4.630635e-05	3.2009957e-05	8.109764e-06	2.7745098e-06	3.6753987e-05
e	2.191731e-07	0.00058803393	0.33329454	0.2788054	0.27959514	0.04394831	0.05489167	0.0014589749	0.0025029234	0.0001349996	0.0007479774	3.230253e-05	6.22476e-05	0.0025111288	3.462104e-05	0.0002747224	0.0007675357	9.8786855e-05	0.0002040024	4.6424884e-05
k	1.8636929e-07	0.00017814404	0.36582968	0.09235062	0.39571843	0.10432997	0.019225057	0.008671092	0.0040723304	0.0027151173	0.0010507908	0.0013947744	0.0013831418	0.00092704146	0.00034307782	0.0004369506	0.00091803895	9.3983064e-05	5.0356004e-05	0.00031120973
k	1.05740256e-07	2.4739258e-05	0.062366836	0.21305233	0.5563246	0.09002004	0.070827276	0.00150813	0.002274391	8.807173e-05	0.0005816999	2.0099302e-05	4.1768948e-05	0.0019056005	2.6292546e-05	0.00022202804	0.0004682366	7.378162e-05	0.00013988932	3.4071774e-05
i	0.00019118228	0.014643839	0.12250885	0.58394784	0.01701937	0.07117951	0.024138015	0.01151876	0.008018142	0.017113427	0.009338555	0.01058641	0.01257677	0.009973696	0.010300998	0.018433856	0.0006605183	0.0088575585	0.01095275	0.038039993
a	5.805981e-07	1.5860096e-05	0.052260168	0.28437203	0.14659926	0.32639968	0.039579216	0.04041824	0.015194643	0.017145036	0.008063283	0.0130503345	0.014128134	0.011378092	0.005350828	0.009193632	0.001570369	0.0036586658	0.0034386131	0.008183398
r	1.4178766e-08	7.628637e-06	0.0161323	0.010032002	0.45428234	0.40135112	0.06547417	0.028902212	0.009177018	0.0045847753	0.0015322403	0.0023557744	0.0020727653	0.0011468609	0.0005695024	0.00070812786	0.0006652401	0.00023735696	0.000121057055	0.00064749393
