 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.8757548	0.023041114	0.0007955729	0.000590707	0.00486196	0.013759802	0.0009599914	0.08023608
i	0.97450554	0.024599947	0.00039890414	1.2950292e-05	6.1286744e-05	0.00024457046	0.00013108428	4.5693363e-05
n	0.9107823	0.04298849	0.0152262375	0.011390991	0.0074695675	0.006133117	0.003083325	0.002926076
a	0.86337644	0.13013497	0.005267542	0.0001193025	0.00022425223	0.0004334956	0.0002997483	0.00014418046
d	0.083989896	0.6935216	0.13911153	0.04456414	0.011047831	0.009378426	0.011168884	0.0072176997
r	0.021861415	0.88102394	0.09145186	0.00061135	0.00086148665	0.002082766	0.0016325787	0.00047460388
e	0.35569614	0.49666905	0.017294945	0.0025723856	0.0063833315	0.009042854	0.0018384345	0.110502906
f	0.002596103	0.9844994	0.003962588	0.0003116763	0.00046591036	0.0024946723	0.00041510598	0.0052547054
f	0.0070776115	0.40564662	0.47321433	0.0043704063	0.02372871	0.04842919	0.014296077	0.023236956
ì	0.06534099	0.4497886	0.05181112	0.007547649	0.015205721	0.02335228	0.006216199	0.38073736
m	0.0016795128	0.99052864	0.0031584287	0.00033610282	0.000361553	0.0018873585	2.3588898e-05	0.002024817
m	0.0036965006	0.79135317	0.18024878	0.0017984767	0.005793795	0.007812084	0.0014148442	0.0078823855
u	0.053916	0.6499156	0.047679637	0.002905621	0.0073210984	0.011912965	0.0036591655	0.22268993
a	2.9635821e-05	0.20076293	0.6199351	0.07198175	0.0298177	0.039807715	0.0018055992	0.035859674
n	2.813451e-06	0.0032725509	0.43412426	0.4491736	0.09343907	0.014273372	0.003234338	0.0024800987
k	2.2548034e-05	0.0027411703	0.9390233	0.022710444	0.021449182	0.0061735827	0.006941027	0.00093871215
ò	0.0016060346	0.008663712	0.20312135	0.010732644	0.0248276	0.041382033	0.015889755	0.69377685
r	0.000119001845	0.0047210064	0.16574268	0.04402922	0.09002357	0.35490668	0.0013980612	0.33905986
a	1.1413762e-05	0.0002159993	0.5873792	0.029754765	0.20974873	0.107981235	0.023176529	0.04173216
e	1.6928889e-06	0.00026741225	0.033126894	0.16461703	0.1947715	0.49575254	0.0073106242	0.10415231
n	1.2807766e-06	0.0004794691	0.011800171	0.29553452	0.27280965	0.21188244	0.18404645	0.023445988
ì	2.6363827e-05	0.0012789082	0.019605063	0.016910762	0.16851704	0.18285985	0.59686846	0.013933569
r	1.1762277e-07	2.8973277e-06	0.0013713517	0.0038747669	0.11724234	0.42347696	0.4506986	0.0033329057
t	6.262259e-08	8.3088656e-07	0.0006910502	0.00017725478	0.035678323	0.12536393	0.8338627	0.004225895
e	3.816787e-06	2.8907125e-05	0.041435536	0.04614131	0.06163823	0.031089947	0.35150445	0.46815777
e	2.3931767e-07	1.41650335e-05	4.4174874e-05	0.00026326353	0.00057973905	0.09373693	0.16267312	0.7426883
t	8.243026e-07	0.00042107602	0.00014807409	0.007907334	0.005813405	0.03397576	0.48392403	0.46780944
t	1.3568871e-07	4.335205e-06	6.30217e-05	8.1836224e-05	0.0023056876	0.0050320616	0.8795209	0.11299213
ù	2.2534609e-08	1.3517104e-07	0.00025345915	0.0011926984	0.006265907	0.002861847	0.7703134	0.2191126
</S>	7.4159695e-10	1.02696355e-07	1.1254556e-05	4.717352e-05	0.00029699225	0.0021964354	0.2488185	0.7486295
