 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.50575155	0.23743376	0.058088508	0.0032273869	0.016256768	0.035349213	0.008017288	0.030710112	0.10516544
n	0.18811782	0.80153716	0.004749634	0.0026068771	0.002764699	0.00014528641	3.1722982e-05	1.1237869e-05	3.550377e-05
e	0.010693434	0.9272196	0.04547759	0.0077784886	0.0062285378	0.0018312809	0.000525847	0.00013277601	0.0001122852
s	0.018328538	0.8656666	0.09803727	0.011768507	0.0051552975	0.0005346883	0.0002045129	5.5689554e-05	0.0002489063
p	0.0037321397	0.81207365	0.10348193	0.043908197	0.032441337	0.0037822416	0.00031479553	0.00023807198	2.7563194e-05
ì	0.0568497	0.2281628	0.19809218	0.048903674	0.023573402	0.14670675	0.046395212	0.09697695	0.15433925
c	0.0024089166	0.044624906	0.7255661	0.1539886	0.037760578	0.031189473	0.0025163528	0.0011302285	0.0008147422
c	0.0042207562	0.0842003	0.672525	0.10798651	0.08223404	0.04295624	0.0028711834	0.0025118513	0.00049412914
e	0.031375106	0.056817852	0.72705704	0.059384003	0.012032441	0.010607661	0.0056288047	0.0072998824	0.089797154
t	9.969114e-06	0.00030684596	0.2112558	0.6286372	0.02574398	0.059016854	0.015378753	0.025143832	0.034506727
s	0.000119519995	0.0011119848	0.04717133	0.8306383	0.05988135	0.032278616	0.015128309	0.011328333	0.002342246
a	0.010601721	0.017861808	0.22726311	0.4414514	0.04494631	0.06607177	0.036399603	0.05016132	0.105243005
o	1.3171907e-05	5.401445e-05	0.024240287	0.573388	0.23569055	0.121406205	0.013981932	0.019024607	0.012201273
s	1.2151915e-05	7.5065236e-06	0.001961838	0.062976606	0.918266	0.01082664	0.003464774	0.0012392435	0.0012451604
ò	3.4211341e-06	8.600271e-06	0.0053188843	0.08460996	0.861875	0.035720695	0.0071856007	0.0047509233	0.00052689505
z	2.192343e-07	3.9600855e-06	0.0004446141	0.0013150453	0.98147064	0.015033529	0.0012458503	0.0003937427	9.24557e-05
o	1.2175597e-07	2.1180203e-06	8.294034e-05	0.00048585836	0.9758103	0.02292882	0.0004353765	0.00024731745	7.148844e-06
s	1.2002166e-06	1.6637681e-06	0.00010209798	0.011733813	0.7827572	0.14410715	0.055555444	0.0025305825	0.0032108028
p	2.294169e-08	2.0106556e-07	2.1033124e-05	0.0025163344	0.6094396	0.30355078	0.06306828	0.016501307	0.0049024094
i	0.00029855632	0.0010431078	0.005278529	0.092029646	0.33648473	0.11371971	0.03253827	0.05071737	0.3678901
c	2.6252607e-07	8.495525e-07	1.5999645e-06	0.00031115033	0.03529666	0.7202026	0.19653468	0.03066282	0.016989425
c	4.9825054e-08	5.338537e-07	3.4278193e-05	0.0011503611	0.028839312	0.49585658	0.19110192	0.20238319	0.0806337
è	2.0350797e-05	0.0002697443	0.027428735	0.080486484	0.25128254	0.21343042	0.02343405	0.1723425	0.2313052
t	2.735171e-08	1.1531595e-06	4.1134995e-06	0.0001890216	0.006660864	0.85958374	0.06770008	0.051441018	0.014420064
s	1.336224e-09	2.3075609e-08	1.2807271e-06	2.1717582e-05	0.009464407	0.5065281	0.3701395	0.099102035	0.014743021
i	5.5140204e-06	6.090582e-05	0.00020039885	0.016717993	0.027862243	0.25211355	0.06178874	0.09924433	0.5420063
t	5.707151e-08	5.1924467e-08	8.399047e-08	8.18641e-07	9.871287e-05	0.05496744	0.661232	0.18895607	0.09474471
s	4.2664056e-10	3.4301976e-08	3.2418375e-06	3.2407264e-05	0.0011439577	0.04715686	0.46737817	0.3465861	0.13769923
e	3.456594e-08	1.0111725e-07	6.0806506e-06	0.00034780844	0.0008274307	0.03459272	0.08951243	0.10503878	0.7696746
g	4.7057146e-08	8.741429e-08	1.2855234e-07	3.3712803e-07	1.0962996e-05	0.008570259	0.3883708	0.3920407	0.2110066
r	6.6172157e-09	2.6879908e-07	5.0477925e-06	7.540436e-06	0.00011903678	0.0017848238	0.1416988	0.38820565	0.46817878
à	6.488354e-08	2.6288012e-07	5.4319307e-06	5.5323955e-05	0.0005087681	0.010895768	0.045612942	0.62536323	0.31755826
t	3.62807e-11	1.0940805e-09	2.1262476e-08	1.1185901e-07	1.7462497e-05	0.0018465861	0.0040349304	0.8661699	0.127931
s	1.3785587e-11	9.1693986e-10	2.9906047e-07	1.9238942e-06	0.00010056935	0.0018159864	0.02497016	0.6436758	0.32943532
i	1.7231898e-08	2.0385792e-07	3.762942e-06	4.840326e-05	0.0004221061	0.008005863	0.004942963	0.1072392	0.8793375
</S>	2.822516e-07	1.0424736e-06	2.5345753e-06	9.1380815e-07	5.2179935e-06	0.00022767528	0.004015319	0.16004024	0.8357068
