 	mio	padre	ha	lavorato	sempre	</S>
o	0.8919522	0.022656688	0.0020822822	0.011668082	0.013805672	0.05783508
c	0.529022	0.4521531	0.011976141	0.0052581737	0.0006864148	0.00090419437
i	0.32349962	0.67123246	0.002695704	0.0022666876	0.00025917942	4.6362296e-05
ù	0.0748234	0.88646483	0.027361289	0.007808028	0.0027716614	0.0007707783
r	0.0018012152	0.9850038	0.011296334	0.0017333488	0.00014091817	2.4308254e-05
i	0.012461803	0.9738612	0.009113581	0.0044583213	9.757548e-05	7.5225057e-06
m	0.0009279343	0.32409626	0.60153747	0.070358284	0.0019567783	0.0011231786
m	0.00021875431	0.0380123	0.8519306	0.09030655	0.011074729	0.008457161
u	0.17084034	0.24225034	0.13666822	0.11105888	0.028159302	0.31102294
è	5.9369868e-05	0.0069134273	0.17826562	0.6385996	0.091371536	0.08479047
p	3.450466e-06	0.0052038734	0.038006674	0.9091111	0.04715743	0.0005175272
o	4.4564836e-06	0.004038802	0.017011387	0.9746718	0.0041922624	8.133938e-05
l	1.6283604e-05	0.00037016274	0.0077039804	0.9352043	0.04367019	0.013035079
e	5.4632296e-06	0.00049983995	0.017905839	0.3579143	0.5284326	0.09524191
m	1.6036793e-05	0.00011065945	0.0011767326	0.1554747	0.38604227	0.45717958
i	1.2664008e-06	5.2535852e-05	0.0038879781	0.07053495	0.5585175	0.36700574
m	9.3046765e-06	3.579148e-05	0.00015015955	0.01843698	0.43578196	0.5455858
m	1.7166602e-06	4.441515e-06	0.00012491674	0.007551286	0.5360984	0.45621914
è	3.4587783e-06	3.732223e-05	0.0006469236	0.022265589	0.43827492	0.5387718
n	9.0056576e-09	6.403269e-07	2.7612477e-06	0.00039430233	0.8673668	0.13223551
a	1.4881776e-07	1.1981541e-05	0.00017257476	0.0013365612	0.73790985	0.26056883
p	3.2851653e-07	2.563732e-06	2.3208297e-05	0.0004673318	0.8655193	0.13398734
à	7.8514715e-09	2.936089e-07	1.3499578e-05	0.0002975197	0.76617867	0.23350999
n	1.2238474e-08	1.7847747e-06	1.660609e-05	0.00060875854	0.951125	0.048247833
t	7.73635e-10	4.866647e-08	1.811732e-06	0.000109751374	0.96282524	0.037063178
a	1.3406157e-07	9.493995e-06	0.00064936106	0.0010714887	0.80635035	0.19191921
</S>	4.4962853e-06	1.4052561e-05	2.6390437e-06	0.00012757396	0.39810222	0.60174906
