 	questo	muro	vuole	uno	specchio	</S>
c	0.32324526	0.0032427309	0.010917895	0.054166052	0.063987695	0.5444403
ì	0.83564407	0.019908484	0.06749987	0.060912117	0.006566054	0.00946943
t	0.83120006	0.06346675	0.04940114	0.03844526	0.009066253	0.008420557
t	0.55520785	0.26736847	0.07629439	0.066176444	0.029500127	0.0054527353
o	0.556785	0.10197256	0.055888396	0.07143805	0.087739006	0.12617703
t	0.075066954	0.8406263	0.05608011	0.011424723	0.0046792873	0.012122612
ì	0.0052407137	0.92429453	0.05011287	0.011440442	0.007462549	0.0014487687
c	0.0004277223	0.8105492	0.17643033	0.009997031	0.0009872777	0.0016083647
h	0.0023967614	0.61863923	0.29564375	0.05233538	0.014165884	0.016819002
o	0.077569656	0.67138016	0.05804936	0.011037205	0.054060705	0.12790294
t	0.00020583118	0.030356035	0.8136858	0.06471212	0.06496304	0.026077181
è	4.5184825e-06	0.019245042	0.83742714	0.12449949	0.012620797	0.006203054
l	7.411569e-07	0.0020073329	0.9069534	0.06653003	0.005029141	0.019479243
i	1.1718984e-05	0.0005929532	0.76902896	0.22853398	0.00055445434	0.0012779251
è	6.681424e-06	8.78309e-05	0.06878077	0.70719516	0.19493918	0.02899035
n	3.1968092e-08	7.923318e-06	0.028868463	0.9675711	0.0011067938	0.0024455814
a	1.2905982e-08	8.745815e-06	0.052979264	0.944977	0.0013179504	0.0007169878
n	8.537046e-09	9.428554e-06	0.0022236623	0.6510022	0.30745655	0.039308112
j	1.654304e-08	2.1404796e-06	0.0010264118	0.3110956	0.6287085	0.059167314
a	1.3525317e-07	0.0009580977	0.037513603	0.028989647	0.09161076	0.8409278
l	6.913417e-07	1.9110405e-05	0.00015941453	0.025674818	0.5972017	0.37694433
ì	4.7563237e-08	3.0357834e-05	0.01184486	0.03670572	0.052505963	0.898913
</S>	1.3151023e-08	1.3615556e-05	0.00097359734	0.022467095	0.10848893	0.8680568
