 	che	consuma	poco	benzina	</S>
n	0.7658787	0.0756387	0.012447203	0.041538186	0.104497224
a	0.83548385	0.14296715	0.017281441	0.0040326216	0.00023495048
k	0.049517404	0.9004642	0.04468813	0.0030926988	0.002237539
o	0.018983133	0.97418773	0.0051205093	0.0014236808	0.000285038
n	0.0021332682	0.86372155	0.10103779	0.023558075	0.009549281
s	0.0022214793	0.9703977	0.018657211	0.006212458	0.0025110175
u	0.05472829	0.6492613	0.032210127	0.072161056	0.19163926
m	0.0008861538	0.16153066	0.33980507	0.3156106	0.1821675
è	0.0018451341	0.47565424	0.21727377	0.22627355	0.07895324
t	0.0014698996	0.028516725	0.6703192	0.19921273	0.1004815
s	0.0002202664	0.019111635	0.7032287	0.24208464	0.035354745
i	0.050152566	0.1095273	0.034156196	0.12906677	0.67709714
a	3.5287333e-06	0.00023746733	0.8385851	0.11049383	0.050679997
l	9.666956e-07	1.4034782e-05	0.964989	0.02891602	0.00608
ì	7.2782855e-06	0.000118283155	0.20792995	0.7658268	0.026117679
o	2.0497757e-07	2.9606974e-06	0.73978	0.24269004	0.017526772
b	1.7123629e-06	9.528667e-06	0.17714104	0.51478887	0.3080589
e	4.7015693e-08	7.303156e-07	0.046297345	0.940454	0.013247951
n	1.8544647e-06	4.2276934e-06	0.012137227	0.69479066	0.29306605
z	8.7255034e-07	1.4794067e-06	0.00085145753	0.6013704	0.3977758
ì	9.485053e-06	4.258396e-05	0.0131651955	0.73201525	0.2547674
n	9.681801e-08	7.346763e-07	0.012858754	0.7882732	0.19886714
a	1.1569385e-08	1.5117634e-07	0.002601701	0.6906486	0.30674952
</S>	4.6455048e-07	6.887508e-07	0.0015009531	0.13621742	0.8622805
