 	sta	e	dorme	nel	letto	</S>
s	0.60926276	0.14224476	0.010977214	0.0056593055	0.019590061	0.2122659
t	0.9555869	0.027854325	0.014622814	0.0012149804	0.0005717838	0.00014921877
e	0.35616738	0.23820995	0.03147553	0.020769859	0.044159062	0.3092182
c	0.044922017	0.85682535	0.07026446	0.009581375	0.009633408	0.008773384
e	0.11655744	0.5670145	0.27935997	0.025401628	0.005309056	0.0063574053
p	0.0041756807	0.4068605	0.50026375	0.045287587	0.025408031	0.01800442
l	0.0013265791	0.24499577	0.6772219	0.06429709	0.0063077495	0.0058509093
ò	0.029019305	0.08955274	0.54234934	0.06481196	0.021779336	0.25248733
n	0.0150271375	0.059861593	0.56653583	0.17768368	0.049459744	0.13143195
n	0.0004974983	0.016968438	0.5693746	0.32965636	0.06771684	0.015786186
i	0.032174256	0.08465929	0.3364062	0.16193368	0.02549661	0.35932997
s	2.7943195e-05	0.0027348786	0.10856448	0.62326485	0.1931033	0.0723045
t	6.1743303e-06	0.0005789288	0.107134335	0.7423304	0.10269831	0.04725183
o	0.0002226133	0.006648595	0.07287462	0.5518596	0.049201954	0.31919268
g	2.893499e-06	8.128135e-05	0.002589318	0.34847504	0.54550475	0.10334682
r	2.0587102e-06	6.9650356e-05	0.0016667263	0.46972182	0.31017834	0.21836136
à	0.0007881154	0.017605653	0.01846398	0.30848494	0.3924245	0.2622328
t	2.4605526e-05	0.00091457815	0.0009014678	0.0127755385	0.86109316	0.12429061
t	1.8988663e-07	1.43035595e-05	8.653761e-05	0.017615363	0.8665167	0.11576684
i	0.000100665784	0.0016897758	0.0011535321	0.0263263	0.22863516	0.7420946
</S>	1.6414246e-07	8.550694e-07	3.6154663e-06	0.0005658662	0.25372338	0.7457061
