 	i	bambini	non	si	vestono	da	soli	</S>
t	0.7665531	0.068840906	0.0007148171	0.0011117376	0.004565352	0.0021754096	0.03594484	0.12009389
a	0.8591667	0.13602446	0.00016941979	0.00096678745	0.0015474419	0.00015959913	0.0018637998	0.00010178617
p	0.13511333	0.83762866	0.018174872	0.0036396778	0.003587637	0.00045619972	0.00053926086	0.0008603548
e	0.08889928	0.9035355	0.00080198457	0.003895345	0.0021829617	6.519525e-05	0.00055527	6.444824e-05
t	0.0061962768	0.88753086	0.059564665	0.02393896	0.017905546	0.0010789811	0.002073906	0.0017108248
ì	0.035890087	0.8943698	0.011338188	0.04286846	0.0112874275	0.00046074158	0.0028201053	0.00096529396
a	0.018582994	0.9057613	0.031043235	0.029873637	0.0067012184	0.0002997469	0.007166829	0.00057109055
e	0.00044545322	0.21522693	0.36050877	0.3738762	0.034987174	0.0012493866	0.010668064	0.0030380152
n	2.7012298e-05	0.008843985	0.555196	0.35804638	0.07623102	0.00066301046	0.0005292942	0.00046333976
i	0.00027670554	0.015740683	0.08481835	0.42331955	0.457859	0.007367975	0.009221272	0.0013964855
n	0.00011547767	0.0027297093	0.17273508	0.12812121	0.6806975	0.009896885	0.003800757	0.001903412
d	2.2126385e-06	0.00010794425	0.028633289	0.17124031	0.78124905	0.008990775	0.008085908	0.001690456
ì	6.9054244e-05	0.0017907183	0.008767972	0.13491386	0.3614575	0.057693325	0.038813114	0.39649454
n	0.0005832396	0.0058971606	0.0044007497	0.028652823	0.6788782	0.04587629	0.12846547	0.107246056
n	2.241392e-06	0.00015739558	0.0026335295	0.0042685866	0.89894694	0.056686435	0.031087508	0.0062172995
o	0.0044819666	0.013257825	0.032085728	0.15813209	0.24352235	0.067043856	0.06908332	0.41239282
t	3.0506516e-07	9.578031e-06	0.0004495825	0.019274058	0.31186774	0.40866563	0.18200941	0.07772366
t	1.1584997e-07	1.8825632e-06	0.00084658293	0.0033044505	0.63083065	0.31210458	0.03216636	0.020745281
e	2.8306572e-06	5.61451e-05	0.012285002	0.03325325	0.2193476	0.21622182	0.06087253	0.45796078
m	1.1783986e-07	2.7830174e-06	4.8502974e-05	0.0011782105	0.04766018	0.5496962	0.2790535	0.122360565
a	5.8058043e-07	2.5945894e-06	0.0003563117	0.0013064077	0.13084763	0.6215399	0.10985593	0.13609064
n	9.189044e-07	5.341019e-06	7.055436e-05	0.00055017846	0.013110332	0.64864284	0.2675223	0.070097536
e	9.989315e-07	2.97259e-06	5.783269e-05	0.0002217478	0.013366787	0.49794555	0.37960756	0.10879653
c	1.1006044e-06	4.926023e-06	3.966142e-05	0.00039364278	0.002954549	0.21671528	0.6877569	0.09213395
h	5.9459282e-08	2.5181603e-07	9.815247e-06	3.1692947e-05	0.003761787	0.094016515	0.67350996	0.22866994
à	6.8681175e-07	6.3147254e-06	3.3313143e-05	0.0021937864	0.0031782836	0.037250914	0.662391	0.2949457
t	1.4254336e-11	3.8464054e-10	2.2239931e-07	1.6238526e-07	5.1464634e-05	0.0010778729	0.8554114	0.1434589
u	6.603445e-10	9.597265e-09	4.1133208e-06	1.7500678e-06	0.0006828746	0.009037	0.7951195	0.1951548
</S>	1.0326756e-08	2.3417697e-07	6.418879e-06	1.5493895e-05	5.671606e-05	0.0030226868	0.50750047	0.48939794
