 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.79500335	0.015296201	0.009107103	0.012091766	0.0025165824	0.0031962534	0.1627888
a	0.9883295	0.0072174696	0.0037409046	0.00045653194	0.00016935055	3.3882614e-05	5.2291372e-05
n	0.9507968	0.043805398	0.0028020097	0.00136489	0.00023370254	0.00019864988	0.00079856813
o	0.84213424	0.14319879	0.01385647	0.00048023346	0.00021683733	3.6121495e-05	7.719225e-05
n	0.4587974	0.48017904	0.038205322	0.013882057	0.0025216332	0.0022232481	0.004191281
ò	0.06396233	0.8757572	0.05314997	0.0039913487	0.0018204098	0.00028722422	0.0010316024
n	0.42803803	0.52912635	0.04128406	0.0009768344	0.00011850628	5.2506515e-05	0.00040377164
t	0.0058984463	0.8833691	0.107187934	0.0018154938	0.0010827873	0.00026043112	0.00038588277
a	0.07028549	0.6578215	0.02929382	0.02062517	0.011960612	0.034924358	0.17508905
t	0.0020106665	0.6610994	0.304703	0.023398522	0.0009274142	0.0008685065	0.0069925096
e	0.00018847402	0.29633445	0.646579	0.028376747	0.015629875	0.008253034	0.0046385215
s	0.00014993708	0.1405966	0.77587193	0.07175694	0.0048816865	0.0023273649	0.004415493
m	2.4183346e-05	0.026634773	0.89201796	0.051371116	0.021656891	0.0039929627	0.00430219
à	0.04681211	0.32635817	0.36521915	0.027223876	0.012340249	0.0123614855	0.20968491
n	0.00023624	0.01393816	0.84887016	0.084319204	0.0031944956	0.0029955723	0.046446092
t	2.0407238e-06	0.0014280454	0.8810969	0.07230249	0.02944337	0.009233806	0.0064934124
e	0.0031284231	0.08916618	0.46940356	0.034503303	0.027262622	0.040407408	0.3361286
a	1.6403668e-06	0.00016333703	0.110440925	0.82848155	0.023166528	0.005404478	0.032341443
n	7.7510845e-07	1.8599925e-05	0.0086946655	0.72720826	0.23172833	0.021825058	0.010524219
o	3.295979e-06	3.9432904e-05	0.012555234	0.17195873	0.74023765	0.069794655	0.00541096
ò	4.3447217e-06	0.00010375542	0.0033443493	0.08051654	0.6346399	0.27280405	0.008587005
k	8.1250425e-07	9.9821955e-06	0.0049059596	0.854896	0.08764245	0.015384782	0.037160035
a	1.0619624e-07	9.619257e-07	0.001484835	0.046211075	0.8454315	0.09295885	0.013912578
v	1.8081703e-07	5.541648e-06	0.00026339892	0.0038935575	0.13379104	0.7649762	0.09707011
r	1.1936045e-07	7.3210634e-07	6.959974e-05	0.0013085961	0.15642725	0.74474764	0.09744603
è	6.1780065e-07	5.0668878e-05	0.0013569676	0.025114618	0.0788883	0.19203754	0.7025513
c	3.5311608e-08	8.5802384e-07	0.00051427656	0.015465759	0.0049769655	0.012932013	0.96611005
h	4.097412e-07	7.272325e-06	0.0011249889	0.22220595	0.044464204	0.021721147	0.71047604
i	1.6739208e-06	0.00084179867	0.009430957	0.0512821	0.012626589	0.013229158	0.91258776
</S>	1.3678339e-06	3.6785408e-07	8.9875775e-06	0.00022489869	0.0027070937	0.15643807	0.8406192
