 	non	ti	dimentichiamo	mai	</S>
e	0.2212686	0.064997904	0.02801156	0.29667884	0.38904312
s	0.1250534	0.86823726	0.005956112	0.00030071003	0.00045252955
e	0.02073874	0.9537605	0.019312812	0.004723898	0.0014640793
a	0.018418118	0.93955517	0.038262207	0.0013000733	0.0024643685
l	0.0025136813	0.8324332	0.16246442	0.0012895688	0.0012990783
l	0.0001246193	0.026549067	0.9143117	0.058151312	0.00086331763
i	0.03639971	0.071302526	0.38031948	0.14427923	0.36769912
m	0.0028330078	0.045072913	0.31282863	0.092926055	0.54633933
o	0.0042540454	0.046752594	0.5795265	0.25447237	0.11499453
n	9.443456e-05	0.0016716464	0.6013874	0.28327262	0.11357389
ù	0.00019301167	0.0007366689	0.20297548	0.7420457	0.054049082
m	5.288407e-05	0.00240327	0.0020013296	0.93134713	0.064195506
e	2.5941225e-05	0.0031348083	0.025709433	0.955816	0.015313785
m	4.9176565e-06	1.8275912e-05	0.002599878	0.6092041	0.38817284
à	1.8736933e-05	5.5454475e-05	0.00058049016	0.8964366	0.10290873
i	1.0065519e-07	3.5020057e-05	4.4337565e-05	0.9636071	0.036313403
</S>	3.2595264e-05	1.0628445e-05	0.00033389838	0.24723971	0.7523832
