 	avete	cucinato	le	verdure	</S>
i	0.8590546	0.025257953	0.0022026354	0.016913312	0.0965715
m	0.8200898	0.1743739	0.002207625	0.00034467535	0.0029838558
a	0.41637573	0.56765354	0.012256195	0.001908954	0.0018055507
r	0.05951506	0.90582967	0.02320375	0.003992647	0.0074588293
è	0.04512445	0.9162248	0.031044798	0.003473944	0.0041321004
t	0.015412948	0.9816791	0.0022388748	5.7454192e-05	0.00061163027
s	0.0064419806	0.94203526	0.048189923	0.0017446202	0.0015883191
a	0.08445296	0.6060975	0.045519	0.01652488	0.24740572
t	0.00047446252	0.6155031	0.2907076	0.007876805	0.08543804
o	7.158202e-05	0.05495269	0.84756684	0.065089	0.032319933
l	6.519582e-05	0.009204498	0.8764293	0.097514205	0.01678688
a	5.2432842e-05	0.0010460439	0.57394487	0.35552183	0.06943485
l	0.00012276675	0.00092990976	0.42123556	0.29662818	0.2810836
à	1.303383e-05	0.00017448323	0.22543779	0.54247177	0.23190291
c	0.00024989832	0.004177389	0.03270264	0.11107392	0.85179615
h	0.00045726218	0.0048952973	0.0962219	0.5793651	0.31906056
a	0.002402069	0.011144435	0.2351894	0.21471334	0.53655076
n	3.9125203e-05	0.00035949814	0.019293081	0.09494541	0.88536286
a	4.2152504e-07	1.4514203e-06	0.0011879302	0.951667	0.04714318
</S>	0.00012476565	0.00014549487	0.004084793	0.18894415	0.80670077
